a	1
aa	2	s1	L0,1
aalborg	1
aaron	1
ab	2
utlopp	2	s1	L0
utlottning	2	s1	L0
utlottningen	2	s1	L0
utlovade	2	s1	L0,1
utlovar	2	s1	L0,1
utlovas	2	s1	L0,1
utlovat	2	s1	L0,1
utlysa	2	s1	L0,1
utlyser	2	s1	L0,1
utlyst	2	s1	L0,1
utlyste	2	s1	L0,1
utlägg	2	s1	L0
utläggning	2	s1	L0
utlämna	2	s1	L0
utlämnad	2	s1	L0
utlämnas	2	s1	L0
utlämning	2	s1	L0
utländsk	2	s1	L0
utländska	2	s1	L0
utländskt	2	s1	L0
utlänning	2	s1	L0
utlänningar	2	s1	L0
utlänningslagen	2	s3	L0,3
utläsa	2	s1	L0,1
utläsas	2	s1	L0,1
utlånad	2	s1	L0,1
utlåning	2	s1	L0,1
utlåtande	2	s1	L0,1
utlåtanden	2	s1	L0,1
utlösa	2	s1	L0,1
utlösande	2	s1	L0,1
utlöser	2	s1	L0,1
utlöses	2	s1	L0,1
utlösning	2	s1	L0,1
utlöst	2	s1	L0,1
utlöste	2	s1	L0,1
utmana	2	s1	L0,1
utmanad	2	s1	L0,1
utmanade	2	s1	L0,1
utmanande	2	s1	L0,1
utmanar	2	s1	L0,1
utmanare	2	s1	L0,1
utmanaren	2	s1	L0,1
utmanas	2	s1	L0,1
utmanat	2	s1	L0,1
utmaning	2	s1	L0,1
utmaningar	2	s1	L0,1
utmaningarna	2	s1	L0,1
utmaningen	2	s1	L0,1
utmattad	2	s1	L0
utmattade	2	s1	L0
utmattande	2	s1	L0
utmattning	2	s1	L0
utmed	1
utmärka	2	s1	L0
utmärkelse	2	s1	L0
utmärkelsen	2	s1	L0
utmärkelser	2	s1	L0
utmärker	2	s1	L0
utmärkt	2	s1	L0
utmärkta	2	s1	L0
utmärkte	2	s1	L0
utmätning	2	s1	L0,1
utmåla	2	s1	L0,1
utmålar	2	s1	L0,1
utmålas	2	s1	L0,1
utnyttja	2	s1	L0
utnyttjade	2	s1	L0
utnyttjades	2	s1	L0
utnyttjande	2	s1	L0
utnyttjar	2	s1	L0
utnyttjas	2	s1	L0
utnyttjat	2	s1	L0
utnyttjats	2	s1	L0
utnämna	2	s1	L0
utnämnde	2	s1	L0
utnämndes	2	s1	L0
utnämner	2	s1	L0
utnämning	2	s1	L0
utnämningen	2	s1	L0
utnämnt	2	s1	L0
utnämnts	2	s1	L0
utom	2
utomeuropeisk	2	s5	L0,5
utomeuropeiska	2	s5	L0,5
utomhus	2	s2	L0,2
utomjording	2	s2	L0,2
utomjordingar	2	s2	L0,2
utomjordisk	2	s2	L0,2
utomjordiska	2	s2	L0,2
utomjordiskt	2	s2	L0,2
utomlands	2	s2	L0
utomordentlig	2	s3	L0
utomordentliga	2	s3	L0
utomordentligt	2	s3	L0
utomstående	2	s2	L0,2
utopi	1	2
utpekade	2	s1	L0,1
utpekas	2	s1	L0,1
utplacerade	2	s2	L0,2
utplåna	2	s1	L0,1
utplånar	2	s1	L0,1
utplånas	2	s1	L0,1
utpost	2	s1	L0
utpressa	2	s1	L0
utpressning	2	s1	L0
utpräglad	2	s1	L0,1
utpräglat	2	s1	L0,1
utreda	2	s1	L0,1
utredare	2	s1	L0,1
utredaren	2	s1	L0,1
utredarna	2	s1	L0,1
utredas	2	s1	L0,1
utredde	2	s1	L0
utreder	2	s1	L0,1
utredning	2	s1	L0,1
utredningar	2	s1	L0,1
utredningarna	2	s1	L0,1
utredningen	2	s1	L0,1
utredningens	2	s1	L0,1
utreds	2	s1	L0,1
utrensning	2	s1	L0
utrensningar	2	s1	L0
utrett	2	s1	L0
utretts	2	s1	L0
utrikesdepartementet	2	s6	L0,1
utrikesminister	2	s4	L0,1
utrikesministern	2	s4	L0,1
utrikesministrar	2	s4	L0,1
utrikespolitik	2	s5	L0,1,5
utrikespolitiken	2	s5	L0,1,5
utrikespolitiska	2	s4	L0,1,4
utrikiska	2	s1	L0,1
utrop	2	s1	L0,1
utropa	2	s1	L0,1
utropade	2	s1	L0,1
utropar	2	s1	L0,1
utropstecken	2	s2	L0,1
utrota	2	s1	L0,1
utrotade	2	s1	L0,1
utrotas	2	s1	L0,1
utrotat	2	s1	L0,1
utrotning	2	s1	L0,1
utrotningshotad	2	s3	L0,1,3
utrotningshotade	2	s3	L0,1,3
utrusta	2	s1	L0
utrustad	2	s1	L0
utrustade	2	s1	L0
utrustas	2	s1	L0
utrustat	2	s1	L0
utrustning	2	s1	L0
utrustningen	2	s1	L0
utrycka	2	s1	L0
utryckning	2	s1	L0
utrymma	2	s1	L0
utrymme	2	s1	L0
utrymmen	2	s1	L0
utrymmet	2	s1	L0
utrymning	2	s1	L0
uträkning	2	s1	L0,1
uträkningar	2	s1	L0,1
uträtta	2	s1	L0
uträttat	2	s1	L0
utröna	2	s1	L0,1
utsaga	2	s1	L0,1
utsago	2	s1	L0,1
utsagor	2	s1	L0,1
utsatt	2	s1	L0
utsatta	2	s1	L0
utsatthet	2	s2	L0,2
utsattheten	2	s2	L0,2
utse	2	s1	L0,1
utseende	2	s1	L0,1
utseendemässigt	2	s4	L0,1
utseenden	2	s1	L0,1
utseendet	2	s1	L0,1
utser	2	s1	L0,1
utses	2	s1	L0,1
utsetts	2	s1	L0
utsida	2	s1	L0,1
utsidan	2	s1	L0,1
utsikt	2	s1	L0
utsikten	2	s1	L0
utsikter	2	s1	L0
utskick	2	s1	L0
utskott	2	s1	L0
utskotten	2	s1	L0
utskottet	2	s1	L0
utskrattad	2	s1	L0
utskrift	2	s1	L0
utskriven	2	s1	L0,1
utskrivet	2	s1	L0,1
utskrivna	2	s1	L0,1
utskälld	2	s1	L0
utskällning	2	s1	L0
utslag	2	s1	L0,1
utslagen	2	s1	L0,1
utslaget	2	s1	L0,1
utslagna	2	s1	L0,1
utslitna	2	s1	L0,1
utslängd	2	s1	L0
utslängda	2	s1	L0
utsläpp	2	s1	L0
utsläppen	2	s1	L0
utsläppt	2	s1	L0
utsmyckade	2	s1	L0
utsmyckning	2	s1	L0
utsmyckningar	2	s1	L0
utspel	2	s1	L0,1
utspela	2	s1	L0,1
utspelade	2	s1	L0,1
utspelar	2	s1	L0,1
utspelas	2	s1	L0,1
utspelat	2	s1	L0,1
utspelet	2	s1	L0,1
utspridd	2	s1	L0
utspridda	2	s1	L0
utspritt	2	s1	L0
utsträckning	2	s1	L0
utsträckt	2	s1	L0
utstrålar	2	s1	L0,1
utstrålning	2	s1	L0,1
utstuderat	2	s2	L0,1,2
utstyrsel	2	s1	L0
utställare	2	s1	L0
utställning	2	s1	L0
utställningar	2	s1	L0
utställningarna	2	s1	L0
utställningen	2	s1	L0
utstå	2	s1	L0,1
utstött	2	s1	L0
utstötta	2	s1	L0
utsvävningar	2	s1	L0,1
utsänd	2	s1	L0
utsända	2	s1	L0
utsätta	2	s1	L0
utsättas	2	s1	L0
utsätter	2	s1	L0
utsätts	2	s1	L0
utsåg	2	s1	L0,1
utsågs	2	s1	L0,1
utsålda	2	s1	L0
utsålt	2	s1	L0
utsökt	2	s1	L0,1
utsökta	2	s1	L0,1
utsöndrar	2	s1	L0
utsöndras	2	s1	L0
uttag	2	s1	L0,1
uttaget	2	s1	L0,1
uttagning	2	s1	L0,1
uttagningen	2	s1	L0,1
uttal	2	s1	L0,1
uttala	2	s1	L0,1
uttalade	2	s1	L0,1
uttalades	2	s1	L0,1
uttalande	2	s1	L0,1
uttalanden	2	s1	L0,1
uttalandena	2	s1	L0,1
uttalandet	2	s1	L0,1
uttalar	2	s1	L0,1
uttalas	2	s1	L0,1
uttalat	2	s1	L0,1
uttalet	2	s1	L0,1
utter	1
uttjatade	2	s1	L0,1
uttjatat	2	s1	L0,1
uttjänta	2	s1	L0,1
uttorkning	2	s1	L0
uttryck	2	s1	L0
uttrycka	2	s1	L0
uttryckas	2	s1	L0
uttrycken	2	s1	L0
uttrycker	2	s1	L0
uttrycket	2	s1	L0
uttryckliga	2	s1	L0
uttryckligen	2	s1	L0
uttrycks	2	s1	L0
uttryckt	2	s1	L0
uttryckte	2	s1	L0
utträde	2	s1	L0,1
uttråkade	2	s1	L0,1
uttänkt	2	s1	L0
uttömmande	2	s1	L0
utvald	2	s1	L0,1
utvalda	2	s1	L0,1
utvalt	2	s1	L0,1
utvandrade	2	s1	L0
utvandrarna	2	s1	L0
utvandring	2	s1	L0
utveckla	2	s1	L0
utvecklad	2	s1	L0
utvecklade	2	s1	L0
utvecklades	2	s1	L0
utvecklande	2	s1	L0
utvecklandet	2	s1	L0
utvecklar	2	s1	L0
utvecklare	2	s1	L0
utvecklarna	2	s1	L0
utvecklas	2	s1	L0
utvecklat	2	s1	L0
utvecklats	2	s1	L0
utveckling	2	s1	L0
utvecklingen	2	s1	L0
utvecklings	2	s1	L0
utvecklingsarbete	2	s4	L0,4
utvecklingsländer	2	s3	L0
utvecklingsprojekt	2	s4	L0
utvecklingssamtal	2	s4	L0,4
utvecklingsstörd	2	s3	L0,3
utvecklingsstörda	2	s3	L0,3
utvecklingsstörning	2	s3	L0,3
utvidga	2	s1	L0
utvidgade	2	s1	L0
utvidgar	2	s1	L0
utvidgas	2	s1	L0
utvidgat	2	s1	L0
utvidgning	2	s1	L0
utvilad	2	s1	L0,1
utvinna	2	s1	L0
utvinning	2	s1	L0
utvinns	2	s1	L0
utvisa	2	s1	L0,1
utvisad	2	s1	L0,1
utvisade	2	s1	L0,1
utvisades	2	s1	L0,1
utvisar	2	s1	L0,1
utvisas	2	s1	L0,1
utvisats	2	s1	L0,1
utvisning	2	s1	L0,1
utvisningar	2	s1	L0,1
utvisningarna	2	s1	L0,1
utvisningen	2	s1	L0,1
utväg	2	s1	L0,1
utvägen	2	s1	L0,1
utvändigt	2	s1	L0
utvärdera	2	s2	L0,2
utvärderar	2	s2	L0,2
utvärderas	2	s2	L0,2
utvärdering	2	s2	L0,2
utvärderingar	2	s2	L0,2
utvärderingen	2	s2	L0,2
utväxling	2	s1	L0
utväxt	2	s1	L0
utåtriktad	2	s2	L0
utåtriktade	2	s2	L0
utö	2	s1	L0,1
utöka	2	s1	L0,1
utökad	2	s1	L0,1
utökade	2	s1	L0,1
utökades	2	s1	L0,1
utökar	2	s1	L0,1
utökas	2	s1	L0,1
utökat	2	s1	L0,1
utökats	2	s1	L0,1
utökning	2	s1	L0,1
utöva	2	s1	L0,1
utövade	2	s1	L0,1
utövandet	2	s1	L0,1
utövar	2	s1	L0,1
utövare	2	s1	L0,1
utövarna	2	s1	L0,1
utövas	2	s1	L0,1
utövat	2	s1	L0,1
utöver	1	1
uv	1
uwe	1
uzbekistan	1	3
v	1
va	1
vaccin	1	1
vaccination	1	3
vaccinationer	1	3
vacciner	1	1
vaccinera	1	2
vaccinerade	1	2
vaccineras	1	2
vaccinering	1	2
vaccinet	1	1
vacker	1
vackert	1
vacklande	2
vackra	2
vackrare	2
vackrast	2
vackraste	2
vad	1
vada	2
vadan	2
vaden	1
vader	2
vaderna	2
vadet	1
vadslagning	2	s1	L0,1
vadsomhelst	1	2
vadstena	2	s1	L1
vadå	1	1
vafalls	1	1
vafan	1	1
vag	1
vaga	2
vagabond	1	2
vagga	2
vaggan	2
vaggar	2
vaggeryd	2	s2	L2
vagina	2	1
vaginan	2	1
vaginor	2	1
vagn	1
vagnar	2
vagnarna	2
vagnen	1
vagt	1
vajer	1
vak	1
vaka	2
vakande	2
vakar	2
vaken	2
vaket	2
vakna	2
vaknade	2
vaknar	2
vaknat	2
vaksala	2	s1	L1
vaksam	2	s1	L0
vaksamma	2	s1	L0
vakt	1
vakta	2
vaktade	2
vaktar	2
vakten	1
vakter	2
vakterna	2
vakthavande	2	s1	L1
vaktmästare	2	s1
vaktmästaren	2	s1
vakttorn	2	s1	L1
vakuum	1
val	1
valaffischer	2	s2	L0
valand	1
valar	2
valbar	2	s1	L0,1
valbara	2	s1	L0,1
valberedningen	2	s2	L0,2
valberedningens	2	s2	L0,2
valbo	1
valborg	1
vald	1
valda	1
valdagen	2	s1	L0,1
valde	2
valdeltagande	2	s2	L0,1,2
valdeltagandet	2	s2	L0,1,2
valdemar	1
valdemarsvik	1	3
valdemarsviks	1	3
valdes	2
valdistrikt	2	s2	L0
valen	1
valentin	1
valentina	2	2
valentine	1
valentino	1	2
valeria	1	1
valet	2
valets	2
valfläsk	2	s1	L0
valfri	2	s1	L0,1
valfria	2	s1	L0,1
valfrihet	2	s2	L0,1,2
valfriheten	2	s2	L0,1,2
valfritt	2	s1	L0
valfråga	2	s1	L0,1
valfusk	2	s1	L0
valhalla	2	s1
valkampanj	2	s2	L0
valkampanjen	2	s2	L0
valkrets	2	s1	L0
valkretsar	2	s1	L0
vall	1
valla	2
vallar	2
valle	2
vallen	1
vallentuna	2	s2	L2
valley	1
vallfärdar	2	s1	L1
vallgrav	2	s1	L1
vallgraven	2	s1	L1
vallokal	2	s2	L0,2
vallokalen	2	s2	L0,2
vallokalerna	2	s2	L0,2
vallöfte	2	s1	L0
vallöften	2	s1	L0
valmanifest	2	s3	L0
valmyndigheten	2	s3	L0,3
valmöjlighet	2	s3	L0,3
valmöjligheter	2	s3	L0,3
valnatten	2	s1	L0
valnötter	2	s1	L0
valp	1
valpar	2
valparna	2
valpen	1
valresultat	2	s3	L0,3
valresultatet	2	s3	L0,3
valross	2	s1	L0
valrörelse	2	s1	L0,1
valrörelsen	2	s1	L0,1
vals	1
valsar	2
valsedel	2	s1	L0,1
valsedeln	2	s1	L0,1
valsedlar	2	s1	L0,1
valseger	2	s1	L0,1
valsystem	2	s2	L0,2
valsystemet	2	s2	L0,2
valt	1
valter	1
valtider	2	s1	L0,1
valuta	2	1
valutan	2	1
valutor	2	1
valv	1
valvaka	2	s1	L0,1
valvakan	2	s1	L0,1
valvet	1
valår	2	s1	L0,1
valåret	2	s1	L0,1
valörer	1	1
vampyr	1	1
vampyren	1	1
vampyrer	1	1
vampyrerna	1	1
van	1
vana	2
vanan	2
vancouver	1	1
vanda	2
vandalisering	1	3
vandalism	1	2
vandra	2
vandrade	2
vandrande	2
vandrar	2
vandrare	2
vandrarhem	2	s2
vandrat	2
vandring	2
vandringar	2
vandringen	2
vandringsled	2	s2	L2
vandringsleder	2	s2	L2
vanessa	1	1
vanföreställning	2	s3	L0,1
vanföreställningar	2	s3	L0,1
vanilj	1	1
vaniljglass	2	1	s2
vaniljsås	2	1	s2	L2
vanja	2
vankas	2
vanlig	2
vanliga	2
vanligare	2
vanligast	2
vanligaste	2
vanligen	2
vanligheterna	2	s2	L0,2
vanligt	2
vanligtvis	2	s2	L0,2
vann	1
vanna	2
vanns	1
vanor	2
vansbro	1
vansinne	2	s1	L0
vansinnet	2	s1	L0
vansinnig	2	s1	L0
vansinniga	2	s1	L0
vansinnigt	2
vanskligt	2
vant	1
vantar	2
vantarna	2
vantrivs	2	s1	L0,1
vanvård	2	s1	L0,1
vapen	1
vapenbrott	2	s2	L0
vapendragare	2	s2	L0,2
vapenexport	2	s3	L0
vapeninnehav	2	s4	L0,4
vapenlagar	2	s2	L0,2
vapenlagen	2	s2	L0,2
vapenlicens	2	s3	L0
vapenstillestånd	2	s4	L0
vapensystem	2	s3	L0,3
vapenvila	2	s2	L0,2
vapenvilan	2	s2	L0,2
vapnen	1
vapnet	1
var	1
vara	2
varade	2
varaktig	2	s1	L0
varaktigt	2	s1	L0
varan	2
varande	2
varandra	1	1
varandras	1	1
varann	1	1
varannat	2	1
varar	2
varat	2
varav	1
varberg	1
varbergs	1
varda	2
vardag	1
vardagar	2	s1	L0,1
vardagen	1
vardaglig	2	s1	L0,1
vardagliga	2	s1	L0,1
vardagligt	2	s1	L0,1
vardags	1
vardagsliv	2	s2	L0,1,2
vardagslivet	2	s2	L0,1,2
vardagsmat	2	s2	L0,1,2
vardagsrum	2	s2	L0,1
vardagsrummet	2	s2	L0,1
varde	2
vardera	1
vare	2
varefter	1
varelse	2
varelsen	2
varelser	2
varelserna	2
varenda	2	1
varför	1
varg	1
varga	1
vargar	2
vargarna	2
vargas	1
vargen	1
vargstammen	2	s1
varhelst	1	1
vari	1
variabel	1	2
variabeln	1	2
variabler	1	2
variablerna	1	2
variant	1	2
varianten	1	2
varianter	1	2
varianterna	1	2
variation	1	3
variationen	1	3
variationer	1	3
variera	1	2
varierade	1	2
varierar	1	2
varierat	1	2
varifrån	1
varigenom	1
varit	2
varken	2
varm	1
varma	2
varmare	2
varmast	2
varmaste	2
varmed	1
varmkorv	2	s1
varmt	1
varmvatten	2	s1
varna	2
varnade	2
varnar	2
varnas	2
varnat	2
varning	2
varningar	2
varningarna	2
varningen	2
varningens	2
varningssignaler	2	s3	L0,3
varningsskott	2	s2	L0
varor	2
varorna	2
varpå	1
vars	1
varsam	2	s1	L0
varsamt	2
varse	2
varsel	1
varslade	2
varsomhelst	1	2
varstans	1
varsågod	1	2
varsågoda	2	2
vartefter	1
vartenda	2	1
varuhus	2	s2	L0,1,2
varuhuset	2	s2	L0,1,2
varulv	2
varulvar	2
varumärke	2	s2	L0,1
varumärken	2	s2	L0,1
varumärket	2	s2	L0,1
varv	1
varva	2
varvar	2
varvat	2
varven	1
varvet	1
varvid	1
varvtal	2	s1	L1
vas	1
vasa	2
vasagatan	2	s2	L0,2
vasall	1	1
vasaloppet	2	s2	L0
vasaparken	2	s2	L0
vasas	2
vasastaden	2	s2	L0,2
vasastan	2	s2	L0,2
vaselin	1	2
vasen	2
vaser	2
vaska	2
vasken	1
vass	1
vassa	2
vassare	2
vassaste	2
vasst	1
vatikanen	1	2
vatikanstaten	2	2	s3	L2,3
vatten	1
vattenbrist	2	s2
vattendrag	2	s2	L2
vattendragen	2	s2	L2
vattendroppar	2	s2
vattenfall	2	s2
vattenfallet	2	s2
vattenfalls	2	s2
vattenflaska	2	s2
vattenflaskor	2	s2
vattenglas	2	s2	L2
vattenhål	2	s2	L2
vattenkraft	2	s2
vattenkraften	2	s2
vattenkraftverk	2	s3
vattenlevande	2	s2	L2
vattenmelon	2	s3	L3
vattennivån	2	s3	L3
vattenpolo	2	s2	L2
vattenskador	2	s2	L2
vattenskoter	2	s2	L2
vattenstånd	2	s2
vattenståndet	2	s2
vattentornet	2	s2	L2
vattentät	2	s2	L2
vattentäta	2	s2	L2
vattentätt	2	s2
vattenverk	2	s2
vattenytan	2	s2	L2
vattenånga	2	s2
vattkoppor	2	s1
vattna	2
vattnade	2
vattnar	2
vattnas	2
vattnen	1
vattnet	1
vattnets	1
vattumannen	2	s2	L1
vax	1
vaxa	2
vaxholm	2	s1
vaxning	2
vc	2
vd	2
ve	1
veck	1
vecka	2
veckan	2
veckans	2
veckas	2
vecko	2
veckodag	2	s2	L2
veckodagar	2	s2	L2
veckopeng	2	s2
veckor	2
veckorna	2
veckors	2
veckovis	2	s2	L2
ved	1
veddige	2
vedeldad	2	s1	L0
veden	1
vederbörande	2	s2	L0,2
vedergällning	2	s2	L0
vedertagen	2	s2	L0,2
vedertaget	2	s2	L0,2
vedertagna	2	s2	L0,2
vedervärdig	2	s2	L0,2
vedervärdiga	2	s2	L0,2
vedervärdigt	2	s2	L0,2
vega	2
veganer	1	1
vegas	2
vegetabiliska	1	3
vegetarian	1	4
vegetarianer	1	4
vegetarisk	1	2
vegetariska	1	2
vegetariskt	1	2
vegetation	1	3
vek	1
veka	2
veklingar	2
vektor	2
vektorer	1	1
vela	2
velar	1	1
velat	2
vellinge	2
velvet	1
vem	1
vemdalen	2	s1	L1
vemod	2	s1	L0,1
vemodigt	2	s1	L0,1
vems	1
vemsomhelst	1	2
ven	1
vendela	1
vendetta	2	1
venedig	1	1
venezuela	2	3
venezuelas	2	3
venstre	2
ventil	1	1
ventilation	1	3
ventilationen	1	3
ventilen	1	1
ventiler	1	1
ventilera	1	2
ventilerna	1	1
venus	1
vera	2
veranda	2	1
verandan	2	1
verb	1
verbal	1	1
verbala	1	1
verbalt	1	1
verbet	1
verde	1
verifiera	1	3
verifierade	1	3
verifierat	1	3
verk	1
verka	2
verkade	2
verkan	2
verkanseld	2	s2
verkar	2
verkat	2
verken	1
verket	1
verkets	1
verklig	2
verkliga	2
verklige	2
verkligen	2
verklighet	2	s2	L2
verkligheten	2	s2	L2
verklighetens	2	s2	L2
verkligheter	2	s2	L2
verklighetsfrämmande	2	s3	L2
verklighetsförankring	2	s4	L2
verklighetsuppfattning	2	s4	L2
verkligt	2
verkningar	2
verkningsgrad	2	s2	L2
verksam	2	s1
verksamhet	2	s2	L2
verksamheten	2	s2	L2
verksamhetens	2	s2	L2
verksamheter	2	s2	L2
verksamheterna	2	s2	L2
verksamhetsområde	2	s4	L2,4
verksamhetsplan	2	s3	L2,3
verksamma	2	s1
verksamt	2	s1
verkshöjd	2	s1
verkstad	1
verkstaden	1
verkstan	1
verkställa	2	s1
verkställas	2	s1
verkställer	2	s1
verkställighet	2	s3	L3
verkställs	2	s1
verktyg	2	s1	L1
verktygen	2	s1	L1
verktyget	2	s1	L1
verktygslåda	2	s2	L1,2
vermont	1	1
verner	1
vernissage	1	2
vernon	1
verona	2	1	o
veronica	1	1	o
veronika	1	1	o
vers	1
versa	2
versailles	1	1
versaler	1	1
versen	1
verser	2
verserna	2
version	1	1
versionen	1	1
versioner	1	1
versionerna	1	1
versus	1
vertikal	1	2
vertikala	1	2
vertikalt	1	2
vespa	2
vet	1
veta	2
vetande	2
vetat	2
vete	2
vetemjöl	2	s2	L0,2
vetenskap	2	s2	L0,2
vetenskapen	2	s2	L0,2
vetenskapens	2	s2	L0,2
vetenskaper	2	s2	L0,2
vetenskaplig	2	s2	L0,2
vetenskapliga	2	s2	L0,2
vetenskapligt	2	s2	L0,2
vetenskaps	2	s2	L0,2
vetenskapsakademien	2
vetenskapsman	2	s3	L0,2
vetenskapsmannen	2	s3	L0,2
vetenskapsmän	2	s3	L0,2
veteran	1	2
veteranen	1	2
veteraner	1	2
veterinär	1	3
veterinären	1	3
veterinärer	1	3
veterligen	2
vetet	2
vetja	1
vetlanda	2	s1	L0
vetorätt	2	s2	L0
vetskap	2	s1	L0,1
vetskapen	2	s1	L0,1
vett	1
vette	2
vetter	1
vettet	1
vettig	2
vettiga	2
vettigare	2
vettigt	2
veva	2
vevar	2
vf	2
vg	2
vhs	1	2
vi	1
via	2
viagra	1	1
vibeke	2
viborg	1
vibration	1	2
vibrationer	1	2
vibrationerna	1	2
vibrerande	1	1
vibrerar	1	1
vicepresident	2	s4	L0
vicepresidenten	2	s4	L0
vicka	2
vicki	1
vicky	1
victor	1
victoria	1	1
victorias	1	1
vid	1
vida	2
vidal	2	s1	L0,1
vidar	1
vidare	2
vidarebefordra	2	s4	L0,4
vidareutbildning	2	s4	L0,3
vidareutveckla	2	s4	L0,3
vidareutveckling	2	s4	L0,3
vidden	1
vide	2
video	1
videokamera	2	s3	L0,3
videon	1
videor	1
videorna	1
videos	1
videospel	2	s3	L0,3
vidga	2
vidgar	2
vidhåller	2	s1	L0
vidrig	2
vidriga	2
vidrigaste	2
vidrigt	2
vidrör	2	s1	L0,1
vidröra	2	s1	L0,1
vidskepelse	2	s1	L0,1
vidsträckt	2	s1	L0
vidsträckta	2	s1	L0
vidta	2	s1	L0,1
vidtagit	2	s1	L0,1
vidtar	2	s1	L0,1
vidtas	2	s1	L0,1
vidtog	2	s1	L0,1
vidöppna	2	s1	L0
vietnam	1	2
vietnamesisk	1	3
vietnamesiska	1	3
vietnamkriget	2	2	s3	L3
vift	1
vifta	2
viftade	2
viftar	2
vig	1
viga	2
viger	1
viggen	1
viggo	1
vigo	1
vigsel	1
vigseln	1
vigselring	2	s2	L0
vigt	1
vik	1
vikander	1	1
vikar	2
vikariat	1	3
vikarie	1	1
vikarien	1	1
vikarier	1	1
vikarierande	1	3
viken	1
viker	1
viking	2
vikingar	2
vikingarna	2
vikingatiden	2	s3	L0,3
vikings	2
vikt	1
vikta	2
vikten	1
vikter	2
viktig	2
viktiga	2
viktigare	2
viktigast	2
viktigaste	2
viktigpetter	2	s2
viktigt	2
viktminskning	2	s1
viktnedgång	2	s2	L1
viktor	1
viktoria	1	1
viktorianska	1	3
viktors	1
vil	1
vila	2
vilade	2
vilan	2
vilande	2
vilar	2
vilas	2
vilat	2
vild	1
vilda	2
vildar	2
vildaste	2
vilde	2
vildmark	2	s1
vildmarken	2	s1
vildsvin	2	s1	L1
vilhelm	1
vilhelmina	2	2
vilja	2
viljan	2
vilje	2
viljestyrka	2	s2
viljor	2
vilka	2
vilkas	2
vilken	2
vilket	2
vill	1
villa	2
villan	2
villaområde	2	s3	L3
villas	2
villaägare	2	s2	L2
ville	2
villebråd	2	s2	L2
villig	2
villiga	2
villigt	2
villkor	2	s1	L1
villkoren	2	s1	L1
villkoret	2	s1	L1
villkorlig	2	s1	L1
villkorligt	2	s1	L1
villkorslöst	2	s2	L1,2
villor	2
villorna	2
villovägar	2	s2	L2
vilma	2
vilnius	1
vilodag	2	s2	L0,2
vilseleda	2	s2	L2
vilseledande	2	s2	L2
vilseleder	2	s2	L2
vilsen	2
vilsna	2
vilt	1
vimla	2
vimlar	2
vimmerby	2	s2	L2
vin	1
vina	2
vincent	1
vinci	1
vind	1
vindar	2
vindarna	2
vinden	1
vindens	1
vindkraft	2	s1
vindkraften	2	s1
vindkraftverk	2	s2
vindruta	2	s1	L1
vindrutan	2	s1	L1
vindruvor	2	s1	L0,1
vindskydd	2	s1
vindstilla	2	s1
viner	2
vinerna	2
vinet	1
ving	1
vinga	2
vingar	2
vingarna	2
vinge	2
vingen	2
vinglas	2	s1	L0,1
vingslag	2	s1	L1
vingåker	2	s1	L1
vingård	2	s1	L0,1
vingården	2	s1	L0,1
vink	1
vinka	2
vinkade	2
vinkar	2
vinkel	2
vinkeln	2
vinkla	2
vinklade	2
vinklar	2
vinklas	2
vinkling	2
vinklingar	2
vinklingen	2
vinn	1
vinna	2
vinnande	2
vinnare	2
vinnaren	2
vinnarna	2
vinnas	2
vinner	1
vinnie	1
vinning	2
vinns	1
vino	1
vinprovning	2	s1	L0,1
vinst	1
vinsten	1
vinster	2
vinsterna	2
vinstintresse	2	s2
vinter	1
vinterdäck	2	s2
vintergatan	2	s2	L2
vinterhalvåret	2	s3	L3
vinterkriget	2	s2	L2
vintern	1
vinterns	1
vinterskor	2	s2	L2
vintertid	2	s2	L2
vintrar	2
vintrarna	2
vintras	2
vinyl	1	1
vinäger	1	1
viola	2	1
violer	1	1
violet	1
violett	1	2
violetta	2	2
violin	1	2
vip	1
vippen	1
vips	1
vira	2
virgin	1	1
virka	2
virke	2
virket	2
virkning	2
virrig	2
virtanen	1
virtual	1
virtuell	1	2
virtuella	1	2
virtuellt	1	2
virus	1
viruset	1
virvlar	2
vis	1
visa	2
visade	2
visades	2
visan	2
visar	2
visare	2
visas	2
visat	2
visats	2
visby	1
vischan	2
visdom	2	s1	L0
visdomsord	2	s2	L0,2
visdomstand	2	s2	L0
visdomständer	2	s2	L0
vise	2
vises	2
viset	1
vishet	2	s1	L0,1
visingsö	1	2
vision	1	1
visionen	1	1
visioner	1	1
visionär	1	2
visir	1	1
visit	1	1
visitkort	2	1	s2	L1
viska	2
viskade	2
viskar	2
visning	2
visningar	2
visningen	2
visor	2
vispa	2
vispgrädde	2	s1
viss	1
vissa	2
visserligen	2
visshet	2	s1	L1
vissla	2
visslar	2
vissna	2
vissnar	2
visst	1
visste	2
visstidsanställning	2	s3	L1
vist	1
vista	1
vistades	2
vistas	2
vistats	2
viste	2
vistelse	2
vistelsen	2
visualisera	1	4
visuell	1	2
visuella	1	2
visuellt	1	2
visum	2
vit	1
vita	2
vital	1	1
vitala	1	1
vitamin	1	2
vitaminer	1	2
vitare	2
vitas	2
vite	2
vithet	2	s1	L0,1
vitkål	2	s1	L0,1
vitlök	2	s1	L0,1
vitlöksbröd	2	s2	L0,1,2
vito	1
vitryska	2	s1	L0
