一一	iq5 iq3
買了	ma2 liau4
買些	ma2 si4
買人情	ma2 gnin4 zin4
買來	ma2 le4
買個	ma2 gheq4
買光	ma2 kuaon4
買入	ma2 zeq4
買去	ma2 chi4
買單	ma2 te4
買好	ma2 hau4
買家	ma2 ka4
買得起	ma2 teq4 chi4
買房	ma2 faon4
買斷	ma2 doe4
買方	ma2 faon4
買票	ma2 phiau4
買者	ma2 tse4
買買提	ma2 ma4 di4
買賣	ma2 ma4
買辦	ma2 be4
買進	ma2 tsin4
買點	ma2 ti4
貸款	de2 khue4
貸款人	de2 khue4 zen4
貸物	de2 veq4
費了	fi5 liau3
費事	fi5 zy3
費力	fi5 liq3
費加羅	fi5 ka9 lu3
費勁	fi5 cin3
費勒	fi5 leq3
費勝潮	fi5 sen9 zau3
費厄	fi5 ngeq3
費去	fi5 chi3
費城	fi5 zen3
費孝通	fi5 shiau9 thon3
費工	fi5 kon3
費席爾	fi5 ziq9 er3
費心	fi5 sin3
費時	fi5 zy3
費油	fi5 yeu3
費爾巴哈	fi5 er9 pa9 ha3
費爾幹納	fi5 er9 koe9 naq3
費率	fi5 liq3
費用	fi5 yon3
費盡	fi5 zin3
費神	fi5 zen3
費米	fi5 mi3
費翔	fi5 zian3
費解	fi5 cia3
費話	fi5 gho3
費錢	fi5 zi3
費難	fi5 ne3
費電	fi5 di3
費鞋	fi5 gha3
貼了	thiq5 liau3
貼住	thiq5 zy3
貼切	thiq5 tshiq3
貼合	thiq5 gheq3
貼圖	thiq5 du3
貼心	thiq5 sin3
貼現	thiq5 yi3
貼現率	thiq5 yi9 se3
貼着	thiq5 tsaq3
貼補	thiq5 pu3
貼譜	thiq5 pu3
貼身	thiq5 sen3
貼近	thiq5 jin3
貼金	thiq5 cin3
貽害	yi2 ghe4
貽誤	yi2 ngu4
貿易	meu2 yiq4
貿易區	meu2 i4 chiu4
貿易額	meu2 i4 ngaq4
貿然	meu2 zoe4
賀一誠	wu2 iq4 zen4
賀人龍	wu2 zen4 lon4
賀信	wu2 sin4
賀卡	wu2 kha4
賀喜	wu2 shi4
賀子珍	wu2 tsy4 tsen4
賀海	wu2 he4
賀炳炎	wu2 pin4 yi4
賀蘭山	wu2 le4 se4
賀金龍	wu2 cin4 lon4
賀龍	wu2 lon4
賀龍來	wu2 lon4 le4
賁門	pen5 men3
賄賂	hue5 lu3
資助	tsy5 zu3
資政	tsy5 tsen3
資料	tsy5 liau3
資料室	tsy5 liau9 seq3
資本	tsy5 pen3
資本主義	tsy5 pen9 tsy9 gni3
資本化	tsy5 pen9 hua3
資本家	tsy5 pen9 ka3
資本論	tsy5 pen9 len3
資格	tsy5 kaq3
資格賽	tsy5 kaq9 se3
資歷	tsy5 liq3
資治通鑑	tsy5 zy9 thon9 ci3
資深	tsy5 sen3
資源	tsy5 gnioe3
資源共享	tsy5 gnioe9 gon9 shian3
資源管理	tsy5 gnioe9 kuoe9 li3
資產	tsy5 tshe3
資產階級	tsy5 tshe9 ka9 ciq3
資訊	tsy5 sin3
資財	tsy5 ze3
資費	tsy5 fi3
資質	tsy5 tseq3
資金	tsy5 cin3
賈亦斌	ku5 yiq9 pin3
賈人	ku5 gnin3
賈寶玉	ku5 pau9 gnioq3
賈平凹	ku5 bin9 au3
賈志傑	ku5 tsy9 jiq3
賈朝軒	ku5 tsau9 shi3
賈禍	ku5 wu3
賈秀全	ku5 sieu9 zi3
賈聚	ku5 ziu3
賈英廷	ku5 in9 din3
賈誼	ku5 gni3
賊人	zeq2 gnin4
賊死	zeq2 sy4
賑濟	tsen5 tsi3
賑災	tsen5 tse3
賓主	pin5 tsy3
賓客	pin5 khaq3
賓從	pin5 zon3
賓語	pin5 gniu3
賓館	pin5 kuoe3
賜予	sy5 yu3
賜教	sy5 ciau3
賜死	sy5 sy3
賞光	saon5 kuaon3
賞心	saon5 sin3
賞心悅目	saon5 sin9 yoq9 moq3
賞景	saon5 cin3
賞月	saon5 yoq3
賞玩	saon5 woe3
賞罰	saon5 vaq3
賞臉	saon5 li3
賞花	saon5 hua3
賞識	saon5 seq3
賞賜	saon5 sy3
賞錢	saon5 zi3
賞鑒	saon5 ci3
賠不是	be2 peq4 zy4
賠了	be2 liau4
賠償	be2 zaon4
賠光	be2 kuaon4
賠本	be2 pen4
賠款	be2 khue4
賠率	be2 liq4
賠禮	be2 li4
賠禮道歉	be2 li4 dau4 chi4
賠笑	be2 siau4
賠罪	be2 zoe4
賠還	be2 we4
賠錢	be2 zi4
賢人	yi2 gnin4
賢弟	yi2 di4
賢才	yi2 ze4
賢王	yi2 waon4
賢者	yi2 tse4
賢能	yi2 nen4
賢良	yi2 lian4
賣了	ma2 liau4
賣俏	ma2 tshiau4
賣光	ma2 kuaon4
賣出	ma2 tsheq4
賣力	ma2 liq4
賣勁	ma2 cin4
賣呆	ma2 nge4
賣命	ma2 min4
賣國	ma2 koq4
賣國求榮	ma2 koq4 jieu4 yon4
賣國賊	ma2 koq4 zeq4
賣地	ma2 di4
賣場	ma2 zan4
賣家	ma2 ka4
賣弄	ma2 lon4
賣掉	ma2 diau4
賣斷	ma2 doe4
賣方	ma2 faon4
賣淫	ma2 yin4
賣票員	ma2 phiau4 yoe4
賣藝	ma2 gni4
賣身	ma2 sen4
賣野人頭	ma2 ya4 gnin4 deu4
賣關子	ma2 kue4 tsy4
賣點	ma2 ti4
賤人	zi2 gnin4
賤內	zi2 ne4
賤妾	zi2 tshiq4
賤民	zi2 min4
賦予	fu5 yu3
賦值	fu5 zeq3
賦分	fu5 fen3
賦存	fu5 zen3
賦役	fu5 yoq3
賦於	fu5 yu3
賦有	fu5 yeu3
賦稅	fu5 soe3
賦詩	fu5 sy3
賦閒	fu5 yi3
質問	tseq5 ven3
質地	tseq5 di3
質子	tseq5 tsy3
質心	tseq5 sin3
質感	tseq5 koe3
質押	tseq5 aq3
質料	tseq5 liau3
質樸	tseq5 phoq3
質檢	tseq5 ci3
質疑	tseq5 gni3
質監	tseq5 ke3
質詢	tseq5 shiun3
質變	tseq5 pi3
質量	tseq5 lian3
質點	tseq5 ti3
賬單	tsan5 te3
賬戶	tsan5 wu3
賬戶卡	tsan5 wu9 kha3
賬房	tsan5 faon3
賬目	tsan5 moq3
賬簿	tsan5 bu3
賬號	tsan5 ghau3
賬面	tsan5 mi3
賭博	tu5 poq3
賭場	tu5 zan3
賭客	tu5 khaq3
賭徒	tu5 du3
賭棍	tu5 kuen3
賭氣	tu5 chi3
賭注	tu5 tsy3
賭錢	tu5 zi3
賭馬	tu5 mo3
賴三	la2 se4
賴以	la2 i4
賴以生存	la2 i4 san4 zen4
賴伏雞	la2 bu4 ci4
賴學	la2 ghoq4
賴學精	la2 ghoq4 tsin4
賴帳	la2 tsan4
賴惹天	la2 za4 thi4
賴斯	la2 sy4
賴柴	la2 za4
賴柴天	la2 za4 thi4
賴柴天氣	la2 za4 thi4 chi4
賴極皮	la2 jiq4 bi4
賴氨酸	la2 oe4 soe4
賴牀	la2 zaon4
賴特	la2 deq4
賴皮	la2 bi4
賴賬	la2 tsan4
賺取	ze2 tshiu4
賺錢	ze2 zi4
購並	keu5 bin3
購入	keu5 zeq3
購匯	keu5 we3
購得	keu5 teq3
購房	keu5 faon3
購房者	keu5 faon9 tse3
購物	keu5 veq3
購票	keu5 phiau3
購置	keu5 tsy3
購買	keu5 ma3
購買力	keu5 ma9 liq3
購買者	keu5 ma9 tse3
購進	keu5 tsin3
購銷	keu5 siau3
購食	keu5 zeq3
賽事	se5 zy3
賽制	se5 tsy3
賽前	se5 zi3
賽區	se5 chiu3
賽場	se5 zan3
賽季	se5 ci3
賽後	se5 gheu3
賽會	se5 we3
賽況	se5 khuaon3
賽程	se5 zen3
賽跑	se5 bau3
賽車	se5 tsho3
賽迪網	se5 diq9 maon3
賽馬	se5 mo3
贅言	tsoe5 yi3
贅述	tse5 zeq3
贈予	zen2 yu4
贈物	zen2 veq4
贈給	zen2 ciq4
贈與	zen2 yu4
贈言	zen2 yi4
贈送	zen2 son4
贊不絕口	tse5 peq9 ziq9 kheu3
贊助	tse5 zu3
贊助商	tse5 zu9 saon3
贊同	tse5 don3
贊嘆	tse5 the3
贊成	tse5 zen3
贊成票	tse5 zen9 phiau3
贊揚	tse5 yan3
贊歌	tse5 ku3
贊比亞	tse5 pi9 ia3
贊比西河	tse5 pi9 si9 wu3
贊禮	tse5 li3
贊美	tse5 mhe3
贊許	tse5 shiu3
贊譽	tse5 yu3
贊賞	tse5 saon3
贊頌	tse5 son3
贍養	zoe2 yan4
贏了	yin2 liau4
贏人	yin2 gnin4
贏利	yin2 li4
贏家	yin2 ka4
贏得	yin2 teq4
贓物	tsaon5 veq3
贖回	zoq2 we4
贖罪	zoq2 zoe4
贖買	zoq2 ma4
贗品	gni2 phin4
贛劇	koe5 jiq3
贛南	koe5 noe3
贛州	koe5 tseu3
贛江	koe5 kaon3
贛西南	koe5 si9 noe3
贝克	pe5 kheq3
贝克汉姆	pe5 kheq9 hoe9 mh3
贝加尔湖	pe5 ka9 er9 wu3
贝勒	pe5 leq3
贝壳	pe5 khoq3
贝多芬	pe5 tu9 fen3
贝宁	pe5 zy3
贝尔	pe5 er3
贝尔格莱德	pe5 er9 kaq9 le9 teq3
贝母	pe5 mhu3
贝海石	pe5 he9 zaq3
贝类	pe5 le3
贝里	pe5 li3
贝鲁特	pe5 lu9 deq3
贞元	tsen5 gnioe3
贞操	tsen5 tshau3
贞观	tsen5 kuoe3
负于	vu2 yu4
负伤	vu2 saon4
负债	vu2 tsa4
负债表	vu2 tsa4 piau4
负心	vu2 sin4
负担	vu2 te4
负数	vu2 su4
负有	vu2 yeu4
负极	vu2 jiq4
负电	vu2 di4
负电荷	vu2 di4 hu4
负离子	vu2 li4 tsy4
负荷	vu2 hu4
负责	vu2 tseq4
负责人	vu2 tseq4 zen4
负责制	vu2 tseq4 tsy4
负载	vu2 tse4
负重	vu2 zon4
负隅顽抗	vu2 gniu4 woe4 khaon4
负面	vu2 mi4
贡品	kon5 phin3
贡士	kon5 zy3
贡献	kon5 shi3
贡献者	kon5 shi9 tse3
贡茶	kon5 zo3
贡赋	kon5 fu3
财主	ze2 tsy4
财产	ze2 tshe4
财产权	ze2 tshe4 jioe4
财会	ze2 khue4
财力	ze2 liq4
财务	ze2 wu4
财团	ze2 doe4
财大气粗	ze2 du4 chi4 tshu4
财宝	ze2 pau4
财富	ze2 fu4
财帛	ze2 baq4
财年	ze2 gni4
财政	ze2 tsen4
财政局	ze2 tsen4 jioq4
财政部	ze2 tsen4 bu4
财政部长	ze2 tsen4 bu4 tsan4
财源	ze2 gnioe4
财物	ze2 meq4
财神	ze2 zen4
财税	ze2 soe4
财经	ze2 cin4
财经类	ze2 cin4 le4
财贸	ze2 meu4
财长	ze2 tsan4
财阀	ze2 vaq4
责令	tseq5 lin3
责任	tseq5 zen3
责任人	tseq5 zen9 zen3
责任制	tseq5 zen9 tsy3
责任心	tseq5 zen9 sin3
责任感	tseq5 zen9 koe3
责备	tseq5 be3
责怪	tseq5 kua3
责成	tseq5 zen3
责打	tseq5 tan3
责无旁贷	tseq5 wu9 baon9 de3
责罚	tseq5 vaq3
责问	tseq5 ven3
责难	tseq5 ne3
责骂	tseq5 ma3
贤弟	yi2 di4
贤才	yi2 ze4
贤王	yi2 waon4
贤者	yi2 tse4
贤能	yi2 nen4
贤良	yi2 lian4
败亡	ba2 maon4
败仗	ba2 tsan4
败兵	ba2 pin4
败军	ba2 ciun4
败北	ba2 poq4
败坏	ba2 be4
败家子	ba2 ka4 tsy4
败将	ba2 tsian4
败局	ba2 jioq4
败类	ba2 le4
败绩	ba2 tsiq4
败落	ba2 loq4
败血症	ba2 shioq4 tsen4
败诉	ba2 su4
败退	ba2 the4
败阵	ba2 zen4
败露	ba2 lu4
账单	tsan5 te3
账号	tsan5 ghau3
账户	tsan5 wu3
账户卡	tsan5 wu9 kha3
账房	tsan5 faon3
账目	tsan5 moq3
账面	tsan5 mi3
货币	hu5 bi3
货币化	hu5 bi9 hua3
货币地租	hu5 bi9 di9 tsu3
货币资本	hu5 bi9 tsy9 pen3
货币量	hu5 bi9 lian3
货架	hu5 ka3
货栈	hu5 ze3
货款	hu5 khue3
货源	hu5 gnioe3
货物	hu5 meq3
货真价实	hu5 tsen9 geq9 zeq3
货舱	hu5 tshaon3
货船	hu5 zoe3
货色	hu5 seq3
货车	hu5 tsho3
货轮	hu5 len3
货运	hu5 yun3
货运量	hu5 yun9 lian3
质变	tseq5 pi3
质地	tseq5 di3
质子	tseq5 tsy3
质心	tseq5 sin3
质感	tseq5 koe3
质押	tseq5 aq3
质料	tseq5 liau3
质朴	tseq5 phoq3
质检	tseq5 ci3
质点	tseq5 ti3
质疑	tseq5 gni3
质询	tseq5 shiun3
质量	tseq5 lian3
质问	tseq5 ven3
贩卖	fe5 ma3
贩子	fe5 tsy3
贩毒	fe5 doq3
贩运	fe5 yun3
贪图	thoe5 du3
贪墨	thoe5 meq3
贪婪	thoe5 le3
贪官	thoe5 kuoe3
贪官污吏	thoe5 kuoe9 u9 li3
贪得无厌	thoe5 teq9 wu9 i3
贪心	thoe5 sin3
贪恋	thoe5 li3
贪欲	thoe5 yoq3
贪污	thoe5 u3
贪生怕死	thoe5 san9 pha9 sy3
贪财	thoe5 ze3
贪赃枉法	thoe5 tsaon9 uaon9 faq3
贫下中农	bin2 gho4 tson4 non4
贫乏	bin2 fe4
贫僧	bin2 sen4
贫农	bin2 non4
贫困	bin2 khuen4
贫困县	bin2 khuen4 yoe4
贫困户	bin2 khuen4 wu4
贫困生	bin2 khuen4 san4
贫困线	bin2 khuen4 si4
贫富	bin2 fu4
贫寒	bin2 ghoe4
贫户	bin2 wu4
贫民	bin2 min4
贫民窟	bin2 min4 khoq4
贫瘠	bin2 tsiq4
贫穷	bin2 jion4
贫苦	bin2 khu4
贫血	bin2 shioq4
贫贱	bin2 zi4
贫道	bin2 dau4
贬低	pi5 ti3
贬值	pi5 zeq3
购买	keu5 ma3
购买力	keu5 ma9 liq3
购买者	keu5 ma9 tse3
购入	keu5 zeq3
购并	keu5 pin3
购得	keu5 teq3
购房	keu5 faon3
购房者	keu5 faon9 tse3
购汇	keu5 we3
购物	keu5 meq3
购票	keu5 phiau3
购置	keu5 tsy3
购进	keu5 tsin3
购销	keu5 siau3
贮存	zy2 zen4
贮藏	zy2 zan4
贯彻	kue5 tsheq3
贯穿	kue5 tshoe3
贯通	kue5 thon3
贱人	zi2 zen4
贱妾	zi2 tshiq4
贱民	zi2 min4
贴切	thiq5 tshiq3
贴图	thiq5 du3
贴心	thiq5 sin3
贴现	thiq5 yi3
贴现率	thiq5 yi9 se3
贴着	thiq5 tsaq3
贴补	thiq5 pu3
贴身	thiq5 sen3
贴近	thiq5 jin3
贴金	thiq5 cin3
贵人	ciu5 zen3
贵国	ciu5 koq3
贵在	ciu5 ze3
贵妃	ciu5 fi3
贵妇	ciu5 vu3
贵姓	ciu5 sin3
贵客	ciu5 khaq3
贵宾	ciu5 pin3
贵州	ciu5 tseu3
贵州省	ciu5 tseu9 san3
贵戚	ciu5 tshiq3
贵族	ciu5 zoq3
贵胄	ciu5 zeu3
贵贱	ciu5 zi3
贵重	ciu5 zon3
贵金属	ciu5 cin9 zoq3
贵阳	ciu5 yan3
贵阳市	ciu5 yan9 zy3
贷款	de2 khue4
贷款人	de2 khue4 zen4
贸易	meu2 i4
贸易区	meu2 i4 chiu4
贸易额	meu2 i4 ngaq4
贸然	meu2 zoe4
费事	fi5 zy3
费力	fi5 liq3
费加罗	fi5 ka9 lu3
费劲	fi5 cin3
费城	fi5 zen3
费孝通	fi5 shiau9 thon3
费尔巴哈	fi5 er9 pa9 ha3
费尔干纳	fi5 er9 koe9 naq3
费尽	fi5 zin3
费席尔	fi5 ziq9 er3
费心	fi5 sin3
费时	fi5 zy3
费率	fi5 se3
费用	fi5 yon3
费米	fi5 mi3
费胜潮	fi5 sen9 zau3
费解	fi5 ka3
贺一诚	wu2 iq4 zen4
贺人龙	wu2 zen4 lon4
贺信	wu2 sin4
贺兰山	wu2 le4 se4
贺卡	wu2 kha4
贺喜	wu2 shi4
贺子珍	wu2 tsy4 tsen4
贺海	wu2 he4
贺炳炎	wu2 pin4 yi4
贺金龙	wu2 cin4 lon4
贺龙	wu2 lon4
贺龙来	wu2 lon4 le4
贻误	yi2 ngu4
贼人	zeq2 zen4
贾亦斌	ku5 yiq9 pin3
贾宝玉	ku5 pau9 gnioq3
贾平凹	ku5 bin9 au3
贾志杰	ku5 tsy9 jiq3
贾朝轩	ku5 tsau9 shi3
贾秀全	ku5 sieu9 zi3
贾英廷	ku5 in9 din3
贾谊	ku5 gni3
贿赂	hue5 lu3
赃物	tsaon5 meq3
资产	tsy5 tshe3
资产阶级	tsy5 tshe9 ka9 ciq3
资助	tsy5 zu3
资历	tsy5 liq3
资政	tsy5 tsen3
资料	tsy5 liau3
资料室	tsy5 liau9 seq3
资本	tsy5 pen3
资本主义	tsy5 pen9 tsy9 gni3
资本化	tsy5 pen9 hua3
资本家	tsy5 pen9 ka3
资本论	tsy5 pen9 len3
资格	tsy5 kaq3
资格赛	tsy5 kaq9 se3
资治通鉴	tsy5 zy9 thon9 ci3
资深	tsy5 sen3
资源	tsy5 gnioe3
资源共享	tsy5 gnioe9 gon9 shian3
资源管理	tsy5 gnioe9 kuoe9 li3
资讯	tsy5 sin3
资财	tsy5 ze3
资质	tsy5 tseq3
资费	tsy5 fi3
资金	tsy5 cin3
赈济	tsen5 tsi3
赈灾	tsen5 tse3
赋予	fu5 yu3
赋值	fu5 zeq3
赋存	fu5 zen3
赋役	fu5 yoq3
赋有	fu5 yeu3
赋税	fu5 soe3
赋诗	fu5 sy3
赋闲	fu5 yi3
赌博	tu5 poq3
赌场	tu5 zan3
赌客	tu5 khaq3
赌徒	tu5 du3
赌气	tu5 chi3
赌注	tu5 tsy3
赌钱	tu5 zi3
赎买	zoq2 ma4
赎回	zoq2 we4
赎罪	zoq2 zoe4
赏心	saon5 sin3
赏心悦目	saon5 sin9 yoq9 moq3
赏月	saon5 yoq3
赏玩	saon5 woe3
赏罚	saon5 vaq3
赏脸	saon5 li3
赏花	saon5 hua3
赏识	saon5 seq3
赏赐	saon5 sy3
赏钱	saon5 zi3
赐予	sy5 yu3
赐教	sy5 kau3
赔不是	be2 peq4 zy4
赔偿	be2 zaon4
赔本	be2 pen4
赔款	be2 khue4
赔率	be2 se4
赔礼	be2 li4
赔礼道歉	be2 li4 dau4 chi4
赔笑	be2 siau4
赔罪	be2 zoe4
赔钱	be2 zi4
赖以	la2 i4
赖以生存	la2 i4 san4 zen4
赖斯	la2 sy4
赖氨酸	la2 oe4 soe4
赖特	la2 deq4
赘述	tse5 zeq3
赚取	ze2 tshiu4
赚钱	ze2 zi4
赛事	se5 zy3
赛会	se5 khue3
赛制	se5 tsy3
赛前	se5 zi3
赛区	se5 chiu3
赛后	se5 gheu3
赛场	se5 zan3
赛季	se5 ci3
赛程	se5 zen3
赛跑	se5 bau3
赛车	se5 tsho3
赛迪网	se5 diq9 maon3
赛马	se5 ma3
赝品	gni2 phin4
赞不绝口	tse5 peq9 ziq9 kheu3
赞助	tse5 zu3
赞助商	tse5 zu9 saon3
赞叹	tse5 the3
赞同	tse5 don3
赞成	tse5 zen3
赞成票	tse5 zen9 phiau3
赞扬	tse5 yan3
赞歌	tse5 ku3
赞比亚	tse5 pi9 ia3
赞比西河	tse5 pi9 si9 wu3
赞礼	tse5 li3
赞美	tse5 mhe3
赞誉	tse5 yu3
赞许	tse5 shiu3
赞赏	tse5 saon3
赞颂	tse5 son3
赠与	zen2 yu4
赠给	zen2 ciq4
赠送	zen2 son4
赡养	zoe2 yan4
赢利	yin2 li4
赢家	yin2 ka4
赢得	yin2 teq4
赣南	koe5 noe3
赣州	koe5 tseu3
赣江	koe5 cian3
赣西南	koe5 si9 noe3
赤化	tshaq5 ho3
赤壁	tshaq5 piq3
赤壁市	tshaq5 piq9 zy3
赤子	tshaq5 tsy3
赤字	tshaq5 zy3
赤峯	tshaq5 fon3
赤峰	tshaq5 fon3
赤嶄勢齊	tshaq5 tse9 sy9 zi3
赤手空拳	tshaq5 seu9 khon9 jioe3
赤日	tshaq5 zeq3
赤条条	tshaq5 diau9 diau3
赤杨	tshaq5 yan3
赤條條	tshaq5 diau9 diau3
赤楊	tshaq5 yan3
赤水	tshaq5 sy3
赤着	tshaq5 zaq3
赤紅	tshaq5 ghon3
赤红	tshaq5 ghon3
赤脚	tshaq5 ciaq3
赤腳	tshaq5 ciaq3
赤色	tshaq5 seq3
赤芍	tshaq5 zaq3
赤裸	tshaq5 lu3
赤裸裸	tshaq5 lu9 lu3
赤誠	tshaq5 zen3
赤诚	tshaq5 zen3
赤貧	tshaq5 bin3
赤贫	tshaq5 bin3
赤身裸体	tshaq5 sen9 lu9 ben3
赤身裸體	tshaq5 sen9 lu9 thi3
赤道	tshaq5 dau3
赤鐵礦	tshaq5 thiq9 khuaon3
赤铁矿	tshaq5 thiq9 khuaon3
赦免	so5 mi3
赦罪	so5 zoe3
赫兹	heq5 zy3
赫卢太	heq5 lu9 tha3
赫哲	heq5 tseq3
赫塞	heq5 seq3
赫尔	heq5 er3
赫尔辛基	heq5 er9 sin9 ci3
赫拉	heq5 lha3
赫拉克	heq5 lha9 kheq3
赫然	heq5 zoe3
赫爾	heq5 er3
赫爾辛基	heq5 er9 sin9 ci3
赫盧太	heq5 lu9 tha3
赫茲	heq5 tsy3
赫赫	heq5 heq3
赫赫有名	heq5 heq9 yeu9 min3
赫魯曉夫	heq5 lu9 shiau9 fu3
赫鲁晓夫	heq5 lu9 shiau9 fu3
赭石	tso5 zaq3
走上	tseu5 zaon3
走下坡路	tseu5 gho9 phu9 lu3
走了	tseu5 liau3
走人	tseu5 zen3
走人家	tseu5 gnin9 ka3
走低	tseu5 ti3
走來	tseu5 le3
走俏	tseu5 tshiau3
走光	tseu5 kuaon3
走入	tseu5 zeq3
走兽	tseu5 seu3
走出	tseu5 tsheq3
走动	tseu5 don3
走势	tseu5 sy3
走動	tseu5 don3
走勢	tseu5 sy3
走卒	tseu5 tseq3
走去	tseu5 chi3
走后门	tseu5 gheu9 men3
走向	tseu5 shian3
走吧	tseu5 ba3
走啊	tseu5 a3
走廊	tseu5 laon3
走开	tseu5 khe3
走強	tseu5 chian3
走强	tseu5 chian3
走後門	tseu5 gheu9 men3
走投无路	tseu5 deu9 wu9 lu3
走投無路	tseu5 deu9 wu9 lu3
走掉	tseu5 diau3
走时	tseu5 zy3
走時	tseu5 zy3
走来	tseu5 le3
走江湖	tseu5 cian9 wu3
走漏	tseu5 leu3
走火入魔	tseu5 hu9 zeq9 mu3
走狗	tseu5 keu3
走獸	tseu5 seu3
走着瞧	tseu5 tsaq9 jiau3
走私	tseu5 sy3
走紅	tseu5 ghon3
走红	tseu5 ghon3
走臺	tseu5 de3
走訪	tseu5 faon3
走調	tseu5 diau3
走讀	tseu5 doq3
走访	tseu5 faon3
走資派	tseu5 tsy9 pha3
走资派	tseu5 tsy9 pha3
走走	tseu5 tseu3
走路	tseu5 lu3
走过	tseu5 ku3
走近	tseu5 jin3
走进	tseu5 tsin3
走進	tseu5 tsin3
走遍	tseu5 pi3
走過	tseu5 ku3
走開	tseu5 khe3
走馬嶺	tseu5 ma9 lin3
走馬燈	tseu5 ma9 ten3
走马岭	tseu5 ma9 lin3
走马灯	tseu5 ma9 ten3
走高	tseu5 kau3
赴任	fu5 zen3
赴宴	fu5 i3
赴會	fu5 we3
赴死	fu5 sy3
赴汤蹈火	fu5 thaon9 dau9 hu3
赴湯蹈火	fu5 thaon9 dau9 hu3
赴約	fu5 iaq3
赵一荻	zau2 iq4 diq4
赵世炎	zau2 sy4 yi4
赵争争	zau2 tsen4 tsen4
赵云	zau2 yun4
赵军	zau2 ciun4
赵凤昌	zau2 bon4 tshaon4
赵匡胤	zau2 khuaon4 yin4
赵半山	zau2 poe4 se4
赵南星	zau2 noe4 sin4
赵可铭	zau2 khu4 min4
赵国	zau2 koq4
赵大明	zau2 du4 min4
赵大锤	zau2 du4 zoe4
赵姨娘	zau2 yi4 gnian4
赵子龙	zau2 tsy4 lon4
赵宏声	zau2 ghon4 san4
赵家	zau2 ka4
赵家条	zau2 ka4 diau4
赵家湾	zau2 ka4 ue4
赵寄客	zau2 ci4 khaq4
赵小双	zau2 siau4 saon4
赵志敬	zau2 tsy4 cin4
赵敏笑	zau2 mhin4 siau4
赵文华	zau2 ven4 wa4
赵本山	zau2 pen4 se4
赵松寿	zau2 son4 zeu4
赵率教	zau2 se4 kau4
赵用贤	zau2 yon4 yi4
赵秉钧	zau2 pin4 ciun4
赵紫阳	zau2 tsy4 yan4
赵良嗣	zau2 lian4 zy4
赵良栋	zau2 lian4 ton4
赵辛楣	zau2 sin4 me4
赵钟泉	zau2 tson4 zi4
赵钱孙	zau2 zi4 sen4
赵齐贤	zau2 zi4 yi4
赶上	jiuq2 zaon4
赶到	jiuq2 tau4
赶制	jiuq2 tsy4
赶回	jiuq2 we4
赶尽杀绝	jiuq2 zin4 saq4 ziq4
赶往	jiuq2 uaon4
赶忙	jiuq2 maon4
赶快	jiuq2 khua4
赶早	jiuq2 tsau4
赶来	jiuq2 le4
赶着	jiuq2 tsaq4
赶紧	jiuq2 cin4
赶走	jiuq2 tseu4
赶赴	jiuq2 fu4
赶超	jiuq2 tshau4
赶跑	jiuq2 bau4
赶路	jiuq2 lu4
赶车	jiuq2 tsho4
赶集	jiuq2 ziq4
起义	chi5 gni3
起义军	chi5 gni9 ciun3
起义者	chi5 gni9 tse3
起了	chi5 liau3
起事	chi5 zy3
起伏	chi5 voq3
起來	chi5 le3
起先	chi5 si3
起兵	chi5 pin3
起初	chi5 tshu3
起到	chi5 tau3
起动	chi5 don3
起劲	chi5 cin3
起勁	chi5 cin3
起動	chi5 don3
起勿到	chi5 veq9 tau3
起吊	chi5 tiau3
起哄	chi5 hon3
起因	chi5 in3
起始	chi5 sy3
起家	chi5 cia3
起居	chi5 ciu3
起床	chi5 zaon3
起弗到	chi5 veq9 tau3
起更	chi5 kan3
起會	chi5 we3
起来	chi5 le3
起步	chi5 bu3
起死回生	chi5 sy9 we9 san3
起源	chi5 gnioe3
起火	chi5 hu3
起点	chi5 ti3
起爆	chi5 bau3
起牀	chi5 zaon3
起用	chi5 yon3
起疑	chi5 gni3
起病	chi5 bin3
起眼	chi5 nge3
起着	chi5 zaq3
起码	chi5 mo3
起碼	chi5 mo3
起程	chi5 zen3
起立	chi5 liq3
起義	chi5 gni3
起義者	chi5 gni9 tse3
起義軍	chi5 gni9 ciun3
起脚	chi5 ciaq3
起腳	chi5 ciaq3
起色	chi5 seq3
起草	chi5 tshau3
起落	chi5 loq3
起落架	chi5 loq9 ka3
起行	chi5 yin3
起見	chi5 ci3
起解	chi5 cia3
起訴	chi5 su3
起诉	chi5 su3
起跑線	chi5 bau9 si3
起跑线	chi5 bau9 si3
起跳	chi5 thiau3
起身	chi5 sen3
起重	chi5 zon3
起重机	chi5 zon9 ci3
起重機	chi5 zon9 ci3
起降	chi5 kaon3
起飛	chi5 fi3
起飞	chi5 fi3
起點	chi5 ti3
趁势	tshen5 sy3
趁勢	tshen5 sy3
趁早	tshen5 tsau3
趁机	tshen5 ci3
趁機	tshen5 ci3
趁着	tshen5 zaq3
超乎	tshau5 wu3
超人	tshau5 gnin3
超低空	tshau5 ti9 khon3
超凡	tshau5 ve3
超出	tshau5 tsheq3
超前	tshau5 zi3
超員	tshau5 yoe3
超声	tshau5 san3
超声波	tshau5 san9 pu3
超声速	tshau5 san9 soq3
超大	tshau5 du3
超大規模	tshau5 du9 kue9 mu3
超大规模	tshau5 du9 kue9 mu3
超导	tshau5 dau3
