’परती टूटि रहल अछि’ - मैथिली कविता सङ्ग्रह - १९९३	pˈəɾt̪iː ʈˈuːʈɪ ɾˈəɦəl ˈət͡ʃʰɪ mˈəɪt̪ʰɪliː kˈəʋɪt̪aː sˈəŋɡɾəɦ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t̪ɪɾˈaːnʋe
टिभिएस मोटर्स कम्पनी भारतक तेसर सभसँ पैग दुई-पहिया वाहन निर्माता कम्पनी छी । सन् २०१५-१६ आर्थिक वर्षमे ई कम्पनी भारतीय रुपैया ११,५१६ करोड़ ($१.७ बिलियन) क कारोबार भेल छल । ई टिभिएस समूहक सभसँ बेसी कीमत ४०,००० करोड़ ($६ बिलियन) भेल कम्पनी छी । ई कम्पनी ३० लाख वाहन उत्पादन करैक क्षमता राखैत अछि जाहिमे वार्षिक रूपमे ई २५ लाख वाहन विक्री करैत अछि । ई कम्पनी ६० देशसँ कारोवार करैत अछि ।	ʈˈɪbʱɪes moʈˈəɾs kˈəmpəniː bʱˈaːɾt̪ək t̪ˈesəɾ sˈəbʱsə̃ pˈəɪɡ d̪ˈʊiː pˈəɦɪjaː ʋˈaːɦən nɪɾmˈaːt̪aː kˈəmpəniː t͡ʃʰˈiː . sˈən d̪ˈo ɦəzˈaːɾ pˈə̃n̪d̪ɾəɦ sˈoləɦ ˈaːɾt̪ʰɪk ʋˈəɾʂəme ˈiː kˈəmpəniː bʱaːɾt̪ˈiːj ɾˈʊpəɪjaː ɡjˈaːɾəɦ ɦəzˈaːɾ pˈaː̃t͡ʃ sˈəʊ sˈoləɦ kˈəɾoɽ ˈek d̪əʃˈəmləʋ sˈaːt̪ ɖˈɔːləɾ bˈɪlɪjən kˈə kaːɾobˈaːɾ bʱˈel t͡ʃʰˈəl . ˈiː ʈˈɪbʱɪes səmˈuːɦək sˈəbʱsə̃ bˈesiː kˈiːmət̪ t͡ʃaːlˈiːs ɦəzˈaːɾ kˈəɾoɽ t͡ʃʰˈəɦ ɖˈɔːləɾ bˈɪlɪjən bʱˈel kˈəmpəniː t͡ʃʰˈiː . ˈiː kˈəmpəniː t̪ˈiːs lˈaːkʰ ʋˈaːɦən ʊt̪pˈaːd̪ən kˈəɾəɪk kʂˈəmt̪aː ɾˈaːkʰəɪt̪ ˈət͡ʃʰɪ d͡ʒˈaːɦɪme ʋˈaːɾʂɪk ɾˈuːpme ˈiː pət͡ʃːˈiːs lˈaːkʰ ʋˈaːɦən ʋˈɪkɾiː kˈəɾəɪt̪ ˈət͡ʃʰɪ . ˈiː kˈəmpəniː sˈaːʈʰ d̪ˈeʃsə̃ kaːɾoʋˈaːɾ kˈəɾəɪt̪ ˈət͡ʃʰɪ .
साधारण काष्ठकारक परिवारमे समस्तीपुर जिलाक मोखियारपुर सखलानी गाममे जनमल अशोक कुमार कहियो स्कूल नहि गेलाह। दिनमे पचास टाका कमेनिहार दिल्लीक एकटा गोल्फ क्लबक एहि कैडीकेँ 1994 ई. मे चोरिक मिथ्यारोप लगा कए गोल्फ कोर्ससँ बाहर कए देल गेल। वैह कैडी दस सालक भीतर भारतक नम्बर एक गोल्फर बनि गेल।	saːd̪ʱˈaːɾəɳ kˈaːʂʈʰəkaːɾək pəɾɪʋˈaːɾme səməst̪ˈiːpʊɾ d͡ʒɪlˈaːk mokʰɪjˈaːɾpʊɾ səkʰlˈaːniː ɡˈaːmme d͡ʒˈənməl ˈəʃok kʊmˈaːɾ kˈəɦɪjo skˈuːl nˈəɦɪ ɡelˈaːɦ . d̪ˈɪnme pət͡ʃˈaːs ʈˈaːkaː kəmenɪɦˈaːɾ d̪ɪlːˈiːk ˈekʈaː ɡˈolpʰ klˈəbək ˈeɦɪ kəɪɖˈiːkẽ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t͡ʃəʊɾˈaːnʋe ˈiː . mˈe t͡ʃˈoɾɪk mɪt̪ʰjˈaːɾop lˈəɡaː kˈəe ɡˈolpʰ kˈoɾsəsə̃ bˈaːɦəɾ kˈəe d̪ˈel ɡˈel . ʋˈəɪɦ kˈəɪɖiː d̪ˈəs sˈaːlək bʱˈiːt̪əɾ bʱˈaːɾt̪ək nˈəmbəɾ ˈek ɡˈolpʰəɾ bˈənɪ ɡˈel .
प्रोफेसर उदय नारायण सिंह ‘नचिकेता’ जन्म-१९५१ ई. कलकत्तामे।	pɾˈopʰesəɾ ˈʊd̪əj naːɾˈaːjəɳ sˈɪ̃ɦ nˈət͡ʃɪket̪aː d͡ʒˈənm ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ɪkjˈaːʋən ˈiː . kəlkət̪ːˈaːme .
मधुबनी जिलाक नवानी गामक। जन्म १९२२ ई. मे अपन मातृक नाहरमे भेलनि। पति पं मदनमोहन झा। बरौनीवासी प्रसिद्ध तान्त्रिक पण्डित केशव मिश्र हिनक पिता छलथिन। "मिथिला संस्कार गीत" पोथी।	məd̪ʱˈʊbniː d͡ʒɪlˈaːk nəʋˈaːniː ɡˈaːmək . d͡ʒˈənm ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ baːˈiːs ˈiː . mˈe ˈəpən mˈaːt̪ɾɪk naːɦˈəɾme bʱˈelnɪ . pˈət̪ɪ pˈə̃ məd̪ˈənmoɦən d͡ʒʱˈaː . bəɾəʊniːʋˈaːsiː pɾˈəsɪd̪ʱː t̪ˈaːnt̪ɾɪk pˈəɳɖɪt̪ kˈeʃəʋ mˈɪʃɾ ɦˈɪnək pˈɪt̪aː t͡ʃʰˈəlt̪ʰɪn . mˈɪt̪ʰɪlaː sə̃skˈaːɾ ɡˈiːt̪ pˈot̪ʰiː .
गाम मुरैठा। कथा संग्रह, कविता संग्रह आ व्यंग्य संग्रह शीघ्र प्रकाश्य। मैथिलीमे १९९० ई सँ विरल लेखन। २००८ ई. सँ दस सालक मौन भंगक बाद पुनः रचनाक दोसर पालीक प्रारम्भ।	ɡˈaːm mˈʊɾəɪʈʰaː . kˈət̪ʰaː sˈə̃ŋɡɾəɦ , kˈəʋɪt̪aː sˈə̃ŋɡɾəɦ ˈaː ʋjˈə̃ŋɡj sˈə̃ŋɡɾəɦ ʃˈiːɡʱɾ pɾəkˈaːʃj . məɪt̪ʰɪlˈiːme ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ nˈəbːe ˈiː sˈə̃ ʋˈɪɾəl lˈekʰən . d̪ˈo ɦəzˈaːɾ ˈaːʈʰ ˈiː . sˈə̃ d̪ˈəs sˈaːlək mˈəʊn bʱˈə̃ŋɡək bˈaːd̪ pˈʊnəh ɾət͡ʃnˈaːk d̪ˈosəɾ paːlˈiːk pɾaːɾˈəmbʱ .
जन्म १५ सितम्बर १९४९ ई.। पिता- कवि-उपन्यासकार स्व. इन्द्रनारायण लाल "सँवलिया"। जनबरी १९६५ ई. मे नेना सभ लेल "नाइट स्कूल", १९८१ ई. मे "कला आधारित जीवन आ शिक्षण पद्धति"क प्रवर्तन आ तकर कार्यान्वयन लेल शिवा कश्यप आ शशिबालाक सहयोगसँ "भारती विकास संस्था"क स्थापना। रचना: शशिबालाक संग "मेघदूत" आ "गीत-गोविन्द"क मैथिली अनुवाद, माछ-भात, मिथिला चित्र-शिक्षा, भाग-१, मिथिला चित्र-कोर, भाग-३।	d͡ʒˈənm pˈə̃n̪d̪ɾəɦ sɪt̪ˈəmbəɾ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ʊnt͡ʃˈaːs ˈiː . pˈɪt̪aː kˈəʋɪ ʊpənjaːskˈaːɾ sʋˈə . ˈɪnd̪ɾənaːɾaːjəɳ lˈaːl sˈə̃ʋlɪjaː . d͡ʒənˈəbɾiː ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ pəˈɪ̃səʈʰ ˈiː . mˈe nˈenaː sˈəbʱ lˈel nˈaːɪʈ skˈuːl , ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ɪkjˈaːsiː ˈiː . mˈe kˈəlaː aːd̪ʱˈaːɾɪt̪ d͡ʒˈiːʋən ˈaː ʃˈɪkʂəɳ pˈəd̪ʱːət̪ɪ kˈə pɾəʋˈəɾt̪ən ˈaː t̪ˈəkəɾ kaːɾjˈaːnʋəjən lˈel ʃˈɪʋaː kˈəʃjəp ˈaː ʃəʃɪbaːlˈaːk səɦjˈoɡsə̃ bʱˈaːɾt̪iː ʋɪkˈaːs sˈə̃st̪ʰaː kˈə st̪ʰˈaːpnaː . ɾˈət͡ʃnaː , ʃəʃɪbaːlˈaːk sˈə̃ŋɡ meɡʱd̪ˈuːt̪ ˈaː ɡˈiːt̪ ɡoʋˈɪnd̪ kˈə mˈəɪt̪ʰɪliː ənʊʋˈaːd̪ , mˈaːt͡ʃʰ bʱˈaːt̪ , mˈɪt̪ʰɪlaː t͡ʃˈɪt̪ɾ ʃˈɪkʂaː , bʱˈaːɡ ˈek , mˈɪt̪ʰɪlaː t͡ʃˈɪt̪ɾ kˈoɾ , bʱˈaːɡ t̪ˈiːn .
राज्य मे सन् १९५० कें दशकमे विद्रोह आ अन्तर-जातिक सङ्घर्ष देखने अछि। हिन्सा आ असुरक्षा नागाल्याण्डक आर्थिक विकासक सीमित कऽ देनए छल कारण एकर कानून व्यवस्था आ सुरक्षाक लेल अपन दुर्लभ संसाधनक प्रतिबद्ध करबाक छल। मुदा पिछला डेढ़ दशकमे ई राज्यमे हिन्सा बहुत कम भेल अछि जाहिसँ राज्यक वार्षिक आर्थिक विकास दर १०% कऽ आसपास पहुँचल अछि। ई पूर्वोत्तर क्षेत्रमे सबसँ तिब्र गतीसँ विकसित भऽ रहल राज्य बनि गेल अछि।	ɾˈaːd͡ʒj mˈe sˈən ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ pət͡ʃˈaːs kˈẽ d̪əʃˈəkme ʋˈɪd̪ɾoɦ ˈaː ˈənt̪əɾ d͡ʒˈaːt̪ɪk səŋɡʱˈəɾʂ d̪ˈekʰne ˈət͡ʃʰɪ . ɦˈɪnsaː ˈaː əsʊɾˈəkʂaː naːɡaːljˈaːɳɖək ˈaːɾt̪ʰɪk ʋɪkˈaːsək sˈiːmɪt̪ kˈə d̪ˈenəe t͡ʃʰˈəl kˈaːɾəɳ ˈekəɾ kaːnˈuːn ʋjəʋˈəst̪ʰaː ˈaː sʊɾəkʂˈaːk lˈel ˈəpən d̪ˈʊɾləbʱ sə̃sˈaːd̪ʱnək pɾˈət̪ɪbəd̪ʱː kəɾbˈaːk t͡ʃʰˈəl . mˈʊd̪aː pˈɪt͡ʃʰlaː ɖˈeɽʱ d̪əʃˈəkme ˈiː ɾˈaːd͡ʒjəme ɦˈɪnsaː bˈəɦʊt̪ kˈəm bʱˈel ˈət͡ʃʰɪ d͡ʒˈaːɦɪsə̃ ɾˈaːd͡ʒjək ʋˈaːɾʂɪk ˈaːɾt̪ʰɪk ʋɪkˈaːs d̪ˈəɾ d̪ˈəs pɾˈət̪ɪʃət̪ kˈə aːspˈaːs pəɦˈʊ̃t͡ʃəl ˈət͡ʃʰɪ . ˈiːsaː pˈuːɾʋəɾʋot̪ːəɾ kʂˈet̪ɾəme sˈəbsə̃ t̪ˈɪbɾ ɡət̪ˈiːsə̃ ʋˈɪksɪt̪ bʱˈə ɾˈəɦəl ɾˈaːd͡ʒj bˈənɪ ɡˈel ˈət͡ʃʰɪ .
भारतक सन् २०११ क जनगणना अनुसार बलियाँ जिलाक कूल जनसङ्ख्या ३२,२३,६४२ छी जे लगभग मॉरिटानिया देसक कूल जनसंख्या क बराबर छी आर यूऍस देसक आयवा राज्यक बराबर छी। भारतक कूल ६४० सभमे बलिया जिलाक स्थान १८०अम् अछि। जिलाक जनघनत्व . आर २००१-२०११ दशक मे जनसंख्या वृद्धि दर १६.७३% छल। बलियाँ जिला में लिंगानुपात ९३३ महिला प्रति १००० पुरुष छल, आर साक्षरता दर ७३.८२% छल।	bʱˈaːɾt̪ək sˈən d̪ˈo ɦəzˈaːɾ ɡjˈaːɾəɦ kˈə d͡ʒənɡˈəɳnaː ənʊsˈaːɾ bˈəlɪjaː̃ d͡ʒɪlˈaːk kˈuːl d͡ʒənsˈəŋkʰjaː bət̪ːˈiːs lˈaːkʰ t̪eˈiːs ɦəzˈaːɾ t͡ʃʰˈəɦ sˈəʊ bəjaːlˈiːs t͡ʃʰˈiː d͡ʒˈe lˈəɡbʱəɡ mɔːɾɪʈˈaːnɪjaː d̪ˈesək kˈuːl d͡ʒənsˈə̃ŋkʰjaː kˈə bəɾˈaːbəɾ t͡ʃʰˈiː ˈaːɾ juːˈɛːs d̪ˈesək ˈaːjʋaː ɾˈaːd͡ʒjək bəɾˈaːbəɾ t͡ʃʰˈiː . bʱˈaːɾt̪ək kˈuːl t͡ʃʰˈəɦ sˈəʊ t͡ʃaːlˈiːs sˈəbʱme bˈəlɪjaː d͡ʒɪlˈaːk st̪ʰˈaːn ˈek sˈəʊ ˈəsːiː ˈəm ˈət͡ʃʰɪ . d͡ʒɪlˈaːk d͡ʒənəɡʱnˈət̪ʋ . ˈaːɾ d̪ˈo ɦəzˈaːɾ ˈek d̪ˈo ɦəzˈaːɾ ɡjˈaːɾəɦ d̪ˈəʃək mˈe d͡ʒənsˈə̃ŋkʰjaː ʋɾˈɪd̪ʱːɪ d̪ˈəɾ sˈoləɦ d̪əʃˈəmləʋ sˈaːt̪ t̪ˈiːn pɾˈət̪ɪʃət̪ t͡ʃʰˈəl . bˈəlɪjaː̃ d͡ʒˈɪlaː mˈẽ lɪ̃ŋɡaːnʊpˈaːt̪ nˈəʊ sˈəʊ t̪əɪ̃n̪t̪ˈiːs mˈəɦɪlaː pɾˈət̪ɪ ˈek ɦəzˈaːɾ pˈʊɾʊʂ t͡ʃʰˈəl , ˈaːɾ sˈaːkʂəɾt̪aː d̪ˈəɾ t̪ˈɪɦət̪ːəɾ d̪əʃˈəmləʋ ˈaːʈʰ d̪ˈo pɾˈət̪ɪʃət̪ t͡ʃʰˈəl .
नेपालक वि.सं. २०६८ कऽ जनगणना अनुसार बिराटनगरक जनसङ्ख्या २,४२,५४८ रहल अछि । जाहिमे पुरुष ५३% आ महिला ४७% अछि । ई शहरमे नेपालक प्राय: सब जातजातिक लोकसभक बसोबास अछि । बि.सं. २०५८ कऽ जनसङ्ख्याक अनुसार बिराटनगरक जनसङ्ख्या करिब २ लाख देखल गेल अछि । नेपालक भौगोलिक रूपसँ बिराटनगर तराईक गर्मी क्षेत्र रहलाक बादो जनघनत्व बहुत बेसी अछि ।	nepˈaːlək ʋˈɪ . sˈə̃ . d̪ˈo ɦəzˈaːɾ ˈəɽsəʈʰ kˈə d͡ʒənɡˈəɳnaː ənʊsˈaːɾ bɪɾˈaːʈnəɡɾək d͡ʒənsˈəŋkʰjaː d̪ˈo lˈaːkʰ bəjaːlˈiːs ɦəzˈaːɾ pˈaː̃t͡ʃ sˈəʊ əɽt̪aːlˈiːs ɾˈəɦəl ˈət͡ʃʰɪ . d͡ʒˈaːɦɪme pˈʊɾʊʂ t̪ˈɪɾepən pɾˈət̪ɪʃət̪ ˈaː mˈəɦɪlaː səɪ̃n̪t̪aːlˈiːs pɾˈət̪ɪʃət̪ ˈət͡ʃʰɪ . ˈiː ʃəɦˈəɾme nepˈaːlək pɾˈaːj , sˈəb d͡ʒˈaːt̪d͡ʒaːt̪ɪk lokˈəsbʱək bəsobˈaːs ˈət͡ʃʰɪ . bˈɪ . sˈə̃ . d̪ˈo ɦəzˈaːɾ əʈʈʰˈaːʋən kˈə d͡ʒənsəŋkʰjˈaːk ənʊsˈaːɾ bɪɾˈaːʈnəɡɾək d͡ʒənsˈəŋkʰjaː kˈəɾɪb d̪ˈo lˈaːkʰ d̪ˈekʰəl ɡˈel ˈət͡ʃʰɪ . nepˈaːlək bʱˈəʊɡolɪk ɾˈuːpsə̃ bɪɾaːʈˈənɡəɾ t̪əɾaːˈiːk ɡˈəɾmiː kʂˈet̪ɾ ɾəɦlˈaːk bˈaːd̪o d͡ʒənəɡʱnˈət̪ʋ bˈəɦʊt̪ bˈesiː ˈət͡ʃʰɪ .
मध्यवर्ती विशाल मैदान बिहारक 95% भाग अछि।	məd̪ʱjəʋˈəɾt̪iː ʋɪʃˈaːl məɪd̪ˈaːn bɪɦˈaːɾək pə̃ɲt͡ʃˈaːnʋe pɾˈət̪ɪʃət̪ bʱˈaːɡ ˈət͡ʃʰɪ .
सामाजिका सांस्‍कृतिक गतिविधि- सांस्‍कृतिक चेतना समिति के संस्‍थापक सचिव आ एहि बैनर सँ प्रायः- दुइ दशक बाद सुपौल मे विद्यापति पर्व समारोहक संचालन, प्रलेस के जिला सचिव, विप्‍लव फांउडेशन के सचिव आ एहि बैनर के तत्‍वावधान मे नागार्जुन जयंती, सगर राति दीप जरय के आयोजन।	saːmˈaːd͡ʒɪkaː sˈaː̃s kɾˈɪt̪ɪk ɡˈət̪ɪʋɪd̪ʱɪ sˈaː̃s kɾˈɪt̪ɪk t͡ʃˈet̪naː sˈəmɪt̪ɪ kˈe sˈə̃s t̪ʰˈaːpək sˈət͡ʃɪʋ ˈaː ˈeɦɪ bˈəɪnəɾ sˈə̃ pɾˈaːjəh d̪ˈʊɪ d̪ˈəʃək bˈaːd̪ sˈʊpəʊl mˈe ʋɪd̪jˈaːpt̪ɪ pˈəɾʋ səmˈaːɾoɦək sˈə̃ɲt͡ʃaːlən , pɾˈəles kˈe d͡ʒˈɪlaː sˈət͡ʃɪʋ , ʋˈɪp lˈəʋ pʰˈaː̃ʊɖeʃən kˈe sˈət͡ʃɪʋ ˈaː ˈeɦɪ bˈəɪnəɾ kˈe t̪ˈət̪ ʋaːʋd̪ʱˈaːn mˈe naːɡˈaːɾd͡ʒʊn d͡ʒəjˈə̃n̪t̪iː , sˈəɡəɾ ɾˈaːt̪ɪ d̪ˈiːp d͡ʒˈəɾəj kˈe ˈaːjod͡ʒən .
वृति:— कौलिक दबाइ व्‍यवसायक सफल संचालन किन्‍तु आपसी कलह के कारण निष्कासन, पुन: जीविका हेतु अनेक जगह छिछियाएब आ पूर्णत: द्ररिद्र बनलाक बाद लघु उद्यम सँ पारिवारिक पोषण ।	ʋɾˈɪt̪ɪ , kˈəʊlɪk d̪əbˈaːɪ ʋ jəʋsˈaːjək sˈəpʰəl sˈə̃ɲt͡ʃaːlən kˈɪn t̪ˈʊ ˈaːpsiː kˈələɦ kˈe kˈaːɾəɳ nɪʂkˈaːsən , pˈʊn , d͡ʒˈiːʋɪkaː ɦˈet̪ʊ ˈənek d͡ʒˈəɡəɦ t͡ʃʰɪt͡ʃʰɪjˈaːeb ˈaː pˈuːɾɳət̪ , d̪ɾəɾˈɪd̪ɾ bənlˈaːk bˈaːd̪ lˈəɡʱʊ ˈʊd̪jəm sˈə̃ paːɾɪʋˈaːɾɪk pˈoʂəɳ .
वर्तमान पता:-द्वारा सच्चिदानन्‍द मिश्र अधिवक्‍ता चकला निर्मली सुपौल जिला-सुपौल बिहार	ʋəɾt̪əmˈaːn pˈət̪aː , d̪ʋˈaːɾaː sət͡ʃːɪd̪ˈaːnən d̪ˈə mˈɪʃɾ ˈəd̪ʱɪʋək t̪ˈaː t͡ʃˈəklaː nˈɪɾməliː sˈʊpəʊl d͡ʒˈɪlaː sˈʊpəʊl bɪɦˈaːɾ
मैथिली कवि। शि‍क्षा- एम.ए. (राजनीति‍शास्‍त्र)‍, पि‍ता- स्‍व. योगेन्‍द्र कामति‍, गाम-पोस्‍ट- करि‍यन, भाया- इलमास नगर, थाना- रोसड़ा, जि‍ला- समस्‍तीपुर, बि‍हार। संप्रति‍-प्रखण्‍ड सहकारि‍ता प्रसार पदाधि‍कारी (बेनीपट्टी)।	mˈəɪt̪ʰɪliː kˈəʋɪ . ʃˈɪ kʂˈaː ˈem . ˈe . ɾˈaːd͡ʒniːt̪ɪ ʃˈaːs t̪ɾˈə , pˈɪ t̪ˈaː s ʋˈə . jˈoɡen d̪ɾˈə kˈaːmt̪ɪ , ɡˈaːm pˈos ʈˈə kˈəɾɪ jˈən , bʱˈaːjaː ɪlmˈaːs nˈəɡəɾ , t̪ʰˈaːnaː ɾˈosɽaː , d͡ʒˈɪ lˈaː sˈəməs t̪ˈiːpʊɾ , bˈɪ ɦˈaːɾ . sˈə̃mpɾət̪ɪ pɾˈəkʰəɳ ɖˈə səɦkˈaːɾɪ t̪ˈaː pɾəsˈaːɾ pəd̪ˈaːd̪ʱɪ kˈaːɾiː beniːpˈəʈʈiː .
नेपालक मध्यमाञ्चल विकास क्षेत्र, बागमती अञ्चलक काभ्रेपलाञ्चोक जिलामें अवस्थित गाउँ विकास समिति छी। वि.स. २०६८ क जनगणना अनुसार क जनसङ्ख्या ५,६७१ अछि।	nepˈaːlək məd̪ʱjəmˈaːɲt͡ʃəl ʋɪkˈaːs kʂˈet̪ɾ , baːɡˈəmt̪iː ˈəɲt͡ʃələk kaːbʱɾeplˈaːɲt͡ʃok d͡ʒɪlˈaːmẽ əʋˈəst̪ʰɪt̪ ɡˈaːʊ̃ ʋɪkˈaːs sˈəmɪt̪ɪ t͡ʃʰˈiː . ʋˈɪ . sˈə . d̪ˈo ɦəzˈaːɾ ˈəɽsəʈʰ kˈə d͡ʒənɡˈəɳnaː ənʊsˈaːɾ kˈə d͡ʒənsˈəŋkʰjaː pˈaː̃t͡ʃ ɦəzˈaːɾ t͡ʃʰˈəɦ sˈəʊ ˈɪkɦət̪ːəɾ ˈət͡ʃʰɪ .
बि.स. २०६८ क जनसङ्ख्या विवरण अनुसार काठमाडौँक जनसङ्ख्या ९,७५,४६३ अछि। जे नेपालक कोनो भी ठामसे सभसँ बेसी जनसङ्ख्या छी।	bˈɪ . sˈə . d̪ˈo ɦəzˈaːɾ ˈəɽsəʈʰ kˈə d͡ʒənsˈəŋkʰjaː ʋˈɪʋɾəɳ ənʊsˈaːɾ kaːʈʰmaːɖəˈʊ̃k d͡ʒənsˈəŋkʰjaː nˈəʊ lˈaːkʰ pˈət͡ʃɦət̪ːəɾ ɦəzˈaːɾ t͡ʃˈaːɾ sˈəʊ t̪ˈɪɾesəʈʰ ˈət͡ʃʰɪ . d͡ʒˈe nepˈaːlək kˈono bʱˈiː ʈʰˈaːmse sˈəbʱsə̃ bˈesiː d͡ʒənsˈəŋkʰjaː t͡ʃʰˈiː .
राष्ट्रिय जनगणना २०६८ अनुसार गोरखा जिलाक कूल जनसंख्या २,७१,०६१ गोटे मध्ये पुरुष १,२१,०४१ आर महिला १,५०,०२० बसोबास करैत अछि ।	ɾˈaːʂʈɾɪj d͡ʒənɡˈəɳnaː d̪ˈo ɦəzˈaːɾ ˈəɽsəʈʰ ənʊsˈaːɾ ɡˈoɾkʰaː d͡ʒɪlˈaːk kˈuːl d͡ʒənsˈə̃ŋkʰjaː d̪ˈo lˈaːkʰ ˈɪkɦət̪ːəɾ ɦəzˈaːɾ ˈɪksəʈʰ ɡˈoʈe mˈəd̪ʱje pˈʊɾʊʂ ˈek lˈaːkʰ ɪkːˈiːs ɦəzˈaːɾ ɪkt̪aːlˈiːs ˈaːɾ mˈəɦɪlaː ˈek lˈaːkʰ pət͡ʃˈaːs ɦəzˈaːɾ bˈiːs bəsobˈaːs kˈəɾəɪt̪ ˈət͡ʃʰɪ .
राष्ट्रिय जनगणना २०६८ अनुसार तनहुँ जिलाक कूल जनसंख्या ३,२३,२८८ जन मध्ये पुरुषक संख्या १,४३,४१० आर महिला १,७९,८७८ रहल अछि । जनघनत्व २०९ प्रति कि.मि अछि तहिना ग्रामिण जनसंख्या १,८७,८८२ रहल अछि।	ɾˈaːʂʈɾɪj d͡ʒənɡˈəɳnaː d̪ˈo ɦəzˈaːɾ ˈəɽsəʈʰ ənʊsˈaːɾ t̪ˈənɦʊ̃ d͡ʒɪlˈaːk kˈuːl d͡ʒənsˈə̃ŋkʰjaː t̪ˈiːn lˈaːkʰ t̪eˈiːs ɦəzˈaːɾ d̪ˈo sˈəʊ əʈʈʰˈaːsiː d͡ʒˈən mˈəd̪ʱje pˈʊɾʊʂək sˈə̃ŋkʰjaː ˈek lˈaːkʰ t̪əɪ̃n̪t̪aːlˈiːs ɦəzˈaːɾ t͡ʃˈaːɾ sˈəʊ d̪ˈəs ˈaːɾ mˈəɦɪlaː ˈek lˈaːkʰ ʊnˈaːsiː ɦəzˈaːɾ ˈaːʈʰ sˈəʊ ˈəʈʰɦət̪ːəɾ ɾˈəɦəl ˈət͡ʃʰɪ . d͡ʒənəɡʱnˈət̪ʋ d̪ˈo sˈəʊ nˈəʊ pɾˈət̪ɪ kˈɪ . mˈɪ ˈət͡ʃʰɪ t̪ˈəɦɪnaː ɡɾˈaːmɪɳ d͡ʒənsˈə̃ŋkʰjaː ˈek lˈaːkʰ sət̪ːˈaːsiː ɦəzˈaːɾ ˈaːʈʰ sˈəʊ bəjˈaːsiː ɾˈəɦəl ˈət͡ʃʰɪ .
चरित्र-चित्रण ओ मैथिली उपन्यास-स्मारिका, चेतना समिति, पटना-19	t͡ʃəɾˈɪt̪ɾ t͡ʃˈɪt̪ɾəɳ ˈo mˈəɪt̪ʰɪliː ʊpənjˈaːs smˈaːɾɪkaː , t͡ʃˈet̪naː sˈəmɪt̪ɪ , pˈəʈnaː ʊnːˈiːs
मैथिली नव कविता ओ सम्प्रेषणक समस्या- चेतना समिति (संगोष्ठी) -1980	mˈəɪt̪ʰɪliː nˈəʋ kˈəʋɪt̪aː ˈo sˈəmpɾeʂɳək səmˈəsjaː t͡ʃˈet̪naː sˈəmɪt̪ɪ sˈə̃ŋɡoʂʈʰiː ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ˈəsːiː
मैथिली उपन्यासमे आंचलिकता- मैथिली अकादमी पत्रिका, पटना-1981	mˈəɪt̪ʰɪliː ʊpənjˈaːsme ˈaː̃ɲt͡ʃəlɪkt̪aː mˈəɪt̪ʰɪliː əkˈaːd̪miː pˈət̪ɾɪkaː , pˈəʈnaː ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ɪkjˈaːsiː
