# Hebrew (he) pronunciation lexicon — skeleton (unvocalized) <TAB> niqqud (vocalized). A LOOKUP layer for the
# Phase-A wordlist: a Hebrew Wikipedia frequency ranking (hewiki dump, CC-BY-SA — ranking only; the niqqud
# content is Phonikud output validated by ReNikud, both CC-BY — see tools/hebrew/build-lexicon.py).
# neural path: a known skeleton renders via phonemizeWord(niqqud) — i.e. through OUR g2p, so it auto-tracks our
# canonical convention (the glottal rule etc.). OOV words + HOMOGRAPHS fall through to the context tagger.
# Built (tools/hebrew/build-lexicon.py): Phonikud's diacritization of the frequency list, VALIDATED where our
# g2p rendering of it agrees with ReNikud (audio-supervised), with homograph skeletons EXCLUDED (left to the
# tagger's context). Net-positive on BOTH referees — human Nakdimon holdout 86.5→87.8, independent gt.tsv
# 64.8→66.7. Eval-validated; the niqqud is a reading only (rendered through our convention, never PK's IPA).
של	שֶׁל
בהצעה	בַּהַצָּעָה
בעצמי	בְּעַצְמִי
אלמוני	אַלְמוֹנִי
אלבה	אַלְבָּה
מאבד	מְאַבֵּד
וטו	וְטוֹ
ההקלטה	הַהַקְלָטָה
לגדל	לְגַדֵּל
מיליונים	מִילְיוֹנִים
במחלות	בְּמַחֲלוֹת
הזיהוי	הַזִּיהוּי
מבקשים	מְבַקְּשִׁים
וזכו	וְזָכוּ
במכרז	בְּמִכְרָז
מפקח	מְפַקֵּחַ
בשגרירות	בַּשַּׁגְרִירוּת
הפירוש	הַפֵּירוּשׁ
אסורים	אֲסוּרִים
להתקרב	לְהִתְקָרֵב
להרים	לְהָרִים
המישור	הַמִּישׁוֹר
חילות	חֵילוֹת
הציון	הַצִּיּוֹן
צרה	צָרָה
ענקית	עֲנָקִית
הרבנית	הָרַבָּנִית
מאכלים	מַאֲכָלִים
הפאן	הַפָּאן
להשתחרר	לְהִשְׁתַּחְרֵר
החזקים	הַחֲזָקִים
בגדאד	בַּגְדָאד
מורדים	מוֹרְדִים
אוטוביוגרפיה	אוֹטוֹבִּיּוֹגְרַפְיָה
שנפל	שֶׁנָּפַל
שאסור	שֶׁאָסוּר
גבינה	גְּבִינָה
עקבות	עִקְבוֹת
אורית	אוֹרִית
מהשירים	מֵהַשִּׁירִים
משוררת	מְשׁוֹרֶרֶת
פגישות	פְּגִישׁוֹת
מיעוטים	מִיעוּטִים
תיכונית	תִּיכוֹנִית
מביניהם	מִבֵּינֵיהֶם
השמורה	הַשְּׁמוּרָה
שיטתי	שִׁיטָתִי
מקרוב	מִקָּרוֹב
קלר	קְלֶר
אירים	אִירִים
הדאנס	הַדָּאנְס
הלכתית	הִלְכָתִית
המפגינים	הַמַּפְגִּינִים
לשמו	לִשְׁמוֹ
סולימאן	סוּלִימָאן
העליונים	הָעֶלְיוֹנִים
בלגים	בֶּלְגִּים
המשתנה	הַמִּשְׁתַּנֶּה
סיפקו	סִיפְּקוּ
מקורם	מְקוֹרָם
תמיכת	תְּמִיכַת
הגירוש	הַגֵּירוּשׁ
וצריך	וְצָרִיך
חליל	חָלִיל
הקירות	הַקִּירוֹת
מרקורי	מַרְקוֹרִי
הפרות	הַפָרוֹת
מבחינתי	מִבְּחִינָתִי
חרם	חֵרֶם
לתפקידים	לְתַפְקִידִים
המגנטי	הַמַּגְנֵטִי
לצרף	לְצָרֵף
להצגת	לְהַצָּגַת
הזרימה	הַזְּרִימָה
נכנע	נִכְנַע
ניתנות	נִיתָּנוֹת
הנקראים	הַנִּקְרָאִים
איקס	אִיקְס
קומנדו	קוֹמַנְדּוֹ
ההכנות	הַהֲכָנוֹת
קטלנית	קַטְלָנִית
התקרית	הַתַּקְרִית
הפחד	הַפַּחַד
הכלה	הַכָלָה
באשדוד	בְּאַשְׁדּוֹד
בורדו	בּוֹרְדּוֹ
הדומיניקנית	הַדּוֹמִינִיקָנִית
לאתרים	לַאֲתָרִים
תצלומים	תַּצְלוּמִים
מודול	מוֹדוֹל
העיתונאית	הָעִיתּוֹנָאִית
מוטיבים	מוֹטִיבִים
בדפוס	בַּדְפוּס
קארה	קָארָה
אנגולה	אַנְגּוֹלָה
גידי	גִּידִי
בהתנדבות	בְּהִתְנַדְּבוּת
שנפתח	שֶׁנִּפְתַּח
הסדרות	הַסְּדְרוֹת
היחסות	הַיַּחֲסוּת
מארבע	מֵאַרְבַּע
באסלאם	בָּאִסְלָאם
העשירים	הָעֲשִׁירִים
המשכן	הַמִּשְׁכָּן
נוזלי	נוֹזְלִי
מרחבים	מֶרְחָבִים
הבינה	הֵבִינָה
המתכת	הַמַּתֶּכֶת
הנתון	הַנָּתוּן
ההשקעה	הַהַשְׁקָעָה
נעדר	נֶעֱדַּר
המתחרה	הַמִּתְחָרֶה
המחדל	הַמֶּחְדָּל
מעדיפים	מַעֲדִיפִים
חבורות	חֲבוּרוֹת
העומדים	הָעוֹמְדִים
התרומות	הַתְּרוּמוֹת
סאנס	סַאנְס
אנדרואיד	אַנְדְּרוֹאִיד
ההפצה	הַהֲפָצָה
חמישית	חֲמִישִׁית
החסידים	הַחֲסִידִים
אנכי	אָנָכִי
מתמחה	מִתְמַחֶה
המושלים	הַמּוֹשְׁלִים
עסקיים	עִסְקִיִּים
הפשוט	הַפָּשׁוּט
הביטחוני	הַבִּיטְחוֹנִי
טורקית	טוּרְקִית
לטוס	לָטוּס
מרכזים	מֶרְכָּזִים
מעריכים	מַעֲרִיכִים
קסטרו	קַסְטְרוֹ
בדת	בַּדָת
שעוד	שֶׁעוֹד
שהשיר	שֶׁהַשִּׁיר
להרגיש	לְהַרְגִּישׁ
ואחותו	וְאֲחוֹתוֹ
שנילי	שְׁנִילִי
קיבוצים	קִיבּוּצִים
זקוקים	זְקוּקִים
תדיר	תָּדִיר
הבימוי	הַבִּימּוּי
בעריכה	בַּעֲרִיכָה
עישון	עִישּׁוּן
החוזר	הַחוֹזֵר
קוני	קוֹנִי
מצוקה	מְצוּקָה
שהתקבלה	שֶׁהִתְקַבְּלָה
משערים	מְשַׁעֲרִים
כמחצית	כְּמַחֲצִית
בחייה	בְּחַיֶּיהָ
ההמונים	הַהֲמוֹנִים
שטוח	שָׁטוּחַ
שטען	שֶׁטָּעַן
הקוסם	הַקּוֹסֵם
וקידום	וְקִידּוּם
שיתפה	שִׁיתְּפָה
תלונה	תְּלוּנָה
דוברת	דּוֹבֶרֶת
מתוק	מָתוֹק
גילי	גִּילִי
ביצורים	בִּיצּוּרִים
לפוליטיקה	לַפּוֹלִיטִיקָה
הבולגרי	הַבּוּלְגָרִי
בהופעת	בְּהוֹפָעַת
רשף	רֶשֶׁף
לצדק	לְצֶדֶק
זק	זַק
גידולים	גִּידּוּלִים
נעמה	נַעֲמָה
ולהיות	וְלִהְיוֹת
אכפת	אִכְפַּת
חללים	חֲלָלִים
טיעונים	טִיעוּנִים
ניתוק	נִיתּוּק
הייעוץ	הַיִּיעוּץ
התצוגה	הַתְּצוּגָה
הצטיין	הִצְטַיֵּין
דגימות	דְּגִימוֹת
המקצוע	הַמִּקְצוֹעַ
בויז	בּוֹיְז
חדירה	חֲדִירָה
שיצרה	שֶׁיָּצְרָה
פמיניזם	פֵמִינִיזְם
יורדת	יוֹרֶדֶת
הנוקמים	הַנּוֹקְמִים
מדיצ	מֵדִּיצ
ימשיך	יַמְשִׁיךְ
שהאדם	שֶׁהָאָדָם
גנדי	גַּנְדִּי
קרבה	קִרְבָה
הציב	הֵצִּיב
לינוקס	לִינוֹקְס
הקצב	הַקֶּצֶב
מטיל	מֵטִיל
הפסיכולוגיה	הַפְּסִיכוֹלוֹגְיָה
שיקולים	שִׁיקּוּלִים
סיסמה	סִיסְמָה
מזמור	מִזְמוֹר
עמידות	עֲמִידוּת
דותן	דּוֹתָן
מערביים	מַעֲרָבִיִּים
נאצי	נָאצִי
אוסר	אוֹסֶר
מחתרת	מַחְתֶּרֶת
ההולנדים	הַהוֹלַנְדִּים
הציטוט	הַצִּיטּוּט
התחלתי	הִתְחַלְתִּי
שמוביל	שֶׁמּוֹבִיל
קוראת	קוֹרֵאת
הקולוניאלית	הַקּוֹלוֹנְיָאלִית
הרגו	הָרְגוּ
איראנים	אִירָאנִים
קטלוניה	קָטְלוֹנְיָה
הנדרשת	הַנִּדְרֶשֶׁת
זוגיות	זוּגִיּוּת
תקיפת	תְּקִיפַת
נקלע	נִקְלַע
אסטון	אֶסְטוֹן
לסקר	לְסֶקֶר
סוכנים	סוֹכְנִים
השתחרר	הִשְׁתַּחְרֵר
בטכנולוגיה	בְּטֶּכְנוֹלוֹגְיָה
השמירה	הַשְּׁמִירָה
דירקטוריון	דִּירֶקְטוֹרְיוֹן
בדיבוב	בְּדִיבּוּב
ליבו	לִיבּוֹ
תאריכים	תַּאֲרִיכִים
מהונגריה	מֵהוּנְגַרְיָה
לשתות	לִשְׁתּוֹת
שבמרכז	שֶׁבַּמֶּרְכָּז
הביוגרפיה	הַבִּיּוֹגְרַפְיָה
צאצאי	צֶאֱצָאֵי
הכנסיות	הַכְּנֵסִיּוֹת
שליחת	שְׁלִיחַת
הארטילריה	הָאַרְטִילֶרְיָה
לפקד	לְפַקֵּד
לודז	לוֹדֵז
זרועות	זְרוֹעוֹת
הניקוז	הַנִּיקּוּז
יסמין	יַסְמִין
שהשם	שֶׁהַשֵּׁם
בטורקית	בְּטוּרְקִית
כורדיסטן	כּוּרְדִּיסְטָן
המעריצים	הַמַּעֲרִיצִים
המלצה	הַמְלָצָה
הלוחות	הַלּוּחוֹת
עמרם	עַמְרָם
מדידת	מְדִידַת
קריק	קְרִיק
המועדונים	הַמּוֹעֲדוֹנִים
הבולטת	הַבּוֹלֶטֶת
אחורית	אֲחוֹרִית
התנגדה	הִתְנַגְּדָה
ההוא	הַהוּא
שכנראה	שֶׁכַּנִּרְאֶה
לוגי	לוֹגִי
במפלגת	בְּמִפְלֶגֶת
הערביים	הָעֲרְבִיִּים
בירדן	בְּיַרְדֵּן
מינ	מִינ
הרישום	הָרִישּׁוּם
שנויה	שְׁנוּיָה
משקפת	מִשְׁקֶפֶת
נספח	נִסְפָּח
מלאכים	מַלְאָכִים
שניתנה	שֶׁנִּיתְּנָה
הקבצים	הַקְּבָצִים
השפעתה	הַשְׁפָּעָתָהּ
מיג	מִיג
בינם	בֵּינָם
ברישיון	בְּרִישָּׁיוֹן
אתיקה	אֵתִיקָה
חגים	חַגִּים
ושהוא	וְשֶׁהוּא
הצפיות	הַצְּפִיּוֹת
מיקס	מִיקְס
לצידה	לְצִידָּהּ
החנות	הַחֲנוּת
מככבים	מְכַכְּבִים
ניוקאסל	נְיוּקָאסֶל
נחקר	נֶחְקַר
כת	כַּת
חלופית	חֲלוּפִית
צאן	צֹאן
דוקומנטרי	דּוֹקוּמֶנְטָרִי
והשלישי	וְהַשְּׁלִישִׁי
ששלח	שֶׁשָּׁלַח
היומיום	הַיּוֹמְיוֹם
טיולים	טִיּוּלִים
שהופיעה	שֶׁהוֹפִיעָה
נטה	נָטָה
לקנדה	לְקָנָדָה
רשמיות	רִשְׁמִיּוֹת
הספורטאים	הַסְּפּוֹרְטָאִים
וגורם	וְגוֹרֵם
להודיע	לְהוֹדִיעַ
צוללת	צוֹלֶלֶת
ראג	רָאג
סיורים	סִיּוּרִים
המחיה	הַמִּחְיָה
התמקדות	הִתְמַקְּדוּת
תצורות	תְּצוּרוֹת
קוקס	קוֹקְס
תיקנתי	תִּיקַּנְתִּי
המירוץ	הַמֵּירוֹץ
הקריה	הַקִּרְיָה
המשפחתית	הַמִּשְׁפַּחְתִּית
השתייך	הִשְׁתַּיֵּיךְ
גמליאל	גַּמְלִיאֵל
והאחרונה	וְהָאַחֲרוֹנָה
והוציא	וְהוֹצִיא
קורונה	קוֹרוֹנָה
מארה	מָארָה
כדין	כְּדִּין
התלמיד	הַתַּלְמִיד
דיפלומטית	דִּיפְּלוֹמָטִית
ושימשה	וְשִׁימְּשָׁה
לטכנולוגיה	לְטֶכְנוֹלוֹגְיָה
הרצפה	הָרִצְפָּה
להוצאת	לְהוֹצָאַת
מתרחשים	מִתְרַחֲשִׁים
שאז	שֶׁאָז
פרשנים	פַּרְשָׁנִים
נתמך	נִתְמַך
לצידם	לְצִידָּם
חיוביים	חִיּוּבִיִּים
אורט	אוֹרְט
בארגונים	בְּאִרְגּוּנִים
שהקימו	שֶׁהֵקִימוּ
מלחים	מְלָחִים
בהצגת	בְּהַצָּגַת
לעוד	לְעוֹד
פת	פַּת
בפרשה	בַּפָּרָשָׁה
בתקציב	בַּתַּקְצִיב
דחוף	דָּחוּף
תדירות	תְּדִירוּת
קונה	קוֹנֶה
בקמפוס	בַּקַמְפּוּס
בבירה	בַּבִּירָה
פקטו	פַקְטוֹ
המסוק	הַמָּסּוֹק
פקידים	פְּקִידִים
סיר	סִיר
תן	תֵּן
עמירם	עַמִירָם
והשתתפה	וְהִשְׁתַּתְּפָה
תירס	תִּירָס
הייחודית	הַיִּיחוּדִית
מכדור	מִכַּדּוּר
הריקוד	הָרִיקּוּד
אלבומם	אַלְבּוֹמָם
הבגרות	הַבַּגְרוּת
למפרץ	לַמִּפְרָץ
הנגד	הַנֶּגֶד
הנוסע	הַנּוֹסֵעַ
שמותיהם	שְׁמוֹתֵיהֶם
נראתה	נִרְאֲתָה
נוזלים	נוֹזְלִים
הסיירת	הַסַּיֶּירֶת
איב	אִיב
פלא	פֶּלֶא
הנחש	הַנָּחָשׁ
הדובר	הַדּוֹבֵר
להמיר	לְהָמִיר
מיסטר	מִיסְטֶר
מעידה	מְעִידָה
מהותית	מַהוּתִית
צנזורה	צֶנְזוּרָה
בהסכמה	בְּהַסְכָּמָה
ההונגרים	הַהוּנְגָּרִים
הדרושים	הַדְּרוּשִׁים
הפסנתר	הַפְּסַנְתֵּר
הריאלי	הָרֵיאָלִי
השכבה	הַשִּׁכְבָה
קריסת	קְרִיסַת
עזים	עַזִּים
פסול	פָּסוּל
החלבון	הַחֶלְבּוֹן
ושות	וְשׁוֹת
החאן	הַחָאן
חוגים	חוּגִים
הנוסף	הַנּוֹסָף
שק	שַׁק
תמוז	תַּמּוּז
לחשבון	לְחֶשְׁבּוֹן
הסובלים	הַסּוֹבְלִים
עיגול	עִיגּוּל
בשכר	בְּשָׂכָר
שנעשתה	שֶׁנֶּעֶשְׂתָה
ואזור	וְאֵזוֹר
לקישור	לְקִּישּׁוּר
תפיסות	תְּפִיסוֹת
ההתבגרות	הַהִתְבַּגְּרוּת
העשרה	הָעֲשָׂרָה
הסמכה	הַסְמָכָה
נשאה	נָשְׂאָה
המופת	הַמּוֹפֵת
ניסיונו	נִיסְיוֹנוֹ
מדידות	מְדִידוֹת
לובלין	לוּבְּלִין
כיבוי	כִּיבּוּי
ליגות	לִיגוֹת
צרות	צָרוֹת
טיטוס	טִיטוּס
מפרסם	מְפַרְסֵם
הוסרו	הוּסְרוּ
ליעד	לְיַעַד
קנס	קְנָס
תורן	תּוֹרָן
הסימפוניה	הַסִּימְפוֹנְיָה
אוריון	אוֹרְיוֹן
מכשולים	מִכְשׁוֹלִים
נאצר	נַאצֶר
המדענים	הַמַּדְּעָנִים
טריטוריה	טֵרִיטוֹרְיָה
לממלכה	לַמַּמְלָכָה
חסימת	חֲסִימַת
לייצוג	לְיִיצּוּג
מגדירים	מַגְדִּירִים
הדיגיטלי	הַדִּיגִיטָלִי
השתנו	הִשְׁתַּנּוּ
מינג	מִינְג
ריב	רִיב
יומית	יוֹמִית
ריכטר	רִיכְטֶר
גדלו	גָּדְלוּ
סיפוח	סִיפּוּחַ
שמאלה	שְׂמֹאלָה
המוקד	הַמּוֹקֵד
בדמשק	בְּדַמֶּשֶׂק
מסעדה	מִסְעָדָה
המגיעים	הַמַּגִּיעִים
מעסיק	מַעֲסִיק
זירה	זִירָה
לדכא	לְדַכֵּא
סביבתי	סְבִיבָתִי
נכלא	נִכְלָא
מצרפתית	מִצָּרְפָתִית
מדברת	מְדַבֶּרֶת
שטרית	שִׁטְרִית
גמישות	גְּמִישׁוּת
הרצף	הָרֶצֶף
עיכוב	עִיכּוּב
עניים	עֲנִיִּים
כושל	כּוֹשֵׁל
שחף	שַׁחַף
הוגים	הוֹגִים
מתעורר	מִתְעוֹרֵר
מחזיקים	מַחֲזִיקִים
מיתולוגיה	מִיתוֹלוֹגְיָה
מושך	מוֹשֵׁךְ
בגלוי	בְּגָלוּי
מועיל	מוֹעִיל
אפוא	אֵפוֹא
גלויה	גְּלוּיָה
הקיום	הַקִּיּוּם
הדרישות	הַדְּרִישׁוֹת
שהצליחו	שֶׁהִצְלִיחוּ
הצרפתיים	הַצָּרְפָתִיִּים
העיראקי	הָעִירָאקִי
מהים	מֵהַיָּם
עוזרו	עוֹזְרוֹ
מקארתי	מַקַארְתִי
לגבש	לְגַבֵּשׁ
התרומה	הַתְּרוּמָה
המיתולוגיה	הַמִּיתוֹלוֹגְיָה
עשב	עֵשֶׂב
זמינות	זְמִינוּת
עקרוני	עֶקְרוֹנִי
לארח	לְאָרֵחַ
להסתפק	לְהִסְתַּפֵּק
מסתיימת	מִסְתַּיֶּימֶת
הגבורה	הַגְּבוּרָה
מודיע	מוֹדִיעַ
מטא	מָטָא
סאנצ	סַאנְצ
חשודים	חֲשׁוּדִים
שין	שִׁין
איגרת	אִיגֶּרֶת
פציעות	פְּצִיעוֹת
תקריות	תַּקְרִיּוֹת
איסט	אִיסְט
הבלם	הַבַּלָּם
גוב	גּוֹב
המדען	הַמַּדְּעָן
מקלדת	מִקְלֶדֶת
ביסס	בִּיסֵּס
לתפקד	לְתַפְקֵד
מתמדת	מַתְמֶדֶת
השרפה	הַשְׂרֵפָה
קרונות	קְרוֹנוֹת
הפירות	הַפֵּירוֹת
רודי	רוֹדִי
לאיתור	לְאִיתּוּר
נערכים	נֶעֱרָכִים
מענק	מַעֲנָק
ולקח	וְלָקַח
פטנט	פָּטֶנְט
לברך	לְבָרֵךְ
האישור	הָאִישּׁוּר
לעידוד	לְעִידּוּד
בפיליפינים	בְּפִילִיפִּינִים
ניקו	נִיקוֹ
שעובר	שֶׁעוֹבֵר
הרבני	הָרַבָּנִי
נוצריים	נוֹצְרִיִּים
נשלט	נִשְׁלָט
שומרת	שׁוֹמֶרֶת
מוריץ	מוֹרִיץ
מעיר	מֵעִיר
מארח	מְאָרֵחַ
שליטים	שַׁלִּיטִים
החלום	הַחֲלוֹם
גלעדי	גִּלְעָדִי
בינונית	בֵּינוֹנִית
קריטריון	קְרִיטֶרְיוֹן
האתלטיקה	הָאַתְלֵטִיקָה
עלילתי	עֲלִילָתִי
רונית	רוֹנִית
הביצים	הַבֵּיצִים
התחרויות	הַתַּחֲרוּיוֹת
העסקי	הָעִסְקִי
נפסק	נִפְסַק
שביצעה	שֶׁבִּיצְּעָה
בפינלנד	בְּפִינְלַנְד
עולמות	עוֹלָמוֹת
עילה	עִילָּה
חקלאיות	חַקְלָאִיּוֹת
קאט	קָאט
שעלול	שֶׁעָלוּל
לאיראן	לְאִירָאן
שמיעה	שְׁמִיעָה
ההיסטוריונים	הַהִיסְטוֹרְיוֹנִים
מסתובב	מִסְתּוֹבֵב
גזים	גַּזִּים
השביתה	הַשְּׁבִיתָה
ממין	מִמִּין
היריון	הֵירָיוֹן
מעצם	מֵעֶצֶם
ההיא	הַהִיא
הסוד	הַסּוֹד
במזון	בְּמָזוֹן
הפרוסי	הַפְּרוּסִי
סוציאליסטית	סוֹצְיָאלִיסְטִית
תמורה	תְּמוּרָה
ספיקת	סְפִיקַת
פג	פָּג
ההערכות	הַהַעֲרָכוֹת
אוכלים	אוֹכְלִים
המונגולים	הַמּוֹנְגּוֹלִים
מצעדים	מִצְעָדִים
המשתנים	הַמִּשְׁתַּנִּים
צלפים	צַלָּפִים
הסוסים	הַסּוּסִים
לחישוב	לְחִישּׁוּב
פיזיים	פִיזִיִּים
אפקטים	אֵפֶקְטִים
ביתית	בֵּיתִית
התבוסה	הַתְּבוּסָה
מתחנת	מִתַּחֲנַת
התשלום	הַתַּשְׁלוּם
נסיונל	נֶסְיוֹנָל
עקבי	עִקְבִי
שערכו	שֶׁעָרְכוּ
ורסאי	וַרְסָאי
השבועון	הַשְּׁבוּעוֹן
להצדיק	לְהַצְדִּיק
גיטריסט	גִּיטָרִיסְט
בתאי	בְּתָאי
משמעית	מַשְׁמָעִית
החמצן	הַחַמְצָן
פניות	פְּנִיּוֹת
תצוגת	תְּצוּגַת
ההצעות	הַהַצָּעוֹת
לסוריה	לְסוּרְיָה
לני	לֵנִי
נשארים	נִשְׁאָרִים
ולבן	וְלָבָן
חושש	חוֹשֵׁשׁ
הסוכן	הַסּוֹכֵן
פוגשת	פּוֹגֶשֶׁת
