مقدمة	مُقَدَّمَ
واشترطنا	وَاشْتَرَطْنَا
يسوغه	يُسَوِّغُه
حرروه	حَرَّرُوه
وبتبين	وَبِتَبَيُّن
ولنجعله	وَلِنَجْعَلَه
وسيول	وَسُيُول
كالمعدن	كَالْمَعْدِن
بالتحجر	بِالتَّحَجُّر
بتحجر	بِتَحَجُّر
لمنبعه	لِمَنْبَعِه
لمنازع	لِمُنَازِع
مسطر	مُسَطَّر
لكفار	لِكُفَّار
فنفذه	فَنَفَّذَه
ليثبته	لِيُثْبِتَه
يتلمح	يُتَلَمَّح
مختصروها	مُخْتَصِرُوهَا
فالتقليد	فَالتَّقْلِيد
بحكمك	بِحُكْمِك
إجابتهما	إجَابَتِهِمَا
فاستحكمت	فَاسْتَحْكَمَتْ
لتجدده	لِتَجَدُّدِه
وإطباق	وَإِطْبَاق
لاعتراض	لِاعْتِرَاض
لمخالف	لِمُخَالِف
ويعترض	وَيُعْتَرَض
تطعنوا	تَطْعَنُوا
وبإضافته	وَبِإِضَافَتِه
جزئياتها	جُزْئِيَّاتِهَا
لمخالفه	لِمُخَالِفِه
فتواردا	فَتَوَارَدَا
وللسبكي	وَلِلسُّبْكِيّ
لشرطها	لِشَرْطِهَا
وحكمان	وَحُكْمَان
وبالتضمن	وَبِالتَّضَمُّن
وبالاستلزام	وَبِالِاسْتِلْزَام
لتواردهما	لِتَوَارُدِهِمَا
التضمني	التَّضَمُّنِيّ
مرادفته	مُرَادَفَتِه
بالحقائق	بِالْحَقَائِق
للمنفذ	لِلْمَنْفَذ
شرعيان	شَرْعِيَّان
وحوزها	وَحَوْزُهَا
يتوليان	يَتَوَلَّيَان
أغرسه	أَغْرِسُه
لطفلي	لِطِفْلِي
واكتفينا	وَاكْتَفَيْنَا
وثقته	وَثِقَتِه
انكفافه	انْكِفَافُه
للإيحاش	لِلْإِيحَاش
فاستحى	فَاسْتَحَى
كالمصادر	كَالْمَصَادِر
بانشراح	بِانْشِرَاح
المحتفة	الْمُحْتَفَّ
المخايل	الْمَخَايِل
وأخلي	وَأُخَلِّي
وملبوس	وَمَلْبُوس
ويتولد	وَيَتَوَلَّد
بالأفضلية	بِالْأَفْضَلِيَّ
كالمستولدة	كَالْمُسْتَوْلَدَ
المتواطئ	الْمُتَوَاطِئ
فليستحق	فَلْيَسْتَحِقّ
كطرو	كَطُرُوّ
ولباحث	وَلِبَاحِث
لاغتفارهم	لِاغْتِفَارِهِمْ
وفرعا	وَفَرْعا
والقشيري	وَالْقُشَيْرِيّ
بجرجان	بِجُرْجَان
كالعرف	كَالْعُرْف
يتعادل	يَتَعَادَل
بالموجودين	بِالْمَوْجُودِين
وانعزاله	وَانْعِزَالِه
صراحتها	صَرَاحَتِهَا
وواهبها	وَوَاهِبَهَا
فأسقطنا	فَأَسْقَطْنَا
معارضها	مُعَارِضِهَا
بالتسامح	بِالتَّسَامُح
تفرخ	تَفَرَّخ
فتفرخ	فَتَفَرَّخ
وخاصمت	وَخَاصَمْت
بنيتي	بِنِيَّتِي
لوكيلي	لِوَكِيلِي
بالمطلقات	بِالْمُطَلَّقَات
مكفيا	مَكْفِيّا
لحياء	لِحَيَاء
فضتها	فِضَّتُهَا
أحسوا	أَحَسُّوا
بظلمة	بِظُلْمَ
والمتقون	وَالْمُتَّقُون
يقلون	يَقِلُّون
استقرينا	اسْتَقْرَيْنَا
فمعتمد	فَمُعْتَمَد
فيتأثر	فَيَتَأَثَّر
المعاتبة	الْمُعَاتَبَ
متعسرة	مُتَعَسِّرَ
ندرتها	نُدْرَتِهَا
أيسنا	أَيِسْنَا
التنقي	التَّنَقِّي
والدنا	وَالِدِنَا
وقبضوا	وَقَبَضُوا
فأحياه	فَأَحْيَاه
صدفه	صَدَفِه
فمسك	فَمَسَك
المفتيين	الْمُفْتِيَيْن
قضام	قِضَام
لينفرد	لِيَنْفَرِد
بالاحتطاب	بِالِاحْتِطَاب
بحثهما	بَحْثِهِمَا
لياقة	لِيَاقَ
بحثاه	بَحَثَاه
للمعاون	لِلْمُعَاوِن
فبإذنه	فَبِإِذْنِه
تعليقته	تَعْلِيقَتِه
لتفصيله	لِتَفْصِيلِه
لتفعل	لِتَفْعَل
يتخالفان	يَتَخَالَفَان
عائلان	عَائِلَان
وأنار	وَأَنَار
ضاهاهم	ضَاهَاهُمْ
مخايله	مَخَايِلُه
اقتتلتا	اقْتَتَلَتَا
تنافيها	تُنَافِيهَا
بإشهاده	بِإِشْهَادِه
لسده	لِسَدِّه
فاستحقاقها	فَاسْتِحْقَاقُهَا
ونمائه	وَنَمَائِه
والمغروم	وَالْمَغْرُوم
لجهتين	لِجِهَتَيْن
ينفردون	يَنْفَرِدُون
بمواطأته	بِمُوَاطَأَتِه
واطأ	وَاطَأ
خونته	خَوَنَتِه
أغلبه	أَغْلَبِه
ونادرا	وَنَادِرا
تفرون	تَفِرُّون
ملاقيكم	مُلَاقِيكُمْ
طاعونا	طَاعُونا
فأجمع	فَأَجْمَع
متغيبا	مُتَغَيِّبا
المنجي	الْمُنْجِي
مؤملا	مُؤَمِّلا
بمداخلة	بِمُدَاخَلَ
بالعقلاء	بِالْعُقَلَاء
لسلمت	لَسَلِمَتْ
أمرض	أُمَرِّض
لاغترار	لِاغْتِرَار
لقيتموه	لَقِيتُمُوه
وبتحريم	وَبِتَحْرِيم
وتحققنا	وَتَحَقَّقْنَا
بقيدهما	بِقَيْدِهِمَا
ووخز	وَوَخْز
ورما	وَرَما
والغثيان	وَالْغَثَيَان
والغشي	وَالْغَشْي
والخفقان	وَالْخَفَقَان
أنقاب	أَنْقَاب
انصبابه	انْصِبَابِه
السمية	السُّمِّيَّ
المسندة	الْمُسْنَدَ
الطواعين	الطَّوَاعِين
آكام	آكَام
للإنس	لِلْإِنْس
كافري	كَافِرِي
ورجز	وَرِجْز
بزاد	بِزَاد
بمعاداة	بِمُعَادَا
مسالمتهم	مُسَالَمَتَهُمْ
بالمعقبات	بِالْمُعَقِّبَات
ونيلا	وَنَيْلا
تصفيدهم	تَصْفِيدَهُمْ
استقرئ	اُسْتُقْرِئ
وإذلالهم	وَإِذْلَالِهِمْ
وريحهم	وَرِيحُهُمْ
بالدجال	بِالدَّجَّال
وشياطينهم	وَشَيَاطِينَهُمْ
واللاحقة	وَاللَّاحِقَ
وطاعون	وَطَاعُون
وشوهد	وَشُوهِد
الواردون	الْوَارِدُون
كالبعض	كَالْبَعْض
الأثاث	الْأَثَاث
يخلصني	يُخَلِّصَنِي
لعقبي	لِعَقِبِي
للإبهام	لِلْإِبْهَام
كالواو	كَالْوَاو
لتقسيم	لِتَقْسِيم
الحماسي	الْحَمَاسِيّ
وأرسلناه	وَأَرْسَلْنَاه
للإضراب	لِلْإِضْرَاب
مقسمة	مُقَسَّمَ
فاستعيرت	فَاسْتُعِيرَتْ
يضافان	يُضَافَان
لأو	لِأَوْ
وتقصد	وَتَقْصِد
المفرع	الْمُفَرَّع
باسترعاء	بِاسْتِرْعَاء
ورشدهم	وَرُشْدِهِمْ
وطالبوا	وَطَالَبُوا
ومطالبتهم	وَمُطَالَبَتُهُمْ
بمسطور	بِمَسْطُور
فممنوعة	فَمَمْنُوعَ
وبأقصى	وَبِأَقْصَى
يستوفوها	يَسْتَوْفُوهَا
استوفوه	اسْتَوْفَوْه
لتحليفهم	لِتَحْلِيفِهِمْ
للتحليف	لِلتَّحْلِيف
وحلفهم	وَحَلِفِهِمْ
الاختصاصية	الِاخْتِصَاصِيَّ
كالجماد	كَالْجَمَاد
فأحس	فَأَحَسّ
وابتهج	وَابْتَهَج
فلنشر	فَلْنُشِرْ
بنفسجية	بَنَفْسَجِيَّ
خفقان	خَفَقَان
وأردؤه	وَأَرْدَؤُه
ويفارقه	وَيُفَارِقُه
يجاورهم	يُجَاوِرُهُمْ
أعدائنا	أَعْدَائِنَا
أخوتهم	أُخُوَّتَهُمْ
ونبذوا	وَنَبَذُوا
وقيض	وَقَيَّض
يعاونه	يُعَاوِنُه
وجني	وَجِنِّيّ
وتصفد	وَتُصَفَّد
كالطاعون	كَالطَّاعُون
كالاحتلام	كَالِاحْتِلَام
مرحومة	مَرْحُومَ
والشريق	وَالشَّرِيق
وأمناء	وَأُمَنَاء
ووقي	وَوُقِي
وغدي	وَغُدِي
ومراتبها	وَمَرَاتِبِهَا
ويجار	وَيُجَار
كالأخيرة	كَالْأَخِيرَ
فأرفعها	فَأَرْفَعُهَا
مطعونا	مَطْعُونا
مدحت	مَدَحْت
وخصهما	وَخَصَّهُمَا
الآمنين	الْآمِنِين
وبالشفاعة	وَبِالشَّفَاعَ
يتمنوا	يَتَمَنَّوْا
فالعبارة	فَالْعِبَارَ
متعهد	مُتَعَهِّد
لانتهائها	لِانْتِهَائِهَا
كالوباء	كَالْوَبَاء
بضدهما	بِضِدِّهِمَا
فأربعون	فَأَرْبَعُون
الفضلية	الْفَضْلِيَّ
بالفصد	بِالْفَصْد
واستقرئ	وَاسْتُقْرِئ
فحكمته	فَحِكْمَتُه
والتنقي	وَالتَّنَقِّي
فغلبة	فَغَلَبَ
المحاجير	الْمَحَاجِير
رداها	رَدَّاهَا
بالمدبر	بِالْمُدَبَّر
دوريات	دَوْرِيَّات
الجلجلان	الْجُلْجُلَان
لموضوعها	لِمَوْضُوعِهَا
كالوصايا	كَالْوَصَايَا
وأفرز	وَأَفْرَز
فكتلفه	فَكَتَلَفِه
ووافقهما	وَوَافَقَهُمَا
يحكيا	يَحْكِيَا
بالعاصب	بِالْعَاصِب
يعزها	يَعْزُهَا
باتصافه	بِاتِّصَافِه
وبالسدس	وَبِالسُّدُس
وبالعشر	وَبِالْعَشْر
لسكانه	لِسُكَّانِه
كأجزت	كَأَجَزْت
لاستعمالهم	لِاسْتِعْمَالِهِمْ
والإخطار	وَالْإِخْطَار
ستحمله	سَتَحْمِلُه
مأخذا	مَأْخَذا
المصححون	الْمُصَحِّحُون
تستنيب	تَسْتَنِيب
وتوكيلها	وَتَوْكِيلِهَا
مفتين	مُفْتِين
قاسها	قَاسَهَا
والسامع	وَالسَّامِع
فيثور	فَيَثُور
ولوالده	وَلِوَالِدِه
كالأستاذ	كَالْأُسْتَاذ
عبسين	عَبْسِين
أقمته	أَقَمْته
فبالربع	فَبِالرُّبُع
فبالخمس	فَبِالْخُمُس
كالصيغة	كَالصِّيغَ
وسيطه	وَسِيطِه
ألحقا	أَلْحَقَا
فالصيغة	فَالصِّيغَ
يحكوا	يَحْكُوا
فيتخرج	فَيَتَخَرَّج
والبندنيجي	وَالْبَنْدَنِيجِيّ
وأمثلته	وَأَمْثِلَتُه
واعتيدت	وَاعْتِيدَتْ
فنحده	فَنَحُدُّه
مرادنا	مُرَادُنَا
المستشهد	الْمُسْتَشْهَد
السبعان	السُّبُعَان
للتصنيف	لِلتَّصْنِيف
بالتسعين	بِالتِّسْعِين
والتصنيف	وَالتَّصْنِيف
والإهمال	وَالْإِهْمَال
والتروي	وَالتَّرَوِّي
وأشنع	وَأَشْنَع
وفرعنا	وَفَرَّعْنَا
المتخيل	الْمُتَخَيَّل
صراحتهما	صَرَاحَتِهِمَا
ويستنتج	وَيُسْتَنْتَج
أقلدهم	أُقَلِّدُهُمْ
مقته	مَقَتَه
والمراعى	وَالْمُرَاعَى
واحتملها	وَاحْتَمَلَهَا
انتحله	انْتَحَلَه
مختلة	مُخْتَلَّ
بالاختلال	بِالِاخْتِلَال
إقليمها	إقْلِيمِهَا
محامله	مَحَامِلِه
يفيدك	يُفِيدُك
ندير	نُدِير
والغرابة	وَالْغَرَابَ
بقلوبنا	بِقُلُوبِنَا
نواصينا	نَوَاصِينَا
فبالغت	فَبَالَغَتْ
باستقلال	بِاسْتِقْلَال
بأوصيت	بِأَوْصَيْت
لحذفه	لِحَذْفِه
بمدرك	بِمُدْرِك
وبالبطلان	وَبِالْبُطْلَان
وضبطوا	وَضَبَطُوا
بالمتقدمين	بِالْمُتَقَدِّمِين
المستوعبة	الْمُسْتَوْعِبَ
نرها	نَرَهَا
بالوسائط	بِالْوَسَائِط
والتقصي	وَالتَّقَصِّي
الإطباق	الْإِطْبَاق
بترجيحه	بِتَرْجِيحِه
والفرضيين	وَالْفَرْضِيِّين
لمناقضته	لِمُنَاقَضَتِه
ينافيانه	يُنَافِيَانِه
المحيلة	الْمُحِيلَ
بشواهده	بِشَوَاهِدِه
يعتبرانه	يَعْتَبِرَانِه
ادعاؤه	ادِّعَاؤُه
متلفظا	مُتَلَفِّظا
لجزئي	لِجُزْئِيّ
ولتخصيص	وَلِتَخْصِيص
اعتبارين	اعْتِبَارَيْن
ولمقابله	وَلِمُقَابِلِه
التصويرين	التَّصْوِيرَيْن
فالتصوير	فَالتَّصْوِير
التورط	التَّوَرُّط
وابتداعه	وَابْتِدَاعِه
والنوائب	وَالنَّوَائِب
والمسالك	وَالْمَسَالِك
لممونه	لِمُمَوَّنِه
تنزيلهم	تَنْزِيلِهِمْ
المستناب	الْمُسْتَنَاب
كرمها	كَرَمِهَا
والليف	وَاللِّيف
والتجفيف	وَالتَّجْفِيف
مستشهدا	مُسْتَشْهِدا
المتعقب	الْمُتَعَقِّب
الاستتباع	الِاسْتِتْبَاع
وبواحد	وَبِوَاحِد
ستحدث	سَتَحْدُث
سيحدثان	سَيَحْدُثَان
للنخلة	لِلنَّخْلَ
الزجاجي	الزَّجَّاجِيّ
للوديع	لِلْوَدِيع
يستحفظ	يَسْتَحْفِظْ
أوصلت	أَوْصَلْت
وثيقته	وَثِيقَتِه
الأحرز	الأَحْرَز
ورط	وَرَّط
لأدون	لِأَدْوَن
بحصولهما	بِحُصُولِهِمَا
والوديع	وَالْوَدِيع
وتخميسها	وَتَخْمِيسُهَا
انهزامهم	انْهِزَامِهِمْ
صالحونا	صَالَحُونَا
وتغريره	وَتَغْرِيرِه
مقاسمتهم	مُقَاسَمَتِهِمْ
سلكوه	سَلَكُوه
ومنطوقه	وَمَنْطُوقُه
خيلنا	خَيْلِنَا
وركابنا	وَرِكَابُنَا
معسكرنا	مُعَسْكَرِنَا
يستغرقون	يَسْتَغْرِقُون
وعوارضه	وَعَوَارِضِه
مرافعة	مُرَافَعَ
لمرافعة	لِمُرَافَعَ
والتغاير	وَالتَّغَايُر
مستفتيه	مُسْتَفْتِيه
فليتفطن	فَلْيُتَفَطَّنْ
وآلاتها	وَآلَاتِهَا
مأكلا	مَأْكَلا
وملبسا	وَمَلْبَسا
ومسكنا	وَمَسْكَنا
نعتبرهم	نَعْتَبِرْهُمْ
ببلوغهم	بِبُلُوغِهِمْ
أفرزها	أَفْرَزَهَا
يردونها	يَرُدُّونَهَا
أخبرونا	أَخْبِرُونَا
كالدارمي	كَالدَّارِمِيّ
والمسعودي	وَالْمَسْعُودِيّ
ووجيزه	وَوَجِيزِه
وتنميته	وَتَنْمِيَتِه
فيعاقبون	فَيُعَاقَبُون
تجرئه	تَجَرُّئِه
ونياتهم	وَنِيَّاتِهِمْ
بالعدس	بِالْعَدَس
عاير	عَايَر
فالصاع	فَالصَّاع
بالمصري	بِالْمِصْرِيّ
كالسؤال	كَالسُّؤَال
متيسرا	مُتَيَسِّرا
كاسبا	كَاسِبا
كملنا	كَمَّلْنَا
والصيرفي	وَالصَّيْرَفِيّ
وزعه	وَزَّعَه
بالتشنيع	بِالتَّشْنِيع
غناهم	غِنَاهُمْ
بتفضيله	بِتَفْضِيلِه
مليككم	مَلِيكِكُمْ
