# Danish pronunciation lexicon — word<TAB>IPA. From the NST Danish lexicon (Nasjonalbiblioteket /
# Sprakbanken, sbr-26), CC0 / public domain, ∩ the top-50k OpenSubtitles da frequency list (hermitdave
# FrequencyWords, CC BY-SA). Narrow convention: r-vocalisation ɐ, stop lenition, soft-d ð, length ː,
# stød ˀ. Shortest NST variant. Built by tools/danish/build_da_nst.py. The BiLSTM/rule handle OOV.
jeg	ˈjɑj
syning	ˈsyːˀneŋ
fornemste	ˈfɒːˌnɛmˀsdə
strygejern	ˈsdʁyːəˌjɛɐˀn
teselskab	ˈteːˀsɛlˌsɡaːˀb
kostskolen	ˈkɐsdˌsɡoːlən
python	ˈpɑjtɐn
betænkningstid	beˈtɛŋˀɡneŋsˌtiðˀ
hævelse	ˈhɛːvəlsə
ytringsfriheden	ˈydʁeŋsfʁiˌheðˀən
sjuske	ˈʃusɡə
volumen	voˈluːmən
episke	ˈeːˀpisɡə
dyrkes	ˈdyɐɡəs
bogota	boɡoˈta
elektroner	elɛɡˈtʁoːˀnɐ
analogi	analoˈɡiːˀ
godtgøre	ˈɡɐdˌɡœːˀɐ
stenede	ˈsdeːnəðə
eminent	emiˈnɛnˀd
pladespiller	ˈplaːðəˌsbelɐ
samira	sɑˈmiːɑ
kluk	ˈkluɡ
landbruget	ˈlanˌbʁuːˀəð
hallucinerede	halusiˈneːˀɐðə
forbundspolitiet	ˈfɒːbɔnspoliˌtiːˀəð
umærkede	ˈuˌmɛɐɡəðə
parkens	ˈpɑːɡəns
notesblok	ˈnoːdəsˌblɐɡ
bistik	ˈbiːˌsdeɡ
forfalden	fɒˈfalˀən
nikola	niˈkoːla
restauranterne	ʁesdoˈʁɑŋˀɐnə
milena	miˈleːna
derudaf	ˈdeɐˀˌuðˀˌaːˀ
nordsøen	ˈnoɐˌsøːˀən
utroværdig	ˈutʁoˌvɛɐˀdi
fundamentalt	fɔndamɛnˈtaːˀld
fliserne	ˈfliːsɐnə
opvarme	ˈɐbˌvɑːˀmə
skandinavien	sɡandiˈnaːˀviən
milliliter	ˈmiliˌlidɐ
pli	ˈpliːˀ
aftagende	ˈɑwˌtaːˀənə
vidunderet	ˈviðˌɔnˀɐɐð
ordenshåndhæver	ˈɒːˀdənshɐnˌhɛːˀvɐ
arvelig	ˈɑːvəli
spritny	ˈsbʁidˈnyːˀ
erindringen	eˈʁenˀˌdʁeŋˀən
skraldemanden	ˈsɡʁɑləˌmanˀən
hævngerrige	ˈhɛwnˌɡɛːˀˌʁiːˀə
udluftning	ˈuðˌlɔfdneŋ
blodpropper	ˈbloðˌpʁɐbɐ
druerne	ˈdʁuːɐnə
loves	ˈlɔːvəs
katharina	kataˈʁiːna
judæa	juˈdɛːa
fældes	ˈfɛləs
udgivelse	ˈuðˌɡiːˀəlsə
kongernes	ˈkɐŋɐnəs
kagedåsen	ˈkaːəˌdɔːsən
bryggen	ˈbʁøɡən
trafiklys	tʁɑˈfiɡˌlyːˀs
hadefulde	ˈhaːðəˌfulˀə
uforsvarligt	ufɒˈsvɑːˀlid
varetager	ˈvɑːɐˌtɑːˀ
luftvejene	ˈlɔfdˌvɑjənə
nygaard	ˈnyːˌɡɒːˀ
forvalteren	fɒˈvalˀdɐɐn
gnidninger	ˈɡniðˌneŋˀɐ
skruerne	ˈsɡʁuːɐnə
mageløse	ˈmaːəˌløːˀsə
gunstig	ˈɡɔnsdi
medsammensvoren	ˈmɛðsɑmənˌsvoːˀɐn
kamille	kaˈmilə
dennes	ˈdɛnəs
førsteudgave	ˈfœɐsdəuðˌɡaːvə
defensiven	ˈdefənˌsiːˀvən
lovbrud	ˈlɐwˌbʁuð
skænde	ˈsɡɛnə
drankere	ˈdʁɑŋɡɐɐ
drikkevarerne	ˈdʁeɡəˌvɑːɐnə
undersøgende	ˈɔnɐˌsøːˀənə
planmæssigt	ˈplaːnˌmɛsid
ruinen	ʁuˈiːˀnən
ismael	ˈismaˌɛl
udråbt	ˈuðˌʁɐbd
chatte	ˈtjade
målområdet	ˈmɔːlɐmˌʁɔːðəð
sandfærdig	sanˈfɛɐˀdi
orientalsk	ɒiənˈtaːˀlsɡ
glippede	ˈɡlebəðə
adjudant	ˈaðjuˌdanˀd
fernisering	fɛɐniˈseɐˀeŋ
cambodia	kɑmˈboːˀdja
glædens	ˈɡlɛːðəns
gam	ˈɡɑm
stedt	ˈsdeːˀd
højtidelighed	hɐjˈtiðˀəliˌheðˀ
storartede	ˈsdoɐˌɑːˀdəðə
gennemsøgning	ˈɡɛnəmˌsøːˀneŋ
fængselsdom	ˈfɛŋˀselsˌdɐmˀ
imperier	emˈpeɐˀjɐ
autoriserede	ɑwtoɐiˈseːˀɐðə
trillioner	tʁiliˈoːˀnɐ
bagværk	ˈbɑwˌvɛɐɡ
listet	ˈlesdəð
kyklop	kyˈkloːˀb
depressioner	depʁəˈʃoːˀnɐ
trommeslageren	ˈtʁɔməˌslaːˀɐɐn
basra	ˈbasʁɑ
forgive	fɒˈɡiːˀ
kendelser	ˈkɛnəlsɐ
astronom	asdʁoˈnoːˀm
lokomotivet	loɡomoˈtiːˀvəð
sløring	ˈsløɐeŋ
fordrev	fɒˈdʁewˀ
styrende	ˈsdyːɐnə
rensdyrene	ˈʁɛnˀsˌdyːˀɐnə
kvalitets	kvaliˈteːˀds
garantien	ɡɑɑnˈtiːˀən
vingummibamser	ˈviːnɡɔmiˌbɑmsɐ
tankevækkende	ˈtɑŋɡəˌvɛɡənə
udgives	ˈuðˌɡiːˀs
amnesi	ɑmnəˈsiːˀ
lai	ˈlɑj
krympet	ˈkʁømbəð
klareste	ˈklɑːɐsdə
undren	ˈɔndʁɐn
forbarme	fɒˈbɑːˀmə
gengive	ˈɡɛnˌɡiːˀ
kalcium	ˈkalˀʃɔm
allerværste	ˈalˀɐˈvɛɐsdə
sumatra	ˈsuːˀmatʁɑ
supplerende	suˈpleːˀɐnə
trykkeriet	tʁœɡəˈʁiːˀəð
krucifiks	kʁusiˈfiɡs
munterhed	ˈmɔnˀdɐˌheðˀ
dovent	ˈdɐwend
jordprøver	ˈjoɐˌpʁøːvɐ
amts	ˈɑmˀds
okser	ˈɐɡsɐ
konverteret	kɐnvɛɐˈteːˀɐð
tysse	ˈtysə
flodens	ˈfloðˀəns
børnepasning	ˈbœɐnəˌpasneŋ
kolonister	koloˈnisdɐ
diskoteket	disɡoˈteːˀɡəð
rædselsslagne	ˈʁɛðˀselsˌslaːˀnə
retriever	ʁeˈtʁiːvɐ
nusser	ˈnusɐ
leveringer	leˈveːˀˌʁeŋˀɐ
primærvalg	pʁiːˈmɛɐˀˌvalˀ
tungekys	ˈtɔŋəˌkøs
anatomisk	anaˈtoːˀmisɡ
koreografien	koɐəoɡʁɑˈfiːˀən
kvæstede	ˈkvɛsdəðə
lejrskole	ˈlɑjˀɐˌsɡoːlə
julelys	ˈjuːləˌlyːˀs
parabolen	pɑɑˈboːˀlən
måls	ˈmɔːˀls
blegne	ˈblɑjnə
pengetransport	ˈpɛŋətʁɑnsˌpɒːd
nødråb	ˈnøðˌʁɔːˀb
pulserende	pulˈseːˀɐnə
køkkengulvet	ˈkøɡənˌɡɔlˀəð
gyldige	ˈɡylˌdiːˀə
krokodillerne	kʁoɡoˈdilɐnə
korsvej	ˈkɒːsˌvɑjˀ
køleskabe	ˈkøːləˌsɡaːbə
ødelæggelserne	ˈøːðəˌlɛɡəlsɐnə
fosters	ˈfɐsdɐs
dybder	ˈdybdɐ
indstilles	ˈenˌsdelˀəs
virvar	ˈviɐˌvɑːˀ
overrendt	ˈɐwɐˌʁɛnˀd
apartheid	aˈpɑːdˌhɑjd
udførelsen	ˈuðˌføːˀɐlsən
skavanker	sɡaˈvɑŋˀɡɐ
ringhjørne	ˈʁeŋˌjœɐnə
anekdote	anɛɡˈdoːdə
skulpturen	sɡulbˈtuːˀɐn
tænketank	ˈtɛŋɡəˌtɑŋˀɡ
sammenslutningen	ˈsɑmənˌsludˌneŋˀən
forhørsleder	fɒˈhøɐˀsˌleːðɐ
årsunge	ˈɒːˀsˌɔŋe
redte	ˈʁeːˀdə
ekskursion	ɛɡsɡuɐˈʃoːˀn
chaufførens	ʃoˈføːˀɐns
galina	ɡaˈliːna
rangere	ʁɑŋˈʃeːˀɐ
bol	ˈboːˀl
mærkværdige	mɛɐɡˈvɛɐˀˌdiːˀə
chefkok	ˈʃɛːˀfˌkɐɡ
orkideer	ɒkiˈdeːˀɐ
omgivende	ˈɐmˌɡiːˀənə
monteres	mɐnˈteːˀɐs
massøse	maˈsøːsə
burgerne	ˈbœːɡɐnə
fyreseddel	ˈfyːɐˌsɛðˀəl
betingelsen	beˈteŋˀəlsən
nordlys	ˈnoɐˌlyːˀs
uforberedte	ˈufɒːbəˌʁeːˀdə
sminket	ˈsmeŋɡəð
minibar	ˈminiˌbɑːˀ
rundhåndet	ˈʁɔnˌhɐnˀəð
procedurerne	pʁosəˈdyːɐnə
nylon	ˈnɑjlɐn
dødbider	ˈdøðˌbiðˀɐ
understreget	ˈɔnɐˌsdʁɑjˀəð
moderlig	ˈmoːðɐli
indløste	ˈenˌløːˀsdə
fasthold	ˈfasdˌhɐlˀ
def	definiˈʃoːˀn
lørdage	ˈlœɐdaːə
folkevalgte	ˈfɐlɡəˌvaldə
udtrækning	ˈuðˌtʁɛɡneŋ
uåbnet	ˈuˌɔːˀbnəð
tilbagetrukket	teˈbaːəˌtʁɔɡəð
quiche	ˈkiʃ
himmelens	ˈhemələns
fremstillingen	ˈfʁɛmˌsdelˀˌeŋˀən
finalister	finaˈlisdɐ
sværte	ˈsvɛɐdə
slutspil	ˈsludˌsbel
kysseri	køsəˈʁiːˀ
pigeskole	ˈpiːəˌsɡoːlə
vinsmagning	ˈviːnˌsmaːneŋ
indberetter	ˈenbəˌʁɛdɐ
posthus	ˈpɐsdˌhuːˀs
katrin	ˈkatʁin
fjederen	ˈfjeðˀɐɐn
undveget	ˈɔnˌveːˀəð
administrativ	ˈaðminisdʁɑˌtiwˀ
endvidere	ɛnˈviːðɐɐ
senat	seˈnaːˀd
huang	ˈwɑŋ
signaturen	sinaˈtuːˀɐn
afblæser	ˈɑwˌblɛːˀsɐ
hyperventilerer	ˈhyːˀbɐvɛntiˌleːˀɐ
værtshuse	ˈvɛɐdsˌhuːsə
brædderne	ˈbʁɛðɐnə
skaffes	ˈsɡɑfəs
ildens	ˈilˀəns
ufuldstændig	ˈufulˌsdɛnˀdi
afrodite	ɑfʁoˈdidə
nappede	ˈnɑbəðə
ssr	ɛsɛsˈɛɐ
opdateringen	ˈɐbdaˌteːˀˌʁeŋˀən
pentagram	pɛntaˈɡʁɑmˀ
efternavne	ˈɛfdɐˌnɑwnə
altfor	ˈalˀdˌfɒ
folketinget	ˈfɐlɡəˌteŋˀəð
sikkerhedsniveau	ˈseɡɐhəðsniˌvo
peder	ˈpeːðɐ
seismiske	ˈsɑjˀsmisɡə
stenkast	ˈsdeːnˌkasd
havkat	ˈhɑwˌkad
beagle	ˈbiːɡəl
formindske	fɒˈmenˀsɡə
hejre	ˈhɑjʁɐ
spankulerer	sbɑŋɡuˈleːˀɐ
selvdestruktiv	ˈsɛldesdʁuɡˌtiwˀ
knippel	ˈknebəl
hull	ˈhɐl
politibeskyttelse	poliˈtibəˌsɡødəlsə
sonder	ˈsɐndɐ
nordstjernen	ˈnoɐˌsdjɛɐnən
oda	ˈoːda
usete	ˈuˌseːˀdə
skuffelsen	ˈsɡɔfəlsən
fyldige	ˈfylˌdiːˀə
tilbagegang	teˈbaːəˌɡɑŋˀ
alastair	ˈaliˌsdɐ
evalueringen	evaluˈeːˀˌʁeŋˀən
fredspris	ˈfʁeðsˌpʁiːˀs
smeder	ˈsmeːðɐ
parkeringshus	pɑˈkeɐˀeŋsˌhuːˀs
rockwell	ˈʁɐˌɡvɛl
salam	saˈlɑm
gangsteren	ˈɡaːŋsdɐɐn
tomatjuice	toˈmaːˀdˌdjuːs
ransagningen	ˈʁɑnˌsaːˀˌneŋˀən
mærkværdig	mɛɐɡˈvɛɐˀdi
tydet	ˈtyːðəð
emotionel	emoʃoˈnɛlˀ
godkendelsen	ˈɡoðˌkɛnˀəlsən
ældet	ˈɛləð
afværgede	ˈɑwˌvɛɐˀəðə
lægeligt	ˈlɛːəlid
bureaukratisk	byɐoˈkʁɑːˀdisɡ
blidere	ˈbliːðɐɐ
hingsten	ˈheŋˀsdən
fredfyldte	ˈfʁeðˌfylˀdə
vitaminpiller	vitaˈmiːˀnˌpelɐ
eventyrene	ˈɛːvənˌtyːˀɐnə
magna	ˈmɑwna
bestandig	beˈsdanˀdi
border	ˈboːɐ
galler	ˈɡalˀɐ
gardin	ɡɑˈdiːˀn
latinamerika	laˈtiːˀnaˌmeːˀʁika
plum	ˈplɔmˀ
blanketter	blɑŋˈkɛdɐ
friskere	ˈfʁesɡɐɐ
forliste	fɒˈliːˀsdə
genopbygningen	ˈɡɛnɐbˌbyˌɡneŋˀən
vorte	ˈvɒːdə
føling	ˈføːleŋ
humanitære	humaniˈtɛːˀɐ
nærgående	ˈnɛɐˌɡɔːˀənə
subjekt	ˈsubjɛɡd
skikkelser	ˈsɡiɡəlsɐ
finske	ˈfenˀsɡə
tumpet	ˈtɔmbəð
operationerne	obəʁɑˈʃoːˀnɐnə
holdbar	ˈhɐlˌbɑːˀ
nid	ˈniðˀ
vietnamesiske	vjɛdnɑˈmeːˀsisɡə
mirakelmager	miˈʁɑɡəlˌmaːɐ
bestyre	beˈsdyːˀɐ
sekvenser	seˈkvɛnˀsɐ
violinist	violiˈnisd
perserne	ˈpɛɐˀsɐnə
befrielsen	beˈfʁiːˀəlsən
kokkene	ˈkɐɡənə
gæstehus	ˈɡɛsdəˌhuːˀs
usunde	ˈuˌsɔnə
armhule	ˈɑːmˌhuːlə
styrmanden	ˈsdyɐˌmanˀən
stuvning	ˈsduːneŋ
levealder	ˈleːvəˌalˀɐ
kolossale	koloˈsaːˀlə
paradisets	ˈpɑːɑˌdiːˀsəðs
abbedisse	ɑbəˈdisə
bram	ˈbʁɑmˀ
nedrivning	ˈneðˌʁiwˀneŋ
manegen	maˈneːʃən
karim	kɑˈʁim
kliken	ˈkliːɡən
vandmænd	ˈvanˌmɛnˀ
funktionel	ˈfɔŋʃoˌnɛlˀ
blodsugende	ˈbloðˌsuːənə
essen	ˈɛsən
fingerede	feŋˈɡeːˀɐðə
matias	maˈtiːˀas
alkoholfri	ˈalɡohɐlˌfʁiːˀ
kundskaber	ˈkɔnˌsɡaːˀbɐ
installation	ensdalaˈʃoːˀn
casinoet	kaˈsiːˌnoːˀəð
brødrenes	ˈbʁøðʁɐnəs
uofficielle	ˈuɐfiˌʃɛlˀə
blasfemisk	blasˈfeːˀmisɡ
alzheimer	ˈɑldsˌhɑjmɐ
baduljen	baˈduljən
rækkerne	ˈʁɛɡɐnə
retterne	ˈʁɛdɐnə
fikses	ˈfeɡsəs
arno	ˈɑːno
infiltrator	enfilˈtʁɑːtɒ
vinkælder	ˈviːnˌkɛlɐ
jobbeskrivelse	ˈdjɐbbəˌsɡʁiːˀvəlsə
berggren	ˈbɛɐwˌɡʁeːˀn
musikvideo	muˈsiɡˌviːˀdjo
forhadte	fɒˈhadə
siler	ˈsiːˀlɐ
nagasaki	nɑɡaˈsɑɡi
landes	ˈlanəs
isa	ˈiːsa
aflæsning	ˈɑwˌlɛːˀsneŋ
marathon	ˈmɑːˀɑtɒn
udvendigt	ˈuðˌvɛnˀdid
indbildt	ˈenˌbilˀd
tågede	ˈtɔːwəðə
døtrene	ˈdødʁɐnə
hovedperson	ˈhoːəðpɛɐˌsoːˀn
fablede	ˈfaːbləðə
instanser	enˈsdanˀsɐ
strikse	ˈsdʁeɡsə
hanerne	ˈhaːnɐnə
hensynsfuld	ˈhɛnsyːnsˌfulˀ
fanatiske	faˈnaːˀdisɡə
gennemlever	ˈɡɛnəmˌleːˀvɐ
undertrykkende	ˈɔnɐˌtʁøɡənə
gebis	ɡeˈbis
mørklægge	ˈmœɐɡˌlɛɡə
følelseskold	ˈføːləlsəsˌkɐlˀ
parametrene	pɑɑˈmeːˀdʁɐnə
saldo	ˈsaldo
grandtante	ˈɡʁɑnˌtandə
idoler	iˈdoːˀlɐ
pengesedler	ˈpɛŋəˌsɛðlɐ
lagenet	ˈlaːˀənəð
samara	sɑmɑˈʁɑ
carte	ˈkɑːd
imødegå	iˈmøːðəˌɡɔːˀ
erklæringer	ɛɐˈklɛːˀˌʁeŋˀɐ
drabsforsøg	ˈdʁɑːˀbsfɒˌsøːˀ
valgår	ˈvalˌɒːˀ
kække	ˈkɛɡə
komplicere	kɐmbliˈseːˀɐ
fordelagtigt	fɒdeˈlɑɡdid
aruba	ɑˈʁuːba
overbelaste	ˈɐwɐbeˌlasdə
udlært	ˈuðˌlɛɐˀd
fasten	ˈfaːsdən
sterilisere	sdeɐiliˈseːˀɐ
calle	ˈkalə
flagrer	ˈflɑwɐ
israeler	isʁɑˈeːˀlɐ
advokatfirmaet	aðvoˈkaːˀdˌfiɐˌmaːˀəð
nævekamp	ˈnɛːvəˌkɑmˀb
mættet	ˈmɛdəð
ekspeditioner	ɛɡsbədiˈʃoːˀnɐ
søsterens	ˈsøsdɐɐns
bunkere	ˈbɔŋɡɐɐ
niche	ˈniʃə
målgruppe	ˈmɔːlˌɡʁubə
efterladenskaber	ˈɛfdɐlaːðənˌsɡaːˀbɐ
automater	ɑwtoˈmaːˀdɐ
uhygiejnisk	ˈuhyɡiˌɑjˀnisɡ
klit	ˈklid
diagnosticere	dianɐsdiˈseːˀɐ
mugne	ˈmɔɡnə
arrestordrer	ɑˈʁɛsdˌɒːˀdʁɐ
højtiden	ˈhɐjˌtiðˀən
margareta	mɑɡɑˈʁeːta
berige	beˈʁiːˀə
sysler	ˈsyslɐ
mynte	ˈmøndə
elevernes	eˈleːˀvɐnəs
fægtning	ˈfɛɡdneŋ
brodden	ˈbʁɐðˀən
udlejningsbil	ˈuðˌlɑjˀneŋsˌbiːˀl
epoke	eˈpoːɡə
raider	ˈʁɛjdɐ
pomp	ˈpɐmˀb
hylet	ˈhyːˀləð
jos	ˈjoːˀs
stuvet	ˈsduːəð
nobels	noˈbɛls
fåresyge	ˈfɒːɐˌsyːə
ildsted	ˈilˌsdɛð
druiderne	dʁuˈiːðɐnə
kasinoerne	kaˈsiːˌnoːˀɐnə
monarkiet	monɑˈkiːˀəð
genterapi	ˈɡeːˀntəɑˌpiːˀ
glasfiber	ˈɡlasˌfiːˀbɐ
cpu	seːpeːˈuːˀ
betændte	beˈtɛnˀdə
udstrakt	ˈuðˌsdʁɑɡd
dunken	ˈdɔŋˀɡən
hængslerne	ˈhɛŋˀslɐnə
supplere	suˈpleːˀɐ
uregelmæssigt	ˈuˌʁeːˀəlˌmɛsid
motorbåd	ˈmoːtɒˌbɔðˀ
livsvigtige	ˈliwsˌveɡˌdiːˀə
vicedirektøren	ˈviːsədiɐəɡˌtøːˀɐn
konfetti	kɐnˈfɛdi
verna	ˈvɛɐna
rørledningen	ˈʁœɐˌleðˌneŋˀən
privatnummer	pʁiˈvaːˀdˌnɔmˀɐ
terrorgruppe	ˈtɛːɒˌɡʁubə
planlægges	ˈplaːnˌlɛɡəs
tyvende	ˈtyːvənə
salamanca	salaˈmɑŋka
hundredtusinder	hunʁɐðˈtuːˀsənɐ
sprint	ˈsbʁenˀd
godhjertede	ˈɡoðˌjɛɐdəðə
aurelia	ɑwˈʁeːˀlja
indtørret	ˈenˌtœːˀɐð
længer	ˈlɛŋɐ
rummand	ˈʁɔmˌmanˀ
elnettet	ˈɛlˌnɛdəð
bjergtop	ˈbjɛɐwˌtɐb
antidepressiv	ˈantidəpʁəˌsiwˀ
polerne	ˈpoːˀlɐnə
mime	ˈmiːmə
uholdbar	ˈuhɐlˌbɑːˀ
forklæder	fɒˈklɛɐˀ
kludrer	ˈkluðʁɐ
faserne	ˈfaːsɐnə
storcenter	ˈsdoɐˌsɛnˀdɐ
lonny	ˈlɐni
markering	mɑˈkeɐˀeŋ
asiaterne	asiˈaːˀdɐnə
suspendering	susbɛnˈdeɐˀeŋ
adskilles	ˈaðˌsɡelˀəs
buddhistisk	buˈdisdisɡ
juleferien	ˈjuːləˌfeɐˀjən
abdi	ˈɑbdi
stedsøster	ˈsdɛðˌsøsdɐ
forankret	fɒˈɑŋˀɡʁɐð
køkkener	ˈkøɡənɐ
pensioneres	pɑŋʃoˈneːˀɐs
opfattelsen	ˈɐbˌfadəlsən
dildoer	ˈdilˌdoːˀɐ
dukkehuset	ˈdɔɡəˌhuːˀsəð
dødstal	ˈdøðsˌtal
undslupne	ˈɔnˌslɔbnə
illoyal	ˈilɐˌjaːˀl
familiepleje	faˈmilˀjəˌplɑjə
fremstående	ˈfʁɛmˌsdɔːˀənə
bindestreg	ˈbeneˌsdʁɑjˀ
dyttede	ˈdydəðə
påførte	ˈpɐˌføɐˀdə
medikamenter	medikaˈmɛnˀdɐ
hæmsko	ˈhɛmˌsɡoːˀ
stormet	ˈsdɒːməð
ufarlige	ˈuˌfɑːˌliːˀə
spydig	ˈsbyːði
orangutang	oˈʁɑŋɡuˌtɑŋ
passagerne	pasaˈʃeːˀɐnə
snobber	ˈsnɐbɐ
allerhelligste	ˈalˀɐˈhɛlisdə
tjansen	ˈtjanˀsən
atkins	ˈadkens
pessar	peˈsɑːˀ
zink	ˈseŋˀɡ
algebra	ˈalɡəbʁɑ
kvæstelserne	ˈkvɛsdəlsɐnə
sadle	ˈsaðlə
barken	ˈbɑːɡən
hopla	ˈhɐbla
æt	ˈɛːˀd
livserfaring	ˈliwsɛɐˌfɑːˀeŋ
dry	ˈdʁɑːj
kongedømme	ˈkɐŋəˌdœmə
håndflader	ˈhɐnˌflaːðɐ
sataniske	saˈtaːˀnisɡə
tredoblet	ˈtʁeːˌdɐbləð
gedeost	ˈɡeːðəˌɔsd
konduktør	kɐnduɡˈtøɐˀ
beære	beˈɛːˀɐ
piloternes	piˈloːˀdɐnəs
befolkningens	beˈfɐlˀˌɡneŋˀəns
vedtægterne	ˈveðˌtɛɡdɐnə
drenges	ˈdʁɛŋəs
pointene	poˈɛŋˀənə
aborten	aˈbɒːdən
landmændene	ˈlanˌmɛnˀənə
luns	ˈlɔnˀs
uværdige	ˈuˌvɛɐˀˌdiːˀə
term	ˈtɛɐˀm
forstørrede	fɒˈsdœːˀɐðə
fm	ˈɛfˌɛm
betrækket	beˈtʁɛɡəð
folke	ˈfɐlɡə
skånselsløse	ˈsɡɔːˀnselsˌløːˀsə
klumpet	ˈklɔmbəð
luksushotel	ˈlɔɡsushoˌtɛlˀ
begreber	beˈɡʁeːˀbɐ
uoprettelig	uɐˈbʁɛdəli
fodsporene	ˈfoðˌsboːˀɐnə
protestant	pʁodəˈsdanˀd
turnere	tuɐˈneːˀɐ
toldvæsenet	ˈtɐlˌvɛːˀsənəð
fyldepen	ˈfyləˌpɛnˀ
omkomme	ˈɐmˌkɐmˀə
almene	ˈalˌmeːˀnə
ug	ˈuːˀˌɡeːˀ
heltemodig	ˈhɛldəˌmoðˀi
renge	ˈʁɛŋə
frygtes	ˈfʁøɡdəs
tidskrævende	ˈtiðsˌkʁeːvənə
gunstige	ˈɡɔnˌsdiːˀə
ugjort	ˈuˌɡjoɐˀd
forlystelser	fɒˈløsdəlsɐ
cornelia	kɒˈneːˀlja
rekonstruktionen	ˈʁekɐnsdʁuɡˌʃoːˀnən
pandemi	pandəˈmiːˀ
harpo	ˈhɑːpo
milner	ˈmilˀnɐ
minimalt	miniˈmaːˀld
indledningen	ˈenˌleðˀˌneŋˀən
tidl	ˈtiðˌliːˀɐɐ
fanfare	fanˈfɑːɐ
lynhurtig	ˈlyːnˈhuɐdi
brugerne	ˈbʁuːɐnə
saltede	ˈsaldəðə
krybbe	ˈkʁybə
maximilian	mɑɡsiˈmiːˀljan
tavshedsløfte	ˈtɑwshəðsˌløfdə
afsiger	ˈɑwˌsiːɐ
manifestet	maniˈfɛsdəð
kronjuvelerne	ˈkʁoːnjuˌveːˀlɐnə
velformuleret	ˈvɛlfɒmuˌleːˀɐð
afsige	ˈɑwˌsiːˀə
uregerlig	uʁeˈɡeɐˀli
slentre	ˈslɛndʁɐ
standhaftig	sdanˈhɑfdi
datidens	ˈdaˌtiðˀən
uafklaret	ˈuɑwˌklɑːˀɐð
valgmulighed	ˈvalmuːliˌheðˀ
kognitiv	ˈkɐɡniˌtiwˀ
funktionsdygtig	fɔŋˈʃoːˀnsˌdøɡdi
handlekraftig	ˈhanləˌkʁɑfdi
bogføringen	ˈbɔwˌføːˀˌʁeŋˀən
græsstrå	ˈɡʁɛsˌsdʁɔːˀ
sølvfarvede	ˈsølˌfɑːvəðə
vindrue	ˈviːnˌdʁuːə
construction	kɐnˈsdʁɐɡʃen
narkohandlerne	ˈnɑːɡoˌhanˀlɐnə
rumfartøj	ˈʁɔmˌfɑːˌtɐj
hotline	ˈhɐdˌlɑjn
uagtsomhed	uˈɑɡdsɐmˌheðˀ
udkastet	ˈuðˌkasdəð
fusket	ˈfusɡəð
proptrækker	ˈpʁɐbˌtʁɛɡɐ
indbyggede	ˈenˌbyɡəðə
lemmerne	ˈlɛmɐnə
dm	ˈdeːˀˌɛm
allerbedst	ˈalˀɐˈbɛsd
vriste	ˈvʁesdə
bosætte	ˈboːˌsɛdə
interviewene	entɐˈvjuːˀɐne
halvtredser	halˈtʁesɐ
personers	pɛɐˈsoːˀnɐs
udvinder	ˈuðˌvenˀɐ
fornyer	fɒˈnyːˀɐ
elskelige	ˈɛlsɡəˌliːˀə
kløjes	ˈklɐjˀəs
bodil	ˈboːdil
skriftestolen	ˈsɡʁefdəˌsdoːˀlən
mindsteløn	ˈmenˀsdəˌlœn
utætte	ˈuˌtɛdə
snabel	ˈsnaːˀbəl
observatørerne	ɐbsɛɐvaˈtøːˀɐnə
ætset	ˈɛdsəð
modtagere	ˈmoðˌtaːˀɐɐ
barberes	bɑˈbeːˀɐs
glansen	ˈɡlanˀsən
agerede	aˈɡeːˀɐðə
aileen	ɑjˈliːn
afspejle	ˈɑwˌspɑjˀlə
præmisser	pʁɛˈmisɐ
akustisk	aˈkusdisɡ
forvaltning	fɒˈvalˀdneŋ
biltur	ˈbiːlˌtuɐˀ
tyndskid	ˈtønˌsɡiðˀ
tilgå	ˈtelˌɡɔːˀ
hyggesnak	ˈhyɡəˌsnɑɡ
parkeringskælder	pɑˈkeɐˀeŋsˌkɛlɐ
birgit	ˈbiɐɡid
imam	iˈmaːˀm
fondens	ˈfɐŋˀəns
pifter	ˈpifdɐ
letland	ˈlɛdˌlanˀ
fink	ˈfeŋˀɡ
ringeste	ˈʁeŋəsdə
modem	ˈmoːˌdɛmˀ
verbal	vɛɐˈbaːˀl
byråd	ˈbyːˌʁɔːˀð
champignoner	ˈʃɑmpiˌnjɐŋˀɐ
lænestol	ˈlɛːnəˌsdoːˀl
voldgrav	ˈvɐlˌɡʁɑwˀ
kræv	ˈkʁewˀ
sendinger	ˈsɛˌneŋˀɐ
partout	pɑˈtu
bagtaler	ˈbɑwˌtaːˀlɐ
tankstationer	ˈtɑŋɡsdaˌʃoːˀnɐ
kolonnen	koˈlɐnən
trækning	ˈtʁɛɡneŋ
deform	deˈfɒːˀm
bagmandspolitiet	ˈbɑwmanspoliˌtiːˀəð
okkult	oˈkulˀd
sterile	sdeˈʁiːˀlə
spisested	ˈsbiːsəˌsdɛð
miniature	miniaˈtyːɐ
baroner	bɑˈʁoːˀnɐ
fægte	ˈfɛɡdə
obduktioner	ɐbduɡˈʃoːˀnɐ
lappen	ˈlɑbən
kampfly	ˈkɑmbˌflyːˀ
milevidt	ˈmiːləˌvid
areal	ɑəˈaːˀl
referere	ʁefəˈʁeːˀɐ
