# Punjabi CROSS-SCRIPT restoration lexicon — real Shahmukhi spelling ⇥ GOLD canonical IPA.
# The IPA comes from the VOWELED Gurmukhi sister-spelling (kaikki dual-script pairs) via our Gurmukhi g2p,
# so it restores the short vowels + majhūl و/ی + retroflex ن/ݨ the Shahmukhi abjad drops. CC-BY-SA (kaikki).
# SECOND SOURCE: pa↔pnb Wikipedia TITLE pairs (Wikidata sitelinks; 18,930 dual-wiki articles), word-aligned
# positionally when token counts match — every pair clears the same skeleton gate (a re-worded title
# differs in its plain consonants and is dropped: ਮਹਾਤਮਾ/موہن). Titles are CC-BY-SA like the rest.
# Consonant-skeleton gated. Regenerate: tools/perso-arabic/build_gurmukhi_shahmukhi.ts
آؤچ	ˈaːʊt͡ʃ
ڈیلٹا	ɖˈɛːlʈaː
ڈیلی	ɖˈeːliː
ڈیلیڈا	d̪eːlˈeːd̪aː
ڈیم	ɖˈɛːm
ڈیماں	ɖˈɛːmã
ڈیموکریسی	ɖɛːmˈoːkɾeːsiː
ڈیموکریٹس	ɖɛːmˈoːkɾiːt̪əs
ڈیموکریٹک	ɖɛːmˈoːkɾeːʈɪk
ڈین	ɖˈɛːɳ
ڈینائل	ɖiːnˈaːɪl
ڈینس	ɖˈeːnɪs
ڈینگی	ɖˈẽŋɡuː
ڈینی	d̪ˈaːniː
ڈینیئل	ɖeːnˈiːəl
ڈینیل	ɖɛːnˈiːəl
ڈیٹا	ɖˈaːʈaː
ڈیٹابیس	ɖɛːʈaːbˈeːs
ڈیٹروئٹ	ɖɪʈɾˈoːɪʈ
ڈیڈ	ɖˈɛːɖː
ڈیکارٹ	d̪eːkˈaːɾət̪
ڈیگر	ɖˈiːɡəɾ
ڈیݨ	ɖˈɛːɳ
ڈے	ɖˈeː
ڑی	ɽˈiː
ڡوہرا	ʋˈoːɦɾaː
کئی	kˈəiː
کا	kˈaː
کاؤنکے	kaːˈʊ̃ŋkeː
کاؤں	kˈaːõ
کائر	kˈaːɪɾ
کائنات	kaːɪnˈaːt̪
کائی	kˈaːiː
کائیٹ	kaːˈiːʈ
کائیکس	keːkˈoːs
کابل	kˈaːbʊl
کاتاکانا	kaːt̪aːkˈaːnaː
کاترین	kɛːʈɾˈiːn
کاج	kˈaːd͡ʒ
کاجل	kˈaːd͡ʒəl
کاجو	kˈaːd͡ʒuː
کاجول	kaːd͡ʒˈoːl
کاجیتا	kəd͡ʒˈiːt̪aː
کادائی	kaːd̪ˈaːiː
کادمبری	kaːd̪ˈə̃mbəɾiː
کادمبنی	kaːd̪ˈə̃mbəniː
کار	kˈaːɾ
کارا	kˈaːɾaː
کارابوک	kaːɾˈaːbʊk
کارامان	kaːɾmˈaːn
کاراکوچا	kaːɾaːkˈoːt͡ʃaː
کاربن	kˈaːɾbən
کاربوہائیڈریٹ	kaːɾboːɦaːiːɖɾˈeːʈ
کاربٹ	koːɾbˈɛːʈː
کارتیک	kˈaːɾt̪ɪk
کارج	kˈaːɾəd͡ʒ
کارخانہ	kˈaːɾxaːnaː
کارس	kˈaːɾəs
کارسیکا	kˈaːɾsɪkaː
کارل	kˈaːɾəl
کارلا	kˈaːɾlaː
کارلوس	kaːɾlˈoːs
کارمن	kˈəɾmən
کارن	kˈaːɾən
کارنامے	kˈaːɾnaːmeː
کارنل	kaːɾnˈeːl
کارنیگی	kˈaːɾneːɡiː
کاروائی	kˈaːɾʋaːiː
کاروبار	kaːɾoːbˈaːɾ
کارون	kˈəɾʊn
کارٹا	kˈaːɾʈaː
کارٹر	kˈaːɾʈəɾ
کارٹون	kaːɾʈˈuːn
کارٹیر	kˈaːɾt̪iːəɾ
کارپوریشن	kˈaːɾpoːɾeːʃən
کارڈ	kˈaːɾəɖ
کارڈف	kˈaːɾɖɪf
کارڈوچی	kˈaːɾd̪uːt͡ʃiː
کارڈی	kˈaːɾɖiː
کارکردگی	kaːɾəkɾˈəd̪ɡiː
کارگل	kˈaːɾɡɪl
کارین	kəɾˈeːn
کاریگر	kaːɾˈiːɡəɾ
کازوے	kˈɔːzʋeː
کازیرانگا	kaːziːɾˈə̃ŋɡaː
کازیمیر	keːziːmˈiːɾ
کاسا	kˈaːsaː
کاسابلانکا	kaːsaːblˈãŋkaː
کاسترو	kaːsˈət̪ɾoː
کاسوبی	kaːsˈuːbiː
کاسٹرو	kaːsˈət̪ɾoː
کاسٹیلینو	kˈɛːsʈeːliːnoː
کاسک	kəsˈaːk
کاشان	kaːʃˈaːn
کاشانی	kaːʃˈaːniː
کاشغر	kaːʃɣˈaːɾ
کاشمیری	kəʃmˈiːɾiː
کاشنی	kˈaːʃniː
کاشی	kˈaːʃiː
کاظم	kɪˈaːzɪm
کاظمی	kˈaːzmiː
کاغذ	kˈaːɣəz
کاغذی	kˈaːɣziː
کاف	kˈaːf
کافکا	kˈaːfkaː
کافی	kˈaːfiː
کال	kˈaːl
کالا	kˈaːɭaː
کالاش	kˈəɭʃaː
کالانی	kaːlˈaːɳiː
کالاہاری	kaːlaːɦˈaːɾiː
کالج	kˈaːləd͡ʒ
کالم	kˈaːləm
کاليکے	kaːlˈeːkeː
کالکا	kˈaːlkaː
کالی	kˈaːliː
کالیداس	kaːliːd̪ˈaːs
کالیگولا	kaːlˈiːɡʊlaː
کام	kˈaːm
کاما	kˈaːmaː
کاماگاٹامارو	kaːmaːɡaːʈaːmˈaːɾuː
کامبلے	kˈãmbəleː
کامدا	kˈaːmd̪aː
کامرا	kˈaːmɾaː
کامران	kaːmɾˈaːn
کامرس	kˈaːmɾəs
کامریڈ	kaːmɾˈeːɖ
کامل	kˈaːmɪl
کاملا	kˈəmlaː
کاملوپس	kˈɛːmluːpəs
کاملہ	kˈaːmɪlaː
کامنویلتھ	kaːmənʋˈɛːlət̪ʰ
کامنی	kˈaːmɪniː
کامیاب	kaːmjˈaːb
کامیڈی	kaːmˈeːɖiː
کامے	kˈaːmeː
کانا	kˈaːɳaː
کانت	kˈãn̪t̪
کانتا	kˈãn̪t̪aː
کانتھ	kˈə̃n̪t̪ʰ
کانجی	kˈãɲd͡ʒiː
کانن	kˈaːnən
کانو	kˈaːnuː
کانوری	kənˈuːɾiː
کانوگو	kaːnˈuːɡoː
کانٹ	kˈãn̪t̪
کانپور	kˈaːnpʊɾ
کانڈی	kˈãɳɖiː
کانگو	kˈãŋɡoː
کانہا	kˈaːnɦaː
کانی	kˈaːniː
کانیتکر	kənˈiːt̪kəɾ
کانیٹی	kɛːnˈeːʈiː
کانے	kˈaːɳeː
کاواباتا	kaːʋaːbˈaːt̪aː
کاوور	kaːʋˈuːɾ
کاوی	kˈaːʋɪ
کاویا	kˈaːʋɪaː
کاویری	kaːʋˈeːɾiː
کاوین	kˈaːʋɪn
کاٹ	kˈaːʈ
کاٹل	kˈaːʈəl
کاپی	kˈaːpiː
کاڈھ	kˈaː˥˩ɖ
کاک	kˈaːk
کاکا	kˈaːkaː
کاکاپو	kaːkˈaːpoː
کاکس	kˈaːkəs
کاکودکر	kaːkˈoːd̪kəɾ
کاکوری	kaːkˈoːɾiː
کاکی	kˈaːkiː
کاکیناڈا	kaːkiːnˈaːɖaː
کاکینوموتو	kaːkiːnoːmˈoːt̪oː
کاگ	kˈaːɡ
کاگا	kˈaːɡaː
کاں	kˈã
کاہ	kˈaːɦ
کاہدا	kˈaːɦd̪aː
کاہری	kˈaːɦɾiː
کاہلا	kˈaːɦlaː
کاہلو	kˈaːɦloː
کاہلوں	kˈaːɦlõ
کاہنوں	kˈaːɦnũ
کبا	kˈəbːaː
کباب	kəbˈaːb
کبرا	kˈʊbɾaː
کبری	kˈʊbɾaː
کبوتر	kəbˈuːt̪əɾ
کبوتری	kəbˈuːt̪ɾiː
کبڈی	kˈəbəɖːiː
کبیر	kəbˈiːɾ
کت	kˈɪt̪ː
کتا	kˈʊt̪ːaː
کتاب	kɪt̪ˈaːb
کتاباں	kɪt̪ˈaːbã
کتاروچک	kəʈaːɾˈuːt͡ʃəkː
کترنا	kət̪ˈəɾnaː
کترینہ	kəʈɾˈiːnaː
کتنا	kˈɪt̪naː
کتورا	kət̪ˈuːɾaː
کتھا	kˈət̪ʰaː
کتھاسرتساگر	kət̪ʰˈaːsɾɪt̪saːɡəɾ
کتھاکلی	kət̪ʰˈəkliː
کتھت	kˈət̪ʰɪt̪
کتھوں	kˈɪt̪ʰːõ
کتھک	kˈət̪ʰək
کتھے	kˈɪt̪ʰːeː
کتی	kˈʊt̪ːiː
کتیب	kət̪ˈeːb
کجل	kˈəd͡ʒːəl
کجوڑ	kəd͡ʒˈoːɽ
کجھ	kˈʊ˥˩d͡ʒ
کد	kˈəd̪
کداں	kˈɪd̪ːã
کدم	kˈəd̪əm
کدمبری	kəd̪mˈəbɾiː
کدنا	kˈʊd̪ːəɳaː
کدو	kˈəd̪ːuː
کدوں	kˈəd̪õ
کدھی	kˈə˥˩d̪iː
کدی	kˈəd̪iː
کدے	kˈəd̪eː
کر	kˈəɾ
کراؤنا	kəɾˈaːʊɳaː
کرائی	kɾˈaːiː
کرائیٹون	kəɾaːˈiːʈən
کرات	kˈəɾət̪
کرارا	kəɾˈaːɾaː
کراس	kəɾˈaːs
کراسنوڈار	kɾaːsnoːɖˈaːɾ
کرالڈ	kəɾˈaːləɖ
کرامت	kəɾˈaːmət̪
کرامویل	kəɾɔːmʋˈɛːlː
کرانجی	kəɾˈãɲd͡ʒiː
کرانیکل	kəɾˈaːnɪkəl
کراٹے	kəɾˈaːʈeː
کراچی	kəɾˈaːt͡ʃiː
کراکس	kaːɾaːkˈaːs
کراہ	kʊɾˈaːɦ
کراہنا	kəɾˈaːɦɳaː
کربلا	kəɾˈəblaː
کرت	kˈɪɾət̪
کرتا	kˈəɾʊt̪ːaː
کرتار	kəɾt̪ˈaːɾ
کرتارپور	kəɾt̪ˈaːɾpʊɾ
کرتی	kˈɪɾt̪iː
کرتیکا	kˈəɾt̪ɪkaː
کردا	kˈəɾd̪aː
کردستان	kʊɾd̪ɪst̪ˈaːn
کردی	kˈʊɾd̪iː
کردیشیئن	kəɾd̪aːʃˈiːən
کردے	kˈəɾd̪eː
کرزئی	kˈaːɾzəiː
کرس	kˈɪɾəs
کرسمس	kɾˈɪsməs
کرسنن	kɾˈɪsnən
کرسٹ	kɾˈɛːsəʈ
کرسٹن	kɾˈɪsʈən
کرسٹوف	kɾɪsʈˈoːf
کرسٹوفر	kɾɪsʈˈoːfəɾ
کرسٹینا	kɾˈɪsʈɪnaː
کرسچن	kɾˈɪst͡ʃən
کرسچنی	kɾɪst͡ʃiːˈaːn
کرسی	kˈʊɾsiː
کرسیہر	kɪɾsˈeːɦəɾ
کرشمہ	kəɾˈɪʃmaː
کرشن	kɾˈɪʃən
کرشنا	kɾˈɪʃən
کرشناماچر	kɾɪʃnaːmˈaːt͡ʃəɾ
کرشنامورتی	kɾɪʃnaːmˈuːɾt̪iː
کرشنسر	kɾɪʃˈənsəɾ
کرلانا	kʊɾlˈaːʊɳaː
کرلی	kˈɪɾliː
کرم	kˈəɾəm
کرمبر	kəɾˈəmbəɾ
کرمرکر	kəɾmˈəɾkəɾ
کرن	kˈəɾən
کرنا	kˈəɾnaː
کرنال	kəɾnˈaːl
کرناوتی	kəɾnˈaːʋt̪iː
کرناٹک	kəɾnˈaːʈək
کرنل	kˈəɾnəl
کرنم	kˈəɾnəm
کرنول	kʊɾnˈuːl
کرنٹ	kəɾˈə̃ɳʈ
کرنڈ	kəɾˈʊ̃ɳɖ
کرنی	kˈəɾɳiː
کرنیل	kəɾnˈɛːl
کرو	kˈəɾoː
کروا	kˈəɾʋaː
کروتیکا	kˈəɾʊt̪ɪkaː
کرودھ	kɾˈoː˥˩d̪
کروز	kəɾˈuːz
کروسبی	kəɾˈɔːsbiː
کروسو	kəɾˈuːsoː
کرولا	koːɾˈoːlaː
کروم	kɾˈoːm
کرومیئم	kəɾoːmˈiːəm
کرونا	kəɾˈoːnaː
کروندا	kəɾˈɔ̃n̪d̪aː
کروچ	kəɾˈɔːt͡ʃ
کروڑ	kəɾˈoːɽ
کروڑی	kəɾˈoːɽiː
کروکشیتر	kʊɾˈuːkʃeːt̪əɾ
کروݨا	kˈəɾʊɳaː
کرٹ	kˈʊɾəʈ
کرپا	kˈɪɾpaː
کرپال	kɪɾpˈaːl
کرپان	kɪɾpˈaːn
کرپس	kɾˈɪpəs
کرپلانی	kɾɪplˈaːniː
کرپٹون	kɾɪpʈˈɔːn
کرچ	kˈɪɾət͡ʃ
کرک	kˈəɾək
کرکل	kɛːɾˈaːkəl
کرکٹ	kɾˈɪkəʈ
کرکیٹا	kəɾkˈeːʈːaː
کرگمان	kəɾuːɡmˈɛːn
کرھ	kˈəɾɦ
کرہانی	kəɾɦˈaːniː
کریت	kʊɾˈiːt̪
کریتی	kɾˈɪt̪iː
کریتیکا	kɾˈɪt̪ɪkaː
کریر	kəɾˈiːɾ
کریری	kəɾˈeːɾiː
کریستوبال	kɾɪst̪oːbˈaːl
کریستینا	kəɾɪsʈˈiːnaː
کریلا	kəɾˈeːlaː
کریم	kəɾˈiːm
کریملن	kɾˈɛːmlɪn
کرینہ	kəɾˈiːnaː
کرینینا	kaːɾeːnˈiːnaː
کریٹ	kəɾˈɛːt̪
کریڈٹ	kɾˈɛːɖɪʈ
کریک	kɾˈiːk
کریگ	kəɾˈeːɡ
کرے	kˈəɾeː
کرݨ	kˈəɾəɳ
کس	kˈɪs
کسائی	kəsˈaːiː
کسان	kɪsˈaːn
کساٹ	kɛːsˈaːʈ
کستورا	kəst̪ˈuːɾaː
کستوربا	kəst̪ˈuːɾbaː
کستوری	kəst̪ˈuːɾiː
کسنا	kˈəsːəɳaː
کسنجر	kɪsˈɪ̃ɲd͡ʒəɾ
کسیل	kəsˈeːl
کش	kˈʊʃ
کشتہ	kˈʊʃt̪aː
کشتی	kˈəʃt̪iː
کشش	kˈəʃɪʃ
کشمش	kˈɪʃmɪʃ
کشمیر	kəʃmˈiːɾ
کشمیرا	kəʃmˈiːɾaː
کشمیری	kəʃmˈiːɾiː
کشنر	kˈʊʃnəɾ
کشور	kɪʃˈoːɾ
کشوری	kɪʃˈoːɾiː
کشیپ	kˈəʃɪəp
کعبہ	kˈaːəbaː
کفتاں	kˈʊft̪ã
کفر	kˈʊfəɾ
کفیل	kˈaːfɪl
کل	kˈʊlː
کلا	kˈəlːaː
کلائیمیٹ	kəlaːiːmˈeːʈ
کلائیو	kəlaːˈiːʋ
کلارا	kəlˈaːɾaː
کلارک	kˈəlɾək
کلاناتھ	kəlaːnˈaːt̪ʰ
کلانور	kəlaːnˈɔːɾ
کلاواں	kəlˈaːʋã
کلاڈ	kəlˈɔːd̪
کلاں	kˈəlã
کلب	kˈələbː
کلبرگی	kəlbˈʊɾɡiː
کلبھوشن	kˈʊ˥˩lbuːʃən
کلبیر	kʊlbˈiːɾ
کلتھی	kˈʊlt̪ʰiː
کلثوم	kʊlsˈuːm
کلجیت	kʊld͡ʒˈiːt̪
کلدیپ	kʊld̪ˈiːp
کلراج	kʊlɾˈaːd͡ʒ
کلسی	kˈəlsiː
کلن	kəlˈə̃n
کلنٹن	kəlˈɪ̃ɳʈən
کلو	kˈʊlːuː
کلوئی	kˈəloː
کلورائیڈ	kəloːɾaːˈiːɖ
کلورین	kəloːɾˈiːn
کلوزے	kəlˈoːz
کلول	kəlˈoːl
کلومیٹر	kɪloːmˈiːʈəɾ
کلون	kˈələn
کلونجی	kəlˈɔ̃ɲd͡ʒiː
کلوٹی	kəlˈoːʈiː
کلوڈ	kəlˈɔːd̪
کلپن	kˈəlpən
کلپنا	kəlˈəpnaː
کلپو	kˈəlpoː
کلچا	kˈʊlt͡ʃaː
کلکتا	kˈoːlkaːt̪aː
کلکرنی	kʊlkˈəɾniː
کلکس	kˈəlkəs
کلکی	kˈəlkiː
کلگام	kʊlɡˈaːm
کلہاری	kʊlɦˈaːɾiː
کلہݨ	kˈəlɦəɳ
کلی	kˈʊlːiː
کلیئر	kəlˈeːəɾ
کلیتکو	kəlˈeːt̪koː
کلیجا	kˈaːld͡ʒaː
کلیر	kəlˈeːɾ
کلیش	kəlˈaːʃ
کلیم	kəlˈiːm
کلیمنجارو	kɪliːmˈə̃ɲd͡ʒaːɾoː
کلیچی	kəlˈiːt͡ʃiː
کلیکھو	kˈəlɪkʰoː
کلیگیل	kɪlːˈiːɡɪl
کم	kˈə̃m
کمائنا	kəmˈaːʊɳaː
کمادی	kəmˈaːd̪iː
کمار	kʊmˈaːɾ
کمارسوامی	kʊmaːɾəsʋˈaːmiː
کماری	kʊmˈaːɾiː
کمال	kəmˈaːl
کمالہ	kˈəmlaː
کمالی	kəmˈaːliː
کمالینی	kˈəmlɪniː
کمب	kˈə̃mb
کمبل	kˈə̃mbəl
کمبلے	kˈʊ̃mbəleː
کمبنا	kˈə̃mbəɳaː
کمبنی	kˈə̃mbəɳiː
کمبوج	kə̃mbˈoːd͡ʒ
کمر	kˈəməɾ
کمرا	kˈʊmɾaː
کمربند	kəməɾbˈə̃n̪d̪
کمرہ	kˈəmɾaː
کمزور	kəmzˈoːɾ
کمشنر	kəmˈɪʃnəɾ
کمل	kˈəməl
کملا	kˈəmlaː
کملجیت	kəməld͡ʒˈiːt̪
کمودینی	kˈʊmʊd̪ɪniː
کمپائلر	kˈə̃mpaːɪləɾ
کمپالا	kˈə̃mpaːlaː
کمپلیکس	kˈə̃mpəlɛːkəs
کمچٹکا	kəmt͡ʃˈaːt̪kaː
کمہیار	kʊmɦɪˈaːɾ
کمیدان	kʊmeːd̪ˈaːn
کمیشن	kˈəmɪʃən
کمیلکا	kˈəmlɪkaː
کمیٹی	kəmˈeːʈiː
کن	kˈə̃n
کنا	kˈɪ̃naː
کنارا	kɪnˈaːɾaː
کنارہ	kɪnˈaːɾaː
کنان	kʊnˈaːn
کنت	kˈə̃n̪t̪
کنتک	kˈʊ̃n̪t̪ək
کنتی	kˈʊ̃n̪t̪iː
کنتے	kˈɪ̃n̪t̪eː
کنجاہ	kʊ̃ɲd͡ʒˈaːɦ
کنجاہی	kˈʊ̃ɲd͡ʒaːɦiː
کنجر	kˈə̃ɲd͡ʒəɾ
کنجی	kˈʊ̃ɲd͡ʒiː
کنداسامی	kˈə̃n̪d̪aːsaːmiː
کندلیرو	kˈə̃n̪d̪əleːɾuː
کندن	kˈʊ̃n̪d̪ən
کندنیکا	kˈʊ̃n̪d̪ənɪkaː
کندھ	kˈə̃˥˩n̪d̪
کندھاری	kˈə̃˥˩n̪d̪aːɾiː
کندھاں	kˈə̃˥˩n̪d̪ã
کندھی	kˈə̃˥˩n̪d̪iː
کنر	kˈuːnəɾ
کنست	kənˈɛːsət̪
کنشاسا	kɪnʃˈaːsaː
کنشک	kˈənɪʃək
کنعان	kənˈaːn
کننگھم	kənˈɪ̃˥˩ŋɡəm
کنوا	kˈənəʋ
کنوج	kə̃nˈɔːd͡ʒ
کنور	kənˈuːɾ
کنوری	kɪ̃nˈɔːɾ
کنوینشن	kənʋˈɛːnʃən
کنٹرول	kə̃ɳʈəɾˈoːl
کنٹھ	kˈə̃ɳʈʰ
کنچا	kˈãɲt͡ʃaː
کنچن	kˈə̃ɲt͡ʃən
کنڈ	kˈə̃ɳɖ
کنڈا	kˈə̃ɳɖaː
کنڈلی	kˈʊ̃ɳɖəliː
کنڈول	kə̃ɳɖˈoːl
کنڈھی	kˈə̃˥˩ɳɖiː
کنڈھے	kˈə̃˥˩ɳɖeː
کنڈی	kˈʊ̃ɳɖiː
کنڑ	kˈə̃nəɽ
کنگال	kə̃ŋɡˈaːl
کنگز	kˈɪ̃ŋɡəz
کنگو	kˈʊ̃ŋɡuː
کنگوجم	kˈə̃ŋɡʊd͡ʒəm
کنگھا	kˈə̃˥˩ŋɡaː
کنہئیا	kənɦəˈiːaː
کنہیا	kənɦəˈiːaː
کنہیری	kˈaːnɦeːɾiː
کنیر	kənˈeːɾ
کنیڈا	kənˈeːɖaː
کنیکا	kˈənɪkaː
کو	kˈuː
کوئتو	kˈiːt̪oː
کوئرالا	koːɪɾˈaːlaː
کوئلا	kˈoːlaː
کوئمباتور	koːɪ̃mbəʈˈuːɾ
کوئنٹن	kʊˈɪ̃ɳʈən
کوئٹا	kˈoːɪʈaː
کوئی	kˈoːiː
کوئیر	kʊˈiːɾ
کوئیلی	kˈoːɪliː
کوئیگانیار	kʊiːɡənjˈaːɾ
کوالی	kəʋˈaːliː
کوامی	kəʋˈaːmeː
کوبالٹ	koːbˈaːləʈ
کوبانی	koːbˈaːniː
کوبر	kˈuːbəɾ
کوبرا	kˈoːbɾaː
کوبرک	kˈʊbɾɪk
کوبے	kˈoːbeː
کوتل	kˈoːt̪əl
کوتوال	koːt̪ʋˈaːl
کوتک	kˈɔːt̪ək
کوثر	kˈɔːsəɾ
کوجھا	kˈoː˥˩d͡ʒaː
کور	kˈɔːɾ
کورا	kˈoːɾaː
کورائل	kʊɾˈiːl
کورال	kˈoːɾəl
کوربین	kˈoːɾbɪn
کورس	kˈoːɾəs
کورم	kˈʊɾəm
کورنی	kˈɔːɾniː
کورنیکووا	kˈoːɾniːkoːʋaː
کورو	kˈʊɾʊ
کوروساوا	kʊɾoːsˈaːʋaː
کوروکشیتر	kʊɾʊkʃˈeːt̪əɾ
کورٹ	kˈoːɾəʈ
کورٹانا	kˈoːɾʈaːnaː
کورکو	kˈoːɾkʊ
کوری	kˈoːɾiː
کوریئن	kuːɾˈiːən
کوریتیبا	kʊɾiːt̪ˈiːbaː
کوس	kˈoːs
کوسا	kˈoːsaː
کوسلا	kˈoːslaː
کوسٹا	kˈoːst̪aː
کوش	kˈoːʃ
کوشان	kʊʃˈaːɳ
کوشش	kˈoːʃɪʃ
کوشل	kˈɔːʃəl
کوشک	kˈɔːʃɪk
کوشی	kˈoːʃiː
کوشیک	kˈɔːʃɪk
کوفا	kˈuːfaː
کوفی	kˈoːfiː
کول	kˈoːl
کولا	kˈoːlaː
کولائیڈر	koːlaːˈiːɖəɾ
کولبروک	koːlˈəbɾʊkː
کولرج	kˈaːlɾɪd͡ʒ
کولسر	kˈɔːlsəɾ
کولمب	kuːlˈə̃mb
کولمن	kˈoːlmən
کولمین	koːlmˈɛːn
کولندا	koːlˈɪ̃n̪d̪aː
کولوراڈو	koːloːɾˈaːɖoː
کولٹر	kˈoːlʈəɾ
کولکاتہ	kˈoːlkaːt̪aː
کولہاپور	kˈoːlɦaːpʊɾ
کولہاپوری	kˈoːlɦaːpʊɾeː
کولی	kˈoːliː
کولیرو	koːlˈeːɾuː
کوم	kˈoːm
کومل	kˈoːməl
کومپوستیلا	koːmpˈoːst̪eːlaː
کومکالی	kˈoːmkaːliː
کومکس	kˈɔːmɪkəs
کون	kˈɔːɳ
کوناکری	koːnˈaːkɾiː
کونتا	kˈũn̪t̪aː
کونری	kˈoːnɾiː
کونلون	kˈʊnlʊn
کونٹی	kaːˈũɳʈiː
کونڈا	kˈũɳɖaː
کونڈکارلا	kõɳɖəkˈaːɾlaː
کونکن	kˈõŋkəɳ
کونکے	kˈɔ̃ŋkeː
کونین	kɔːnˈɛːn
کونیگسبرگر	koːnɪɡəsbˈəɾɡəɾ
کووند	koːʋˈɪ̃n̪d̪
کوٹ	kˈoːʈ
کوٹا	kˈoːʈaː
کوٹزی	koːˈɪʈziː
کوٹلہ	kˈoːʈlaː
کوٹلی	kˈoːʈliː
کوٹھا	kˈoːʈʰːaː
کوٹھاری	koːʈʰˈaːɾiː
کوٹھڑی	kˈoːʈʰɽiː
کوٹھے	kˈoːʈʰeː
کوٹی	kˈoːʈiː
کوٹیگانلی	koːʈɪɡˈaːnəlːiː
کوپر	kˈuːpəɾ
کوپرن	kˈuːpɾɪn
کوپرنیکس	koːpˈəɾnɪkəs
کوپمبیکا	kʊpːˈəmbɪkaː
کوپولا	koːpˈoːlaː
کوچ	kˈuːt͡ʃ
کوچرب	kˈoːt͡ʃɾəb
کوچم	kˈʊt͡ʃəm
کوچی	kˈoːt͡ʃiː
کوچین	kˈoːt͡ʃɪn
کوڈ	kˈoːɖ
کوڈنانی	kˈoːɖnaːniː
کوڈی	kˈɔːɖiː
کوڈیئا	kɔːɖˈiːaː
کوڈین	koːɖˈiːn
کوڑ	kˈuːɽ
کوڑا	kˈɔːɽaː
کوک	kˈuːk
کوکا	kˈoːkaː
کوکابرا	kuːkˈaːbɾaː
کوکبوروک	kəkˈəbɾək
کوکر	kˈuːkəɾ
کوکراہلی	kʊkːəɾˈaːɦəlːiː
کوکو	kˈʊkːuː
کوکٹو	kˈɔːkʈoː
کوگار	kˈuːɡəɾ
کوہرا	kˈoːɦɾaː
کوہلی	kˈoːɦliː
کوہیما	kˈoːɦɪmaː
کوہݨی	kˈuːɦɳiː
کویئر	kəʋˈiːəɾ
کویت	kʊʋˈɛːt̪
کویتا	kˈəʋɪt̪aː
کویشری	kəʋˈiːʃɾiː
کویں	kˈɪʋẽ
کيتو	kˈeːt̪uː
کٹ	kˈɪʈ
کٹائی	kəʈˈaːiː
کٹار	kəʈˈaːɾ
کٹس	kˈɪʈəs
کٹنا	kˈʊʈːəɳaː
کٹک	kˈəʈək
کٹھ	kˈəʈʰ
کٹھالی	kʊʈʰˈaːliː
کٹھمنڈو	kəʈʰmˈə̃ɳɖuː
کٹھور	kəʈʰˈoːɾ
کٹہرے	kˈəʈɦɪɾeː
کٹہل	kˈəʈɦəl
کٹی	kˈəʈːiː
کٹیکرشن	kʊʈˈiːkɾɪʃən
کٹیہار	kəʈɪɦˈaːɾ
کپ	kˈəpː
کپانی	kəpˈaːniː
کپاہ	kəpˈaːɦ
کپل	kˈəpɪl
کپلر	kˈɛːpləɾ
کپواڑا	kʊpʋˈaːɽaː
کپور	kəpˈuːɾ
کپورتھلہ	kəpuːɾˈət̪ʰlaː
کپوسمی	kʊpːˈuːsmiː
کپڑا	kˈəpːəɽaː
کپیلا	kˈəpɪlaː
کچا	kˈət͡ʃːaː
کچرا	kˈət͡ʃɾaː
کچری	kˈət͡ʃɾiː
کچلو	kˈɪt͡ʃluː
کچنار	kət͡ʃnˈaːɾ
کچنسکی	kət͡ʃiːnˈəskiː
کچورہ	kət͡ʃˈuːɾaː
کچوری	kət͡ʃˈoːɾiː
کچھ	kˈət͡ʃʰː
کچھہرا	kˈət͡ʃʰɦɪɾaː
کچہری	kˈət͡ʃɦɪɾiː
کچیپڑی	kʊt͡ʃˈiːpʊɽiː
کڈا	kˈɪɖːaː
کڈھ	kˈə˥˩ɖː
کڈھاں	kˈə˥˩ɖːã
کڈھدا	kˈə˥˩ɖːəd̪aː
کڈھدی	kˈə˥˩ɖːəd̪iː
کڈھدے	kˈə˥˩ɖːəd̪eː
کڈھن	kˈə˥˩ɖːəɳ
کڈھنا	kˈə˥˩ɖːəɳaː
کڈھو	kˈə˥˩ɖːoː
کڈھی	kˈə˥˩ɖːiː
کڈھیاں	kˈə˥˩ɖːɪjã
کڈھے	kˈə˥˩ɖːeː
کڈھݨا	kˈə˥˩ɖːəɳaː
کڑا	kˈʊɽaː
کڑاہ	kəɽˈaːɦ
کڑاہا	kəɽˈaːɦaː
کڑاہی	kəɽˈaːɦiː
کڑتا	kˈʊɽt̪aː
کڑچھی	kˈəɽt͡ʃʰiː
کڑی	kˈʊɽiː
کک	kˈʊkː
ککر	kˈɪkːəɾ
ککلی	kˈɪkːəliː
ککنس	kˈʊknəs
ککنوس	kʊknˈuːs
ککڑ	kˈʊkːəɽ
ککڑاں	kˈʊkːəɽã
ککڑی	kˈʊkːəɽiː
کگی	kˈʊ˨˩ɡːiː
کھؤ	kʰˈəʊ
کھئی	kʰˈəiː
کھاتہ	kʰˈaːt̪aː
کھاجا	kʰˈaːd͡ʒːaː
کھاد	kʰˈaːd̪
کھار	kʰˈoːɾ
کھاسی	kʰˈaːsiː
کھالڑا	kʰˈaːlɽaː
