# Persian (fa) abjad → IPA gold — the SHORT-VOWEL RESTORATION target. Fully-voweled human pronunciations
# from wikipron fas_arab BROAD (CC0/CC-BY-SA, Wiktionary), deduped; single-letter name citations dropped;
# homograph variants kept as extra tab fields (a word is credited if ANY variant matches). This is the
# data fa's restorer should train/lookup on (abjad↔IPA), vs the current Arabic-Tashkeela harakat silver.
آئین	ʔaːjiːn	ʔaːʔiːn
آئینه	ʔaːʔiːna
پادشاهی	paːdiʃaːhiː	paːdʃaːhiː
پادوسپان	paːdoːspaːn
پار	paːr
پارس	paːrs
پارسا	paːrsaː
پارسال	paːrsaːl
پارسه	pɒːɾse
پارسی	paːrsiː
پارلمان	paːrlamaːn
پاره	paːra
پارو	paːruː
پارچ	paːrt͡ʃ
پارچه	paːrt͡ʃa
پارک	paːrk
پارگین	paːrɡeːn
پاریس	paːriːs
پاس	paːs
پاسارگاد	paːsaːrɡaːd
پاسبان	paːsbaːn
پاسبانی	paːsbaːniː
پاسخ	paːsux
پاسدار	paːsdaːr
پاشدن	paːʃodan
پاشنا	paːʃnaː
پاشنه	paːʃna
پاشیدن	paːʃiːdan
پافشاری	paːfiʃaːriː
پالاد	paːlaːd
پالان	paːlaːn
پالایش	paːlaːjiʃ
پالایشگاه	paːlaːjiʃɡaːh
پالم	paːlam
پالهنگ	paːlahanɡ	paːlhanɡ
پالوانه	paːlwaːna
پالوده	paːluːda
پالیز	paːleːz
پامیر	paːmiːr
پامیری	paːmiːriː
پانزده	paːnzdah
پانصد	paːnsad
پانید	paːniːd
پاپ	paːp
پاپا	paːpaː
پاپتی	paːpatiː
پاپوش	paːpoːʃ
پاچه	paːt͡ʃa
پاک	paːk
پاکباز	paːkbaːz
پاکت	paːkat
پاکدامنی	paːkdaːmaniː
پاکستان	paːkistaːn
پاکستانی	paːkistaːniː
پاکی	paːkiː
پاکیزه	paːkiːza
پاگشا	paːɡuʃaː
پای	paːj
پایان	paːjaːn
پایبند	paːjband
پایتخت	paːjtaxt
پایجامه	paːjd͡ʒaːma
پایدار	paːjdaːr
پایداری	paːjdaːriː
پاینده	paːjanda
پایندگی	paːjandaɡiː
پایه	paːja
پایگاه	paːjɡaːh
پاییدن	paːjiːdan	paːʔiːdan
پاییز	paːjiːz
پاییزی	paːjiːziː
پایین	paːjiːn
پای‌بست	paːjbast
پتنه	patna
پته	pata
پتک	putk
پختم	puxtam
پختن	puxtan
پخته	paxta	puxta
پخش	paxʃ
پدافند	padaːfand
پدر	padar	pedeɾ	pidar
پدرام	padraːm
پدرانه	padaraːna
پدربزرگ	padarbuzurɡ
پدرشوهر	padarʃawhar	pidarʃawhar
پدید	padiːd
پدیدار	padiːdaːr
پدیده	padiːda
پذیرا	paðiːraː
پذیرش	paðiːriʃ
پذیرفتن	paðiːruftan
پر	par	pur
پراندن	paraːndan
پراپر	puraːpur
پراکنده	paraːkanda
پراکندگی	paraːkandaɡiː
پرت	part
پرتاب	partaːb
پرتو	partaw
پرتوقع	purtawaqquʔ
پرتگال	purtuɡaːl
پرتگاه	partɡaːh
پرجمعیت	purd͡ʒamʔijjat
پرخاش	parxaːʃ
پرداختن	pardaːxtan
پردازش	pardaːziʃ
پرده	parda
پردیس	pardeːs
پررنگ	purranɡ
پررونق	purrawnaq
پرس	pars	purs
پرسان	pursaːn
پرست	parast
پرستار	parastaːr
پرستو	piristuː
پرستیدن	parastiːdan
پرسش	pursiʃ
پرسمان	pursimaːn
پرسیاوشان	parsijaːwaʃaːn	parsijaːwiʃaːn	parsijaːwuʃaːn
پرسیدن	pursiːdan
پرش	pariʃ
پرشور	purʃuːr
پرطرفدار	purtarafdaːr
پرماجرا	purmaːd͡ʒaraː
پرمایه	purmaːja
پرنج	pirand͡ʒ	pirind͡ʒ
پرند	parand
پرنده	paranda	parranda
پرنده‌شناسی	parindaʃinaːsiː
پرندوش	parandoːʃ
پرندگان	parandaɡaːn
پرنگ	piranɡ	pirinɡ
پرنیا	parnijaː
پرهون	parhuːn
پرهیز	parheːz
پروا	parwaː
پرواز	parwaːz
پرواس	parwaːs
پروان	parwaːn
پروانه	parwaːna
پروانگی	parwaːnaɡiː
پروردن	parwardan
پروردگار	parwardaɡaːr	parwardiɡaːr
پرورش	parwariʃ
پرورشگاه	parwariʃɡaːh
پروسه	peɾose	poɾose	pɾose
پرونده	parwanda
پروگرام	peɾoɡeɾɒːm	poɾoɡeɾɒːm	pɾoɡɾɒːm
پرویز	parweːz
پروین	parwiːn
پرچم	part͡ʃam
پرکار	purkaːr
پرگار	parɡaːr
پرگاله	parɡaːla
پری	pariː
پریدن	pariːdan
پریستان	pariːstaːn
پریشان	pareːʃaːn
پریشب	pareːʃab
پریوش	pariːwaʃ
پزشک	piziʃk
پزشکی	piziʃkiː
پس	pas
پستان	pistaːn
پسته	pista
پسته‌ای	pistaʔiː
پسر	peseɾ	pisar	pusar
پسند	pasand
پسندیدن	pasandiːdan
پسوند	paswand
پسی	poseː
پسین	pasiːn
پس‌انداز	pasandaːz
پس‌لرزه	paslarza
پس‌کوچه	paskoːt͡ʃa
پش	pæʃ
پشت	puʃt
پشته	puʃta
پشتو	paʃtoː	paʃtuː
پشتون	paʃtuːn
پشتک	puʃtak
پشتی	puʃtiː
پشتیبان	puʃtiːbaːn
پشتیبانی	puʃtiːbaːniː
پشم	paʃm
پشمالو	paʃmaːluː
پشمک	paʃmak
پشمین	pæʃmiːn
پشمینه	paʃmiːna
پشه	paʃa	paʃʃa
پشک	puʃak
پشیمان	paʃeːmaːn	puʃajmaːn
پشیمانی	paʃeːmaːniː
پفیوز	pufijoːz	pufjoːz
پل	pul
پلاس	palaːs
پلان	pilaːn	plaːn
پلاو	pilaːw
پلاک	pelɒːk
پلخته	palaxta
پلنگ	palanɡ
پله	palla	pilla
پله‌برقی	pillabarqiː
پلو	palaw	pulaw
پلک	palak	palk	pilk	pulk
پلید	paliːd
پناه	panaːh
پناهجو	panaːhd͡ʒuː
پناهنده	panaːhanda
پناهندگان	pænɒːhændeɡɒːn
پناهندگی	panaːhandaɡiː
پناهگاه	panaːhɡaːh
پنبه	panba
پنج	pand͡ʒ
پنجاب	pand͡ʒaːb
پنجابی	pand͡ʒaːbiː
پنجاه	pand͡ʒaːh
پنجره	pand͡ʒara
پنجشیر	pand͡ʒʃeːr
پنجم	pand͡ʒum
پنجه	pand͡ʒa
پنج‌شنبه	pand͡ʒʃanba
پند	pand
پندار	pindaːr
پندک	punduk
پنهان	pinhaːn
پنکه	panka
پنگان	pinɡaːn
پنیر	paniːr
پهره	pahra
پهلو	pahlaw	pahluː
پهلوان	pahlawaːn
پهلوی	pahlawiː
پهن	pahn
پهنا	pahnaː
پهناور	pahnaːwar
پودنه	puːdina
پوده	puːdæ
پودینه	poːdiːna
پور	puːr
پوران‌دخت	puːraːnduxt
پوره	puːra
پوز	poːz
پوزخند	poːzxand
پوزش	poːziʃ
پوزه	poːza
پوست	poːst
پوسته	poːsta
پوستین	poːsteːn
پوست‌شناسی	poːstʃinaːsiː
پوسیدن	poːsiːdan
پوسیده	poːsiːda
پوش	poːʃ
پوشاندن	poːʃaːndan
پوشاک	poːʃaːk
پوشش	poːʃiʃ
پوشیدن	poːʃiːdan
پوشیه	poːʃijja
پول	poːl	puːl
پولاد	poːlaːd
پولدار	puːldaːr
پولس	poːlus
پونه	puːna
پوپک	poːpak
پوچ	puːt͡ʃ
پوک	poːk
پوکی	puːkiː
پویا	poːjaː
پویانما	poːjaːnamaː
پویانمایی	poːjaːnamaːjiː
پوییدن	poːjiːdan
پچق	pit͡ʃaq
پژمردن	paʒmurdan
پژواک	paʒwaːk
پژوهش	piʒoːhiːʃ
پژوهیدن	piʒoːhiːdan	piʒuːhiːdan
پکتیا	paktijaː
پکتیکا	paktikaː
پگاه	paɡaːh
پی	paj
پیاده	pijaːda
پیاده‌رو	pijaːdaraw
پیادگان	pijaːdaɡaːn
پیاز	pijaːz
پیاله	pijaːla
پیام	pajaːm
پیامبر	pajaːmbar
پیامک	pajaːmak
پیدا	pajdaː
پیداوار	pajdaːwaːr
پیدایش	pajdaːjiʃ
پیر	pijæɾ	piːr
پیرا	peːraː
پیراستن	peːraːstan
پیرامون	peːraːmuːn
پیراهن	peːraːhan
پیرتر	piːɾtæɾ
پیرترین	piːɾtæɾiːn
پیرمرد	piːrimard	piːrmard
پیروز	piːroːz
پیروزه	peːroːza
پیروزی	peːroːziː
پیری	piːriː
پیس	peːs
پیسه	pajsa	peːsa
پیش	peːʃ
پیشاب	peːʃaːb
پیشامد	peːʃaːmad
پیشانی	peːʃaːniː
پیشاور	peːʃaːwar
پیشبند	peːʃband
پیشتاز	peːʃtaːz
پیشتخته	peːʃtaxta
پیشخدمت	peːʃxidmat
پیشرفت	peːʃraft
پیشرفته	peːʃrafta
پیشمرگه	peːʃmarɡa
پیشنهاد	peːʃnihaːd
پیشه	peːʃa
پیشوا	peːʃwaː
پیشوند	peːʃwand
پیشکار	peːʃkaːr
پیشگیر	peːʃɡiːr
پیشگیری	peːʃɡiːriː
پیشی	peːʃiː
پیشین	peːʃiːn
پیشینه	peːʃiːna
پیش‌غذا	peːʃɣazaː
پیغام	pajɣaːm
پیغامبر	pajɣaːmbar
پیغمبر	pajɣambar
پیف	piːf
پیل	piːl
پیمان	pajmaːn
پیمانه	pajmaːna
پیمودن	pajmuːdan
پینکی	piːnakiː
پیه	piːh
پیوستن	pajwastan
پیوسته	pajwasta
پیوسیدن	pajoːsiːdan
پیوند	pajwand
پیچ	peːt͡ʃ
پیچاندن	peːt͡ʃaːndan
پیچاپیچ	peːt͡ʃaːpeːt͡ʃ
پیچیدن	peːt͡ʃiːdan
پیژامه	piːʒaːma
پیکار	pajkaːr
پیکر	pajkar
پیگیر	pajɡiːr
پیگیری	pajɡiːriː
پی‌جو	pajd͡ʒoː
چا	t͡ʃaː
چابک	t͡ʃaːbuk
چاتگام	t͡ʃaːtɡaːm
چاد	t͡ʃaːd
چادر	t͡ʃaːdar	t͡ʃaːdir	t͡ʃaːdur
چار	t͡ʃaːr
چارطاق	t͡ʃaːrtaːq
چاره	t͡ʃaːra
چارک	t͡ʃaːrak
چاریار	t͡ʃaːrjaːr
چاریک	t͡ʃaːrjak
چاش	t͡ʃaːʃ
چاشت	t͡ʃaːʃt
چاشنی	t͡ʃaːʃniː
چاق	t͡ʃaːq
چاقو	t͡ʃaːquː
چال	t͡ʃaːl
چالاک	t͡ʃaːlaːk
چالش	t͡ʃaːliʃ
چاله	t͡ʃaːla
چامه	t͡ʃaːma
چامه‌سرایی	t͡ʃaːmasaraːjiː
چانه	t͡ʃaːna
چاه	t͡ʃaːh
چاه‌کور	t͡ʃaːhkawr
چاو	t͡ʃaːw
چاولی	t͡ʃaːwliː
چاپ	t͡ʃaːp
چاپار	t͡ʃaːpaːr
چاپلوس	t͡ʃaːploːs
چاپگر	t͡ʃaːpɡar
چاکاچاک	t͡ʃaːkaːt͡ʃaːk
چاکر	t͡ʃaːkar
چای	t͡ʃaːj
چایخانه	t͡ʃaːjxaːna
چایدان	t͡ʃaːjdaːn
چایی	t͡ʃaːjiː
چای‌خانه	t͡ʃaːjxaːna
چبوق	t͡ʃibuːq	t͡ʃubuːq
چتر	t͡ʃatr
چترباز	t͡ʃatrbaːz
چترنگ	t͡ʃatraŋɡ
چتری	t͡ʃatriː
چتل	t͡ʃatal
چخه	t͡ʃeːxeː
چخیدن	t͡ʃaxiːdan
چدار	t͡ʃadaːr
چدن	t͡ʃudan
چرا	t͡ʃiraː
چراغ	t͡ʃaraːɣ	t͡ʃiraːɣ
چراغدان	t͡ʃiraːɣdaːn
چراندن	t͡ʃaraːndan
چراگاه	t͡ʃaraːɡaːh
چرایی	t͡ʃiraːjiː
چرب	t͡ʃarb
چربو	t͡ʃarbuː
چربی	t͡ʃarbiː
چرت	t͡ʃart	t͡ʃurt
چرخ	t͡ʃarx
چرخش	t͡ʃarxiʃ
چرخه	t͡ʃarxa
چرخیدن	t͡ʃarxiːdan	t͡ʃeɾxid̪æn
چرم	t͡ʃarm
چرمه	t͡ʃarma
چروک	t͡ʃuroːk
چرک	tʃeɾk	tʃæɾk
چرکس	t͡ʃarkas
چرکسستان	t͡ʃarkasistaːn
چرکسی	t͡ʃarkasiː
چرکسیه	t͡ʃarkasija
چرکین	t͡ʃirkiːn
چریدن	t͡ʃariːdan
چریک	t͡ʃariːk	t͡ʃiriːk
چزمه	t͡ʃizma
چسپ	t͡ʃasp
چسپاندن	t͡ʃaspaːndan
چسپیدن	t͡ʃaspiːdan
چشم	t͡ʃaʃm
چشمان	t͡ʃaʃmaːn	t͡ʃiʃmaːn
چشمه	t͡ʃaʃma
چشمک	t͡ʃaʃmak
چشمگیر	t͡ʃaʃmɡiːr
چشم‌داشت	t͡ʃaʃmdaːʃt
چشم‌ها	t͡ʃaʃmhaː	t͡ʃiʃmhaː
چشم‌پوشی	t͡ʃaʃmpoːʃiː
چشیدن	t͡ʃaʃiːdan
چطور	t͡ʃitawr
چغاله	t͡ʃaɣaːla
چغد	t͡ʃuɣd
چغرات	t͡ʃuɣraːt
چغندر	t͡ʃuɣundar	t͡ʃuɣundur
چقدر	t͡ʃiqadr
چقر	t͡ʃuqur
چل	t͡ʃil	t͡ʃul
چلغوزه	t͡ʃilɣoːza
چلم	t͡ʃilam
چلنگر	t͡ʃilinɡar
چله	t͡ʃala	t͡ʃilla
چلو	t͡ʃalaw
چلوکباب	t͡ʃalawkabaːb
چلیدن	t͡ʃaliːdan
چلیپا	t͡ʃaliːpaː
چم	t͡ʃam
چمدان	t͡ʃamadaːn
چمن	t͡ʃaman
چمچه	t͡ʃamt͡ʃa	t͡ʃumt͡ʃa
چمیدن	t͡ʃamiːdan
چناب	t͡ʃanaːb
چنار	t͡ʃinaːr
چنان	t͡ʃunaːn
چنانچه	t͡ʃunaːnt͡ʃi
چنانکه	t͡ʃunaːnki
چنبر	t͡ʃambar
چنبره	t͡ʃambara
چنته	t͡ʃanta
چند	t͡ʃand
چندان	t͡ʃandaːn
چندین	t͡ʃandiːn
چنگ	t͡ʃanɡ
چنگال	t͡ʃanɡaːl
چنگی	t͡ʃanɡiː
چنگیز	t͡ʃinɡiːz
چنگیزی	t͡ʃinɡiːziː
چنین	t͡ʃuniːn
چه	t͡ʃah	t͡ʃi
چهار	t͡ʃahaːr
چهارباغ	t͡ʃahaːrbaːɣ
چهارده	t͡ʃahaːrdah
چهارشنبه	t͡ʃahaːrʃanba
چهارشنبه‌سوری	t͡ʃahaːrʃanbasuːriː
چهارم	t͡ʃahaːrum
چهارپا	t͡ʃahaːrpaːj
چهارپایه	t͡ʃahaːrpaːja
چهاریار	t͡ʃahaːrjaːr
چهاریک	t͡ʃahaːrjak
چهر	t͡ʃihr
چهره	t͡ʃihra
چهل	t͡ʃihil
چهلم	t͡ʃihilum
چو	tʃow	tʃuː	t͡ʃu	t͡ʃuː
چوب	t͡ʃoːb
چوبان	t͡ʃoːbaːn
چوبدست	t͡ʃoːbdast
چوبی	t͡ʃubi
چوجه	t͡ʃuːd͡ʒa
چوری	t͡ʃuːriː
چون	t͡ʃuːn
چونکه	t͡ʃuːnki
چوپ	t͡ʃoːp
چوپان	t͡ʃoːpaːn
چوچوله	t͡ʃuːt͡ʃuːla
چوگان	t͡ʃawɡaːn
چپ	t͡ʃap
چپاتی	t͡ʃapaːtiː
چپت	t͡ʃapat
چپه	t͡ʃappa
چکاچاک	t͡ʃakaːt͡ʃaːk
چکاچک	t͡ʃakaːt͡ʃak
چکره	t͡ʃakra
چکش	t͡ʃakuʃ
چکمه	t͡ʃakma
چکه	t͡ʃakka
چکچاک	t͡ʃakt͡ʃaːk
چکیدن	t͡ʃakiːdan
چکیده	t͡ʃakiːda
چگونه	t͡ʃiɡuːna
چی	t͡ʃiː
چیدن	t͡ʃiːdan
چیره	t͡ʃeːra
چیره‌دست	t͡ʃeːradast
چیز	t͡ʃiːz
چیزی	t͡ʃiːzeː
چیست	t͡ʃiːst
چیش	tʃiʃ
چین	t͡ʃiːn
چینود	t͡ʃiːnawad
چینی	t͡ʃiːniː
ژاله	ʒaːla
ژاویدن	ʒaːwiːdan
ژاژ	ʒaːʒ
ژاژومک	ʒaːʒuːmak
ژاژیدن	ʒaːʒiːdan
ژدوار	ʒadwaːr
ژرف	ʒarf
ژرفا	ʒarfaː
ژرفی	ʒarfiː
ژرف‌تر	ʒæɾftæɾ
ژرف‌ترین	ʒæɾftæɾiːn
ژغار	ʒaɣaːr
ژم	ʒam
ژنده	ʒanda
ژنو	ʒenev
ژول	ʒoːl
ژولیدن	ʒoːliːdan
ژولیده	ʒoːliːda
ژوژ	ʒoːʒ
ژکفر	ʒakfar
ژکفری	ʒakfariː
ژکیدن	ʒakiːdan
ژی	ʒeː
ژیان	ʒijaːn
ژیرش	ʒiːriʃ
کائنات	kaːʔinaːt
کابل	kaːbul
کابلی	kaːbuliː
کابوس	kaːbuːs
کابین	kaːbiːn
کاتب	kaːtib
کاج	kaːd͡ʒ
کاخ	kaːχ
کار	kaːr
کارآمد	kaːraːmad
کارآگاه	kaːraːɡaːh
کارا	kaːraː
کاربر	kaːrbar
کاربردی	kaːrburdiː
کاربری	kaːrbariː
کارخانه	kaːrxaːna
کارد	kaːrd
کاردار	kaːrdaːr
کارزار	kaːrzaːr
کارساز	kaːrsaːz
کارفرما	kaːrfarmaː
کارمزد	kaːrmuzd
کارمند	kaːrmand
کارنامه	kaːrnaːma
کاروان	kaːrwaːn
کاروانسرا	kaːrwaːnsaraː
کاروانسرای	kaːrwaːnsaraːj
کارواژه‌ها	kɒːrvɒːʒehɒː
کارواژگان	kɒːrvɒːʒeɡɒːn
کارورزی	kɒːɾvæɾziː
کارکرد	kaːrkard
کارگاه	kaːrɡaːh
کارگر	kaːrɡar
کارگردان	kaːrɡardaːn
کاریز	kaːreːz
کازه	kaːza
کاسب	kaːsib
کاست	kaːst
کاستن	kaːstan
کاستی	kaːstiː
کاسه	kaːsa
کاش	kaːʃ
کاشانه	kaːʃaːna
کاشت	kaːʃt
کاشتن	kaːʃtan
کاشغر	kaːʃɣar
کاشف	kaːʃif
کاظم	kaːzim
کاغد	kaːɣad	kaːɣid
کاغذ	kaːɣaz	kaːɣað
کاغذها	kɒːɣæzhɒː
کافر	kaːfir
کافی	kaːfiː
کالا	kaːlaː
کالب	kɒːleb	kɒːlob
کالباس	kaːlbaːs
کالبد	kaːlbud
کالبدشناس	kaːlbudʃinaːs
کالبدشناسی	kaːlbudʃinaːsiː
کالینینگراد	kaːliːniːnɡraːd
کام	kaːm
کامران	kaːmraːn
کامروایی	kaːmrawaːjiː
کامل	kaːmil
کاملا	kaːmilan
کامه	kaːma
کامیاب	kaːmjaːb
کامیابی	kaːmjaːbiː
کامیار	kaːmjaːr
کان	kaːn
کانا	kaːnaː
کانادا	kaːnaːdaː
کانم	kaːnum
کانون	kaːnuːn
کانی	kaːniː
کاهش	kaːhiʃ
کاهل	kaːhil
کاهن	kaːhin
کاهو	kaːhuː
کاو	kaːw
کاواک	kaːwaːk
کاوش	kaːwiʃ
کاپیسا	kaːpiːsaː
کاکا	kaːkaː
کاکل	kaːkul
کاکوتی	kaːkuːtiː
کباب	kabaːb
کباده	kabaːda
کبد	kabid
کبر	kabar
کبریت	kʰibriːt
کبست	kabast
کبوتر	kaboːtar	kabuːtar
کبود	kaboːd	kabuːd
کبک	kabk
کبیر	kabiːr
کتاب	kitaːb	kuttaːb
کتابخانه	kitaːbxaːna
کتابدار	kitaːbdaːr
کتابچه	kitaːbt͡ʃa
کتابی	kitaːbiː
کتاب‌فروش	kitaːbfuroːʃ
کتاب‌فروشی	kitaːbfuroːʃiː
کتایون	kataːjuːn
کتب	kutub
کتبخانه	kutubxaːna
کتبی	katbiː	kutubiː
کتخ	katax	katix
کتغ	kataɣ
کتف	kitf
کتلت	kutlit
کتمان	kitmaːn
کته	kata
کتی	katiː
کتیرا	katiːraː
کثافت	kasaːfat	kisaːfat
کثیف	kasiːf
کج	kad͡ʒ
کجا	kud͡ʒaː
کجاوه	kad͡ʒaːwa
کجک	kad͡ʒak
کخ	kux
کدام	kudaːm
کدبانو	kadbaːnuː
کدخدا	kadxudaː
کده	kada
کدو	kaduː
کر	kar
کرا	kiraː
کراسه	karaːsa	kuraːsa
کرامت	karaːmat
کران	karaːn
کراچی	karaːt͡ʃiː
کرایه	kiraːja
کرباس	karbaːs
کربلا	karbalaː
کربه	kurba
کرت	kart
کرته	kurta
کرج	karad͡ʒ
کرجی	karad͡ʒiː
کرد	kard	kurd
کردار	kirdaːr
کردستان	kurdistaːn
کردم	kardam
کردن	kardan	keɾdæn
کردنی	kardaniː
کردگار	kirdiɡaːr
کردی	kurdiː
کرس	kirs
کرسی	kursiː
کرشن	kriʃn
کرفس	karafs
کرم	karam	karm	kirm
کرمان	kirmaːn
کرمانشاه	kirmaːnʃaːh
کرنا	karnaː
کرنج	kurand͡ʒ
کرند	kurand
کره	kara	karh	kura	kurra
کروان	karwaːn
کروش	kuruːʃ
کروگر	karuːɡar
کرک	karak	kark	kurk
کرکس	karkas
کرگ	karɡ
کرگدن	karɡadan
کری	kariː
کریاس	kirjaːs
کریم	kariːm
کریه	kariːh
کزاز	kuzaːz
کزین	kazeːn
کس	kas	kus
کسب	kasb
کسر	kasr
کسشعر	kusiʃiʔr	kusʃiʔr
کسنی	kasniː	kisniː
کسی	kaseː
کش	kaʃ	kuʃ
کشاندن	kaʃaːndan
کشاورز	kiʃaːwarz
کشاورزی	kiʃaːwarziː
کشاکش	kaʃaːkaʃ
کشتار	kiʃtaːr	kuʃtaːr
کشتن	kiʃtan	kuʃtan
کشتگی	kuʃtaɡiː
کشتی	kaʃtiː	kiʃtiː	kuʃtiː
کشتی‌گیر	kuʃtiːɡiːr
کشت‌زار	kiʃtzaːr
کشد	kaʃad
کشف	kaʃaf	kaʃf
کشمش	kiʃmiʃ
کشمکش	kaʃmakaʃ
کشمیر	kaʃmiːr
کشمیری	kaʃmiːriː
کشور	kiʃwar
کشورداری	kiʃwardaːriː
کشورها	kiʃwarhaː
کشک	kaʃik	kaʃk	kiʃik
کشکول	kæʃkuːl
کشیدن	kaʃiːdan
کشیده	kaʃiːda
کشیش	kaʃiːʃ
کعبه	kaʔba
کف	kaf
کفاش	kaffaːʃ
کفایت	kifaːjat
کفتار	kaftaːr
کفتر	keftæɾ
کفش	kæfʃ
کفن	kafan
کفچه	kaft͡ʃa
کفگیر	kafɡiːr
کل	kal	kull
کلاته	kalaːta
کلاس	kelɒːs
کلاش	qallaːʃ
کلاغ	kalaːɣ
کلاف	kalaːf
کلافه	kalaːfa
کلاله	kulaːla
کلام	kalaːm
کلان	kalaːn
کلاه	kulaːh
کلب	kalab	kalb
کلبتین	kalbatajn
کلبه	kulba
کلس	kils
کلسیا	kalisijaː
کلفت	kuluft
کلفخشنگ	kalafaxʃanɡ
کلم	kalam
کلمه	kalima
کلنگ	kulanɡ
کله	kalla
کلپ	klæp
کلک	kilk	kulk
کلکته	kalkatta
کلکین	kilkiːn
کلیات	kullijjat
کلید	kaliːd	kiliːd
کلیسا	kaliːsaː
کلیمی	kaliːmiː
کلیه	kulja	kullijja	kullijjaji
کلیچه	kuliːt͡ʃa
کم	kam
کمابیش	kamaːbeːʃ
کماشیر	kamaːʃeːr
کمال	kamaːl
کمان	kamaːn
کمانچه	kamaːnt͡ʃa
کمانگر	kamaːnɡar
کمبود	kambuːd
کمتر	kamtar
کمردرد	kamardard
کمزور	kamzoːr
کمند	kamand
کمو	kæmuː
کمون	kumuːn
کمک	kumak
کمک‌های	kumaːkhaːiː
کمی	kameː	kamiː
کمیاب	kamjaːb
کمیت	kammijjat
کمیل	kumajl
کمین	kamiːn
کمینه	kamiːna
کم‌بخت	kambaxt
کم‌شنوا	kamʃinawaː
کم‌مایه	kammaːja
کم‌کم	kamkam
کن	ken	kun
کنار	kanaːr	kunaːr
کنام	kunaːm
کنایه	kinaːja
کنج	kund͡ʒ
کنجد	kund͡ʒid	kund͡ʒud
کنجکاو	kund͡ʒkaːw
کنداوری	kundaːwariː
کندر	kundur
کندز	kunduz
کندن	kandan
کنده	kanda	kunda
کندو	kanduː
کندوکاو	kandukaːw
کنش	kuniʃ
کنشت	kuniʃt
کنشگر	kuniʃɡar
کنعان	kanʔaːn
کنفت	kinift
کنم	kunam
کنند	kunand
کنه	kana
کنون	kunuːn
کنونی	kunuːniː
کنگاش	kanɡaːʃ	kinɡaːʃ
کنگر	kanɡar
کنگره	kunɡura
کنی	kuniː
کنید	kuniːd
کنیسه	kaniːsa
که	kah	ki	kih	kiː	kuh
کهر	kahar
کهربا	kahrubaː
کهف	kahf
کهن	kuhan
کهنسال	kuhansaːl
کهنه	kahana	kuhna
کهکشان	kahkaʃaːn
کهکشان‌ها	kæhkæʃɒːnhɒː
کهیر	kahiːr
کو	koː	kuː
کوآلا	koːʔaːlaː
کوب	koːb
کوبیدن	koːbiːdan
کوبیده	koːbiːda
کوتاه	koːtaːh
کوتاهی	koːtaːhiː
کوتاه‌تر	kuːtɒːhtæɾ
کوتاه‌ترین	kuːtɒːhtæɾiːn
کوتوله	kuːtuːla
کود	koːd
کودک	koːdak
کودکان	koːdakaːn
کودکستان	koːdakistaːn
کودکی	koːdakiː
کور	koːr
کوررنگ	koːrraŋɡ
کوره	koːra
کوروش	kuːruʃ	kuːruːʃ
کورکور	koːrkoːr
کوزه	koːza	kuːza
کوزه‌گر	koːzaɡar	kuːzaɡar
کوسن	kuːsan
کوسه	koːsa
کوشان	kuːʃaːn
کوشانشاه	kuːʃaːnʃaːh
کوشانی	kuːʃaːniː
کوشش	koːʃiʃ
کوشک	koːʃk
کوشیدن	koːʃiːdan
کوفتن	koːftan
کوفته	koːfta
کول	koːl
کولاک	kuːlaːk
کولی	kawliː
کون	kawn	kuːn	kʰun
کونی	kuːniː
کونین	kawnajn
کونیگسبرگ	kuːniːɡsbirɡ
کوه	koːh
کوهان	koːhaːn
کوهستان	koːhistaːn
کوهکن	koːhkan
کوه‌ها	koːhhaː
کوچ	koːt͡ʃ
کوچه	koːt͡ʃa
کوچه‌‌پس‌کوچه	koːt͡ʃapaskoːt͡ʃa
کوچک	koːt͡ʃak
کوچک‌تر	kuːtʃektæɾ
کوچک‌ترین	kuːtʃektæɾiːn
کوچیدن	koːt͡ʃiːdan
کوکب	kawkab
کوکو	kuːkuː
کوی	koːj
کویته	kuweːta
کویستن	kawiːstan
کپل	kupul
کپی	kapiː	kappiː
کپیدن	kapiːdan
کچل	kat͡ʃal	kit͡ʃul
کژ	kaʒ
کژدم	kaʒdum
کی	kaj	kiː
کید	kajd
کیر	keːr
کیرل	keːral
کیسه	kiːsa
کیسینجر	kiːsiːnd͡ʒir
کیش	keːʃ
کیش‌مات	keːʃmaːt
کیف	kajf	kiːf
کیفر	kajfar
کیفری	kajfariː
کیفیت	kajfijjat
کیله	kajla
کیلین	keːliːn
کیمخت	kiːmuxt
کیمه	keːma
کیموس	kajmuːs	kiːmuːs
کیمیا	kiːmijaː
کین	kiːn
کینه	kiːna
کیهان	kajhaːn
کیهانی	kajhaːniː
کیوان	kajwaːn
کیوبیک	kwəbɛk	kwɪbɛk
کیچه	kʰiːt͡ʃʰe	kʰiːt͡ʃʰæ
کیک	kajk
گا	ɡɒː
گائیدن	ɡaːjiːdan
گاب	ɡaːb
گاتا	ɡaːtaː
گارفیلد	ɡaːrfiːld
گاری	ɡaːriː
گاز	ɡaːz
گازر	ɡaːzur
گاس	ɡaːs
گاش	ɡɒːʃ
گاف	ɡaːf
گام	ɡaːm
گاه	ɡaːh
گاهی	ɡaːheː
گاه‌شماری	ɡaːhʃumaːriː
گاو	ɡaːw	ɡow
گاوباز	ɡaːwbaːz
گاوبازی	ɡaːwbaːziː
